ID	DOCULECT	CONCEPT	CONCEPTID	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	RGEN	TOKENS
34	Rongpo	left	33	244	710	left side	546301	b a: ŋ ɔ̃
35	Rongpo	light (of weight)	34	1052	1052	light (in weight)	547607	ya n d u , _ ya ŋ d ə
36	Rongpo	long	35	1203	972	long, tall	547350	rh u: d ə
37	Rongpo	many	36	1198	987	many	547483	t e
38	Rongpo	morning	38	1339	749	morning	547079	m u n c ɔ
39	Rongpo	narrow	39	1267	977	tight, narrow	546219	ə l a: ɽ
40	Rongpo	near	40	1942	975	near	546998	l i t ɔ
41	Rongpo	new	41	1231	1050	new	547143	n u: d ə
42	Rongpo	nine	42	1483	805	nine	547142	n ɔ
43	Rongpo	noon	43	12	750	noon	547292	ph yɛ n i ŋ
44	Rongpo	old (of person)	44	2112	1058	old	547615	yu: d ə
45	Rongpo	one	45	1493	797	one	547488	t i g
46	Rongpo	outside	46	762	714	outside (outside the room, house)	546517	d a g a r
47	Rongpo	red	47	156	1007	red	547090	m ə ŋ d ə
48	Rongpo	right	48	1019	711	right side	546538	d ɛ ɳ o
49	Rongpo	seven	51	1704	803	seven	547364	s a: t
50	Rongpo	sharp	52	1396	1020	sharp	546410	c ə n t
51	Rongpo	short	53	1645	973	short	547508	t u n t ə
52	Rongpo	shy	54	487	1365	be ashamed of	546879	k yã
53	Rongpo	six	55	1703	802	six	546473	ch ɛ
54	Rongpo	small	56	1246	965	small, a little bit (solidthings)	546423	c i: c i
55	Rongpo	soft	58	1856	1035	soft	546335	b o l d u
56	Rongpo	soft	58	1856	1035	soft	547077	m u l ɛ m
57	Rongpo	straight	59	1404	1003	direct, straight	547381	s i: d a , _ s i d ɔ
58	Rongpo	ten	60	1515	806	ten	546516	d ə s
59	Rongpo	that	61	78	947	what, that	546943	kh ye n , _ kh ye n ɔ
60	Rongpo	the ant	62	587	365	ant	546865	k i r m ə l a
61	Rongpo	the armpit	63	1886	92	armpit	546886	k ə g r ya:i
62	Rongpo	the bamboo	64	1927	389	bamboo	546290	b ã s
63	Rongpo	the bird	67	937	326	bird	547206	p e c
64	Rongpo	the blood	68	946	129	blood	547445	ʃ uı̃
65	Rongpo	the bone	70	1394	133	bone	546737	h a ɽ k ɔ
66	Rongpo	the breast (female)	72	1402	94	breast	546241	a p u
67	Rongpo	the child (young human)	73	1304	169	child	547378	s ɛ r u
68	Rongpo	the cloud	74	1489	7	cloud	546296	b a: d ə w
69	Rongpo	the daughter	75	1357	222	daughter	546414	c a: m a
70	Rongpo	the dew	76	1977	15	dew	547186	ɔ̃ s
71	Rongpo	the dog	77	2009	289	bite of snake, dog	546849	k a d
72	Rongpo	the dream	78	2374	699	dream	547097	m ə s
73	Rongpo	the dust	79	2	45	dust	546610	dh u w u
74	Rongpo	the ear	80	1247	81	ear	546892	k ə n u: ɳ
75	Rongpo	the earth (soil)	81	1228	40	bottom, soil	547497	t ɔi
76	Rongpo	the egg	83	744	450	egg	546222	ə n ɖ a:
77	Rongpo	the egg	83	744	450	egg	547617	yə g
78	Rongpo	the eye	84	1248	79	eye	547057	m i g
79	Rongpo	the father	85	1217	218	father	546259	a: p a
80	Rongpo	the fire	87	221	18	fire	547102	mh e
81	Rongpo	the fish	88	227	351	fish	547042	m a ch a
82	Rongpo	the flower	90	239	377	bloom	547277	ph u: l
83	Rongpo	the fog	91	249	16	mist	546877	k ui: ɽ
84	Rongpo	the foot	92	1301	103	foot	547112	n a: r
85	Rongpo	the forest	93	420	50	forest	546336	b ɔ ɳ
86	Rongpo	the forest	93	420	50	forest	546788	j ə ŋ ə l
87	Rongpo	the frog	95	503	349	frog	547086	m yə n k ɔ
88	Rongpo	the front (front side)	96	2194	712	front, before	547171	nh ə m c a: r , _ nh a n c a: r , _ nh i c a: r
89	Rongpo	the frost	97	2034	14	frost	547198	p a: w ɔ
90	Rongpo	the fruit	98	1507	378	fruit	547296	ph ə l
91	Rongpo	the grass	100	606	436	grass	546431	c i
92	Rongpo	the hail	101	609	13	hail	546636	ɖh a: n o
93	Rongpo	the hair (of the head)	102	1040	75	anything	546909	kh e b i
94	Rongpo	the hand	103	1277	107	hand	546986	l a g
95	Rongpo	the head	104	1256	74	head	547234	p u s u
96	Rongpo	the head	104	1256	74	head	547383	s i: r
97	Rongpo	the heart	105	1223	144	heart	546542	d i l
98	Rongpo	the heart	105	1223	144	heart	547443	ʃ ua ʃ a
99	Rongpo	the horn (keratinized skin)	107	1393	263	horn	547454	ʃ u: ɳ i
100	Rongpo	the horse	108	615	268	horse	546716	gh ua: ɽ a
101	Rongpo	the house	109	1252	494	house	546864	k i m
102	Rongpo	the husband	110	1200	247	husband	546956	kh yə w a , _ kh yɔ w a
103	Rongpo	the knee	112	1371	101	knee	546718	gh u nn ɔ
104	Rongpo	the lake	113	624	31	lake	546828	jh i: l
105	Rongpo	the leaf	114	628	376	leaf of a plant	547197	p a: t
106	Rongpo	the lip (the lips)	115	478	85	lips	547531	th ou , _ th o l
107	Rongpo	the liver	116	1224	145	liver	546484	ch i n p a
108	Rongpo	the louse	117	1392	356	louse	547345	rh i: g
109	Rongpo	the lung	118	688	143	lungs	547005	l ua
110	Rongpo	the man (male human)	119	2106	173	male	546487	ch o rs o
111	Rongpo	the meat	120	634	443	meat, flesh	547453	ʃ a
112	Rongpo	the moon	121	1313	4	moon	546806	j o n
113	Rongpo	the mosquito	122	1509	360	mosquito	547087	m ə ch ə r
114	Rongpo	the mother	123	1216	219	mother	546256	a: m a
115	Rongpo	the mountain	124	639	23	mountain, a big rock	547196	p a: ɽ
116	Rongpo	the mouse or rat	125	2139	320	rat, mouse	547132	n i b c a
117	Rongpo	the mud	127	640	46	mud	546743	h i l ɔ
118	Rongpo	the nail (fingernail or claw)	128	2128	113	finger nail	547150	n ə ŋ
119	Rongpo	the name	129	1405	687	name	547103	mh i n
120	Rongpo	the neck	130	1333	89	nape of the neck	547094	m ə ɽ g i n i , _ m ə ɳ g i n i
121	Rongpo	the needle (for sewing)	131	1382	578	needle	546910	kh e b
122	Rongpo	the nose	133	1221	80	nose	547166	nh i m c i
123	Rongpo	the pig	135	1337	284	pig	547404	s ũ ŋ ə r
124	Rongpo	the rain	136	658	10	rain	546311	b a r kh a
125	Rongpo	the rice plant	138	2026	439	rice	546657	g a
126	Rongpo	the river	139	666	30	river	546698	g ə ɽ ə m
127	Rongpo	the road	140	667	38	path, way, road	546237	a m c a
128	Rongpo	the root	141	670	375	root	546822	j ɔ ɽ o _ ~ _ j ə ɽ ɔ
129	Rongpo	the rope	142	1218	619	rope	547306	r ə ss i
130	Rongpo	the rope	142	1218	619	rope	547516	th a g p a
131	Rongpo	the salt	143	1274	61	salt	546467	ch a
132	Rongpo	the sand	144	671	44	sand	546307	b a: w o
133	Rongpo	the sea	145	1474	32	sea	547433	s ə m u n d ə r
134	Rongpo	the seed	146	714	405	seed	547216	p i j a g
135	Rongpo	the sheep	147	1331	275	sheep	547048	m a
136	Rongpo	the shit	148	676	151	defecate	546252	a: k a _ kh yə r
137	Rongpo	the shoulder	149	1482	90	shoulder	546846	k a: n
138	Rongpo	the shoulder	149	1482	90	shoulder	546891	k ə n dh a
139	Rongpo	the sickle	150	341	624	sickle	547425	s ə d
140	Rongpo	the skin	151	763	120	skin	546415	c a: m
141	Rongpo	the skin	151	763	120	skin	547004	l o t ɔ
142	Rongpo	the sky	152	1732	1	sky	546251	a: g a: s , _ a g a: s
143	Rongpo	the smoke	153	778	19	smoke	546937	kh u
144	Rongpo	the snake	154	730	347	big snake	547107	n a: g
145	Rongpo	the snow	155	784	12	snow	546246	a ŋ
146	Rongpo	the son	156	1620	220	son	546470	ch e r i
147	Rongpo	the spider	158	843	361	spider	547044	m a k ɽ a
148	Rongpo	the star	159	1430	5	star	547473	t a: r a
149	Rongpo	the stick	160	1295	586	stick	546797	j ã ʈh i
150	Rongpo	the stone (a piece of)	161	857	379	stone	547593	u ŋ
151	Rongpo	the sun	162	1343	2	sun	547137	n i
152	Rongpo	the tail	163	1220	267	tail	547229	p u c ə ɽ i
153	Rongpo	the thigh	164	800	100	thigh	547501	t ɔ ɽ o
154	Rongpo	the tiger	166	846	304	tiger	546298	b a: g
155	Rongpo	the tongue	167	1205	139	tongue	546803	j i b ə ɽ o
156	Rongpo	the tooth (front)	168	1380	137	tooth	547369	s a g
157	Rongpo	the tree	169	906	372	tree	546616	ɖ a l o
158	Rongpo	the water	170	948	47	water	547495	t i
159	Rongpo	the wheat	171	1077	410	wheat	546781	j ə d
160	Rongpo	the wife	172	1199	248	wife	547581	u ms ə r i
161	Rongpo	the wind	173	960	9	wind	546286	b ə t ɔ̃
162	Rongpo	the woman	176	962	174	female	546485	ch o r m i
163	Rongpo	the wood (material)	177	1803	511	wood	547390	s i ŋ
164	Rongpo	the year	178	1226	777	year	547358	s a: l
165	Rongpo	the year	178	1226	777	year	547614	yũ
166	Rongpo	there	179	1937	950	there	546555	d ɔ
167	Rongpo	thin (object)	181	2307	981	fasten	546895	k ə s
168	Rongpo	this	182	1214	942	this	546606	dh i
169	Rongpo	thou [second person singular]	183	1215	931	2sg	546695	g ə n
170	Rongpo	three	184	492	799	three	547413	s u m
171	Rongpo	to be alive	185	1422	1087	sit, live, be	546746	h u ŋ , _ h u n c , _ h u n , _ h u m
172	Rongpo	to blow (of wind)	187	175	1738	blow, sound of something falling	546642	ɖh ə m a: k
173	Rongpo	to burn [intransitive]	188	1428	1269	burn	547015	l yə _ l ya: c
174	Rongpo	to buy	189	1869	1516	buy	546488	ch ɔ̃
175	Rongpo	to chew	190	321	1424	chew	546405	c ə b a _ c ə p a
176	Rongpo	to come	191	1446	1491	come	547340	rh a
177	Rongpo	to count	192	1420	1640	count	546687	g ɔ ɳ
178	Rongpo	to cry (weep)	193	1420	1485	count	546687	g ɔ ɳ
179	Rongpo	to die	194	1494	1651	die, extinguish	547391	s i s , _ s i s c
180	Rongpo	to dig	195	1418	1698	dig	546959	kh ɔ ɳ
181	Rongpo	to drink	196	1401	1370	drink	547505	t ũ
182	Rongpo	to eat	197	1336	1198	eat	546776	j ə
183	Rongpo	to fly (move through air)	201	1441	1318	fly	547574	u: ɽ
184	Rongpo	to forget	202	1523	1704	forget	546329	b i s ə r
185	Rongpo	to give	203	1447	1345	give (to 2nd and 3rd person)	546587	dh a:
186	Rongpo	to hear	204	1408	1682	hear	547620	yə n _ yə m
187	Rongpo	to hold	206	1448	1709	hold, keep	547550	ʈ i: k
188	Rongpo	to hunt	207	1435	1230	hunt, rush	546574	dh ə d ya:
189	Rongpo	to kill	208	1417	1602	kill, extinguish	547368	s a d , _ s a p
190	Rongpo	to knead	209	274	1594	knead	547176	o l
191	Rongpo	to know (something)	210	1410	1398	know	546793	j a: ɳ
192	Rongpo	to know (something)	210	1410	1398	know	547441	s ə s
193	Rongpo	to laugh	211	1355	1735	laugh	547352	rh ə b , _ rh ə c
194	Rongpo	to learn	212	504	1742	learn	547536	th u s
195	Rongpo	to lick	213	319	1674	lick	546417	c a: ʈ
196	Rongpo	to lick	213	319	1674	lick	546447	c ya ŋ
197	Rongpo	to lie down	214	215	1661	lie down	546350	b uə l
198	Rongpo	to plant (vegetals, rice)	216	1486	1774	plant	547330	r o p
199	Rongpo	to pull	218	1455	1568	pull	546961	kh ɛ̃ c
200	Rongpo	to pull	218	1455	1568	pull	547032	lh ə s o ɽ
201	Rongpo	to pull	218	1455	1568	pull	547328	r o ŋ
202	Rongpo	to push	219	1452	1689	push	546577	dh ə kk a:
203	Rongpo	to reside (live)	220	1099	1452	sit, live, be	546746	h u ŋ , _ h u n c , _ h u n , _ h u m
204	Rongpo	to run	221	1519	1544	run, go away	546374	bh a: j
205	Rongpo	to run	221	1519	1544	run	546355	b yɛ̃
206	Rongpo	to scratch	222	1436	1530	scrape	546945	kh yo
207	Rongpo	to see	223	1409	1471	see (imp. sg.)	546856	k a n
208	Rongpo	to shoot (an arrow)	224	1172	1611	seed, sprout	546875	k ua: ɽ a
209	Rongpo	to sing	225	1261	1184	sing a song	546724	gh ə s _ l ə g a:
210	Rongpo	to sleep	226	1585	1646	sleep	546666	g u c
211	Rongpo	to smell (perceive odor) [transitive]	227	1586	1707	smell	547407	s u: ŋ
212	Rongpo	to sow (broadcast, scatter seeds)	228	748	1597	to sow, to plough	546344	b u: t
213	Rongpo	to spit	229	1440	1688	spit	547532	th u: g
214	Rongpo	to stand	230	1442	1784	stand	547567	ʈh a ɳ o _ h w ə ŋ
215	Rongpo	to think (reflect)	232	1415	1726	think	547398	s ɔ̃ c
216	Rongpo	to throw	233	1456	1687	throw	547160	nh a r
217	Rongpo	to walk	235	1443	1815	walk	547612	yũ
218	Rongpo	to walk	235	1443	1815	go	546540	d i
219	Rongpo	to wipe	236	1454	1163	wipe	547062	m i ʈ a:
220	Rongpo	to wipe	236	1454	1163	wipe	547388	s i g
221	Rongpo	today	237	1283	738	today	547520	th a n
222	Rongpo	tomorrow	238	1329	742	tomorrow	547178	o r o , _ o r ɔ
223	Rongpo	twenty	239	1710	816	twenty	546317	b i: s
224	Rongpo	two	240	1498	798	two	547164	nh i: s
225	Rongpo	we [first person plural inclusive]	241	1131	930	we (agentive form)	546767	i n j ə
226	Rongpo	wet	242	1726	1029	wet	547524	th i: d ə
227	Rongpo	what	243	1236	954	what	546944	kh ye
228	Rongpo	where	244	1237	955	where	546672	g u
229	Rongpo	white	245	1335	1006	white	547382	s i: d ə
230	Rongpo	who	246	1235	953	who (sg. agentive)	546705	gh o j ə
231	Rongpo	yellow	247	1424	1008	yellow	547029	lh e d ə
232	Rongpo	yesterday	248	1174	739	yesterday	547145	n ya: r
233	Rongpo	young	250	1207	1059	young	547455	ʃ ə r b a
