GLOSS	AMBIGUITY	COVERAGE	SOURCES
jar (earthen)		1	TBL
joint		1	TBL
joke / jest		1	TBL
joss stick / incense		1	TBL
kettle / pot		1	TBL
kettle / pot (generic term)		1	TBL
kettle / pot (glossy porcelain)		1	TBL
kid		1	TBL
kill (a person)		1	TBL
kill / slaughter (an animal)		1	TBL
king (chieftain (Mand. 'tu3si1'))		1	TBL
king (chieftain (Mand. 'tusi'))		1	TBL
king (emperor)		1	TBL
kite (black-eared) / hawk		1	TBL
knock / strike		1	TBL
know (to write)		1	TBL
kowtow		1	TBL
lad / chap (young)		1	TBL
ladle (bamboo)		1	TBL
ladle (gourd) / dipper (calabash)		1	TBL
ladle (gourd) / dipper (copper)		1	TBL
ladle (gourd) / dipper (wooden)		1	TBL
ladle (iron)		1	TBL
lamb		1	TBL
land / descend		1	TBL
land / descend (causative)		1	TBL
land / descend (simplex)		1	TBL
last year		1	TBL
laugh / smile		1	TBL
lax / fluffy / puffy		1	TBL
lax / loose / slack		1	TBL
lay (eggs)		1	TBL
lay (eggs)q		1	TBL
lead (the way) / guide		1	TBL
lead (the way) / guide (lit. 'lead head')		1	TBL
lead the way		1	TBL
leader in a (stockaded) village		1	TBL
leader in a (stockaded) village ('official')		1	TBL
leader in a (stockaded) village (Mand. 'tu3si1')		1	TBL
leader in a stockaded village		1	TBL
leak (iron pot)		1	TBL
leak (room)		1	TBL
leak (stone pot)		1	TBL
learning / knowledge		1	TBL
leave sthg. behind		1	TBL
leech (mountain, arid area)		1	TBL
leech (water)		1	TBL
left over, be / remain		1	TBL
lend (money)		1	TBL
lend (tools)		1	TBL
leopard / panther		1	TBL
let s.b. see / show		1	TBL
level / flat		1	TBL
lick / lap		1	TBL
lid / cover		1	TBL
life / livelihood		1	TBL
life span		1	TBL
lifetime		1	TBL
lift (the lid)		1	TBL
lift up / carry		1	TBL
light (a fire)		1	TBL
light (a light)		1	TBL
light (weight)		1	TBL
light / lamp		1	TBL
light / lamp (butter)		1	TBL
light / lamp (oil)		1	TBL
light / lamp (pine torch)		1	TBL
like (to eat)		1	TBL
like / love		1	TBL
line (of wheat)		1	TBL
line up		1	TBL
lion		1	TBL
liter		1	TBL
live / reside		1	TBL
live / reside (lit. 'be at')		1	TBL
live / reside (lit. 'sit')		1	TBL
livestock / animal (domestic)		1	TBL
living (adj.)		1	TBL
living (adj.) (animals)		1	TBL
living (adj.) (plants)		1	TBL
load (of firewood) on the back		1	TBL
load of cupped-hands		1	TBL
load on an animal's back		1	TBL
lock (the door)		1	TBL
look at and distinguish (characters)		1	TBL
look like / resemble		1	TBL
lose (a fight)		1	TBL
lose (a game) (gambling)		1	TBL
lose (sthg.)		1	TBL
lose / defeated		1	TBL
lose / mislay		1	TBL
loud		1	TBL
love / like		1	TBL
love / like (one's child)		1	TBL
low / short		1	TBL
low / short (person)		1	TBL
lower (the head)		1	TBL
lower half of the body		1	TBL
lower part of / lower reaches		1	TBL
lower part of / lower reaches (downstream)		1	TBL
lukewarm (water)		1	TBL
lunatic		1	TBL
m.o.w. borrowed from Eng. 'ounce' (=0.1 tael)		1	TBL
maggot (dung)		1	TBL
maggot (meat)		1	TBL
maize / corn		1	TBL
make (tea)		1	TBL
make / cause		1	TBL
make a row, racket		1	TBL
make a row, racket ('yell at each other')		1	TBL
make friends with		1	TBL
make friends with (sbj. = female)		1	TBL
make friends with (sbj. = male)		1	TBL
make way for / give way		1	TBL
man		1	TBL
manage / control		1	TBL
mane (horse)		1	TBL
manger		1	TBL
mare		1	TBL
mark / sign		1	TBL
mark / trace / track		1	TBL
marker (ink, carpenter's)		1	TBL
marry		1	TBL
marry (lit. 'drink liquor')		1	TBL
marry (lit. 'hold wedding ceremony')		1	TBL
marry (of a man)		1	TBL
marry (of a woman)		1	TBL
master		1	TBL
mat (for drying things in the sun)		1	TBL
mat (grass, straw)		1	TBL
mat (woven bamboo)		1	TBL
matter / affair		1	TBL
meal	clf,n	1	TBL
means / solution		1	TBL
measles		1	TBL
measure (length)		1	TBL
measure (with a grain measure (Ch. 'dou3')		1	TBL
measure (with the hands)		1	TBL
measure of weight (=0.1 tael)		1	TBL
measure of weight (=1 / 2 kilogram)		1	TBL
measure of weight (Tibetan 'big')		1	TBL
measure of weight (Tibetan 'small')		1	TBL
meat (lean)		1	TBL
meet / come across		1	TBL
melon / gourd		1	TBL
meow		1	TBL
merchant		1	TBL
mess up		1	TBL
messy, be / in chaos		1	TBL
middle of a month		1	TBL
midnight		1	TBL
mile (=0.5 kilometer)		1	TBL
mile (=0.5 kilometer) (borr. from Ch. 'gong1li3')		1	TBL
mile (=0.5 kilometer) (borr. from Eng. 'mile')		1	TBL
milk (cow's)		1	TBL
million		1	TBL
millstones		1	TBL
millstones (small mill)		1	TBL
mistake / error		1	TBL
mix (cause to)		1	TBL
mix (cause to) (cows, horses, etc.)		1	TBL
mix (cause to) (rice, bread, etc.)		1	TBL
mix (powder) with water		1	TBL
mix (powder) with water (stomp w / feet)		1	TBL
mix / blend / mingle		1	TBL
mix / blend / mingle (cows, horses, etc.)		1	TBL
mix / blend / mingle (rice, bread, etc.)		1	TBL
mole		1	TBL
money (lit 'paper money')		1	TBL
money (lit. 'conch shell')		1	TBL
money (lit. 'copper coin')		1	TBL
money (lit. 'paper money')		1	TBL
money (lit. 'silver')		1	TBL
monk		1	TBL
month's (work)		1	TBL
moo		1	TBL
moo ((female) cow)		1	TBL
moo (bull)		1	TBL
mortar (rice)		1	TBL
mortar (rice-hulling trip-hammer)		1	TBL
mortar (salt)		1	TBL
mortar (stone)		1	TBL
mortar (wooden)		1	TBL
mosquito (relatively large)		1	TBL
mosquito (relatively small)		1	TBL
mother (address)		1	TBL
mother (reference)		1	TBL
mouth (opening)		1	TBL
move (a stool)		1	TBL
move (house)		1	TBL
mow / cut (grass)		1	TBL
mucus (nasal)		1	TBL
muddle (the water)		1	TBL
muddy / turbid		1	TBL
multicolored / patterned (cloth)		1	TBL
muntjac / deer (barking)		1	TBL
muntjac / deer (barking) (blue-green)		1	TBL
muntjac / deer (barking) (yellow)		1	TBL
mushroom (white)		1	TBL
mushroom (yellow)		1	TBL
musk		1	TBL
mute (female)		1	TBL
mute (male)		1	TBL
myself		1	TBL
nail		1	TBL
nail / tack		1	TBL
near / close to		1	TBL
neck (back of, hindneck, nape)		1	TBL
necklace / necklet		1	TBL
necklace / necklet (chain)		1	TBL
necklace / necklet (female's)		1	TBL
necklace / necklet (male's)		1	TBL
neigh		1	TBL
nephew <brother's son>		1	TBL
nest (bird)		1	TBL
news / message		1	TBL
next year		1	TBL
night's (work)		1	TBL
night, at		1	TBL
night, at / evening, in the		1	TBL
nod		1	TBL
notify / inform		1	TBL
numb, be		1	TBL
numb, be (foot)		1	TBL
numb, be (hand)		1	TBL
numb, be (mouth)		1	TBL
nun (Buddhist)		1	TBL
nun (Buddhist) (female lama)		1	TBL
obstruct (cause to) / block		1	TBL
occur / happen		1	TBL
offer / dedicate		1	TBL
official (government)		1	TBL
oil (animal)		1	TBL
oil (animal) (cooked lard)		1	TBL
oil (animal) (flead; leaf fat; leaf lard)		1	TBL
oil (animal) (intestine)		1	TBL
oil (animal) (lard)		1	TBL
oil (vegetable)		1	TBL
old / elderly		1	TBL
old lady		1	TBL
old, be		1	TBL
on (the table)		1	TBL
on (the wall)		1	TBL
on the other side (of a riv		1	TBL
on top (of a mountain)		1	TBL
on top (of the roof)		1	TBL
one hundred and one		1	TBL
one hundred thousand		1	TBL
oneself		1	TBL
onion / scallion		1	TBL
open (a door)		1	TBL
open (an umbrella)		1	TBL
open (chest, trunk)		1	TBL
open (door, lock)		1	TBL
open (the mouth)		1	TBL
open up wasteland		1	TBL
other person(s)		1	TBL
other person(s) (lit. 'person home')		1	TBL
other persons		1	TBL
others (people)		1	TBL
others / miscellaneous		1	TBL
outside (distal)		1	TBL
outside (proximal)		1	TBL
over / above		1	TBL
overflow / spill		1	TBL
overgrown (plant)		1	TBL
overthrow / down with		1	TBL
overthrow / down with (traitors)		1	TBL
owe (money)		1	TBL
pad		1	TBL
pad / cushion		1	TBL
paddle / row		1	TBL
paddy field		1	TBL
paddy fields		1	TBL
page		1	TBL
pain / agony		1	TBL
pain / agony (emotional)		1	TBL
painting		1	TBL
pair (of rabbits)		1	TBL
pair (of shoes)		1	TBL
pal / partner		1	TBL
pal / partner (plural)		1	TBL
pal / partner (singular)		1	TBL
pants / trousers (female's)		1	TBL
pants / trousers (male's)		1	TBL
parcel / sack (of medicine)		1	TBL
parcel / sack (of presents)		1	TBL
parcel / sack (of things)		1	TBL
parcel / sack (of vegetables)		1	TBL
pare / peel with a knife		1	TBL
parrot		1	TBL
part / portion / share		1	TBL
part / portion / share (lit. 'share')		1	TBL
pass / go by		1	TBL
paste / stick / glue		1	TBL
patch (clothing)		1	TBL
patch (of ground / field)		1	TBL
patient		1	TBL
pave / lay		1	TBL
pea / bean		1	TBL
pear		1	TBL
pear (flat: Ch. 'bian3 li2')		1	TBL
pear (small yellow)		1	TBL
peasant		1	TBL
peck at (rice; of a chicken)		1	TBL
peel off (paint)		1	TBL
pen (chicken)		1	TBL
pen (writing instrument)		1	TBL
pen (writing instrument) (bamboo)		1	TBL
pen (writing instrument) (brush)		1	TBL
pen in (sheep)		1	TBL
pepper (hot) / chili		1	TBL
peppery		1	TBL
permit / allow		1	TBL
persimmon (big)		1	TBL
persimmon (dried)		1	TBL
persimmon (fresh)		1	TBL
persimmon (small)		1	TBL
person w / pockmarked face		1	TBL
person w / pockmarked face (as an insult)		1	TBL
pestle (big, wooden)		1	TBL
pestle (rice-hulling trip-hammer)		1	TBL
pestle (salt mortar)		1	TBL
pestle (small, stone)		1	TBL
pestle / pound		1	TBL
pheasant (long-tailed)		1	TBL
pheasant (short-tailed)		1	TBL
pick (fruit)		1	TBL
pick up (food with chopsticks)		1	TBL
pickle (vegetables)		1	TBL
piece of cloth w.s.f.c.a.t. (piece of its inside)		1	TBL
piece of cloth w.s.f.c.a.t. (piece of its outside)		1	TBL
piece of cloth with straps for carrying a toddler		1	TBL
pierce through		1	TBL
piglet		1	TBL
pigsty / pen (hog)		1	TBL
pile (of excrement)		1	TBL
pile / stack up		1	TBL
pile / stack up (books, quilts, etc.)		1	TBL
pile / stack up (firewood)		1	TBL
pillar / column		1	TBL
pinch (of a shoe)		1	TBL
pine (said by elderly)		1	TBL
pine (said by youth)		1	TBL
piss / pee		1	TBL
pit		1	TBL
pit / stone		1	TBL
pitiable / pitiful		1	TBL
placenta		1	TBL
plane (tool)		1	TBL
plank / board		1	TBL
plank / board (coffin)		1	TBL
plank / board (small)		1	TBL
plant (trees)		1	TBL
plant / raise (wheat)		1	TBL
plant / raise (wheat) (dibbling)		1	TBL
plant / raise (wheat) (scatter)		1	TBL
plant ash		1	TBL
plate / dish		1	TBL
play / amuse oneself		1	TBL
pleasant to the ears		1	TBL
plough / till		1	TBL
plow		1	TBL
plowshare		1	TBL
pluck (flowers)		1	TBL
point / tip		1	TBL
point at / to / out		1	TBL
poison / toxin		1	TBL
poke (a sign into earth) / insert		1	TBL
pole (carrying / shoulder)		1	TBL
polite / courteous		1	TBL
pony		1	TBL
poor (land)		1	TBL
poplar		1	TBL
pot / jar / tin		1	TBL
pot / jar / tin (big)		1	TBL
pot / jar / tin (copper)		1	TBL
pot / jar / tin (earthenware)		1	TBL
pot / jar / tin (water)		1	TBL
pound to pieces		1	TBL
pour or throw out (water)		1	TBL
pregnant, be		1	TBL
pregnant, be (person)		1	TBL
prepare / get ready / intend		1	TBL
present, the (time)		1	TBL
press (a tube of toothpaste)		1	TBL
press (with palm or finger)		1	TBL
press (with palm or finger) (a bell)		1	TBL
press / push down		1	TBL
pricked, be (on a thorn)		1	TBL
prize / pry		1	TBL
produce		1	TBL
promise / consent		1	TBL
prop up / support		1	TBL
protruding / raised		1	TBL
proverb / saying		1	TBL
puddle (of mud)		1	TBL
pull (a quilt) over (causative)		1	TBL
pull (a quilt) over oneself		1	TBL
pull (a quilt) over oneself (simplex)		1	TBL
pull / drag (a log)		1	TBL
pull / lead (a cow) along		1	TBL
pull / tug		1	TBL
pull down (a house)		1	TBL
pull up (weeds)		1	TBL
pulse (wrist)		1	TBL
pulse / beat		1	TBL
punch a hole / perforate		1	TBL
puncture (sthg.)		1	TBL
punish		1	TBL
push / shove		1	TBL
push / shove (people, cars)		1	TBL
put (soil) on		1	TBL
put in (salt)		1	TBL
put in order / arrange		1	TBL
put in order / arrange (things w / out legs)		1	TBL
put in order / arrange (things with legs)		1	TBL
put in order / tidy		1	TBL
put in order / tidy (crops)		1	TBL
put in order / tidy (things)		1	TBL
put into a container / pack		1	TBL
put on (another layer of cloth		1	TBL
put on (shoes)		1	TBL
put one's hand on (sthg.) for		1	TBL
put out to pasture		1	TBL
put out to pasture (cows)		1	TBL
put out to pasture (sheep)		1	TBL
put sthg. somewhere		1	TBL
puttee		1	TBL
quake (earth)		1	TBL
quick / fast		1	TBL
quick / fast (body movement)		1	TBL
quick / fast (speed)		1	TBL
rack (pack)		1	TBL
radish		1	TBL
raft		1	TBL
raft (bamboo)		1	TBL
rafter (of building)		1	TBL
raise (chickens)		1	TBL
raise (the hand)		1	TBL
raise (the tail)		1	TBL
rake (iron-toothed)		1	TBL
rake (the fields)		1	TBL
rake (wooden)		1	TBL
recall / recollect		1	TBL
recall / remember		1	TBL
recently / lately		1	TBL
recognize		1	TBL
recover, fully (from an illness)		1	TBL
reduce		1	TBL
refuse by making excuses		1	TBL
regret		1	TBL
rein in		1	TBL
reins		1	TBL
relatives		1	TBL
release / set free		1	TBL
rely / depend on		1	TBL
rely / lean on		1	TBL
repay		1	TBL
repay (a debt)		1	TBL
rescue / save		1	TBL
reserve (seeds)		1	TBL
resin / colophony		1	TBL
resin / colophony (of a qiang1 pine tree)		1	TBL
respective / individual / each		1	TBL
rest (from work)		1	TBL
rest (while on the road)		1	TBL
return (a pen)		1	TBL
return (future)		1	TBL
return (go back)		1	TBL
return (past)		1	TBL
return, cause to		1	TBL
reverse		1	TBL
reverse side		1	TBL
revive (vi.) (animals)		1	TBL
rice		1	TBL
rice (glutinous)		1	TBL
rice (unhusked)		1	TBL
riddle		1	TBL
ride (a horse)		1	TBL
right / obverse side		1	TBL
right / obverse side (lit. 'outside side')		1	TBL
ring in cow's nose used to lead it about		1	TBL
rinse (the mouth)		1	TBL
rinse / flush		1	TBL
rinse / flush ('sprinkle, splash')		1	TBL
ripe, be (corn, beans, etc.)		1	TBL
ripe, be (fruit)		1	TBL
ripe, be (melons, nuts, etc.)		1	TBL
ripe, be (paddies, etc.)		1	TBL
rise / go up		1	TBL
rise / stand up		1	TBL
river (big)		1	TBL
river (small)		1	TBL
roast (meat)		1	TBL
rob / loot		1	TBL
robber		1	TBL
rock		1	TBL
rock / sway		1	TBL
rod / stick		1	TBL
roll		1	TBL
roll (intransitive)		1	TBL
roll (of cloth)		1	TBL
roll (transitive)		1	TBL
roll up (cloth)		1	TBL
roll up (sleeve)		1	TBL
rope / string		1	TBL
rot		1	TBL
rough / coarse		1	TBL
row (of houses)		1	TBL
ruler (measure)		1	TBL
ruminate		1	TBL
ruminate (cow)		1	TBL
rust (copper)		1	TBL
rust (copper, silver)		1	TBL
rust (iron)	n,v	1	TBL
rust (lit. 'eat mud')		1	TBL
s.b.'s turn		1	TBL
safe and sound		1	TBL
saliva		1	TBL
satisfy (conditions, requireme		1	TBL
savory / appetizing		1	TBL
scald / burn (the hand)		1	TBL
scale		1	TBL
scar		1	TBL
scatter (seeds)		1	TBL
scissor		1	TBL
scissor (for cutting cloth)		1	TBL
scissor (paper)		1	TBL
scissor (wool, hair)		1	TBL
scoop up (water) / ladle out		1	TBL
scratch (an itch against sthg.)		1	TBL
scratch (an itch)		1	TBL
secret, keep		1	TBL
sect. of bamboo used as cont. (rice, salt, liquor)		1	TBL
sect. of bamboo used as cont. (to serve tea in)		1	TBL
section (of bamboo between two joints)		1	TBL
section (of road / journey)		1	TBL
section of bamboo used as container		1	TBL
section of bamboo used as container (for water)		1	TBL
see ( a doctor)		1	TBL
seed of Chinese prickly ash		1	TBL
seedling (rice)		1	TBL
seep into / permeate		1	TBL
send (a letter)		1	TBL
send / dispatch (a person)		1	TBL
sentence (of speech)		1	TBL
separate		1	TBL
separate (cause to)		1	TBL
separated accidentally and lose contact with, get		1	TBL
servant (female)		1	TBL
servant (hired)		1	TBL
servant (male)		1	TBL
servant (slave)		1	TBL
sesame		1	TBL
set on fire		1	TBL
sever (a rope)		1	TBL
several / few, a		1	TBL
several / few, a (people)		1	TBL
several / few, a (things)		1	TBL
severe / fierce / sharp		1	TBL
severe / fierce / sharp (potent liquor)		1	TBL
severe / fierce / sharp (temper)		1	TBL
sew (up)		1	TBL
shake (one's head)		1	TBL
shake / quake		1	TBL
shape / appearance		1	TBL
shave (hairs) / scrape		1	TBL
shave (the head)		1	TBL
sheath / scabbard		1	TBL
shed (chicken)		1	TBL
shed (cow) / fence (ox)		1	TBL
shed (tears)		1	TBL
sheep (general)		1	TBL
sheepfold / pen (sheep)		1	TBL
sheet (of hide)		1	TBL
sheet (of paper)		1	TBL
shell (melon seeds)		1	TBL
shell (peanuts)		1	TBL
shepherd boy		1	TBL
shingle		1	TBL
shiver / tremble		1	TBL
shiver / tremble (from cold)		1	TBL
shiver / tremble (from fear)		1	TBL
shoot (an arrow)		1	TBL
shot, have (the target)		1	TBL
shout / yell		1	TBL
shrivel up / wither		1	TBL
shrivelled / shrunken		1	TBL
shy, be / bashful		1	TBL
sieve / sift		1	TBL
sieve / sifter		1	TBL
sieve / sifter (coarse)		1	TBL
sieve / sifter (fine)		1	TBL
silk		1	TBL
silk thread		1	TBL
silkworm		1	TBL
sing (Han songs)		1	TBL
sing (own songs)		1	TBL
sister-in-law <elder brother's		1	TBL
sisters		1	TBL
sisters (reference by brothers)		1	TBL
sit down		1	TBL
skin (cattle)		1	TBL
skin (leather, hide)		1	TBL
skin (with hair)		1	TBL
skirt (male's)		1	TBL
slanting / leaning		1	TBL
sleepy, be		1	TBL
slippery (road)		1	TBL
slough off (of a snake)		1	TBL
slow (body movement)		1	TBL
slow (travel)		1	TBL
sly / cunning		1	TBL
smoke (a cigarette)		1	TBL
smoke (an opium cigarette)		1	TBL
smoke / fumigate		1	TBL
smoke / fumigate (with a cypress branch)		1	TBL
smooth / glossy / sleek		1	TBL
snap (a thread)		1	TBL
snap (thread)		1	TBL
snap / break (a stick)		1	TBL
snare / trap		1	TBL
snare / trap (cow hair rope)		1	TBL
snare / trap (for catching birds)		1	TBL
snare / trap (made of metal)		1	TBL
soak / steep		1	TBL
sober up		1	TBL
sock / stocking		1	TBL
soft / spongy / loose		1	TBL
soil / earth		1	TBL
solid		1	TBL
solid (of objects)		1	TBL
solid (of the body)		1	TBL
solidify / congeal		1	TBL
son (general term)		1	TBL
son (honorific)		1	TBL
son (intimate)		1	TBL
son-in-law (comes calling)		1	TBL
son-in-law (doesn't come calling)		1	TBL
song (antiphonal)		1	TBL
song (folk)		1	TBL
song (folk, sung in fields during or after work)		1	TBL
song and dance		1	TBL
sore / boil		1	TBL
soul / spirit (lit. 'ghost spirit')		1	TBL
sound		1	TBL
soup (vegetable)		1	TBL
soya bean		1	TBL
spacious / commodious		1	TBL
span (thumb to index finger)		1	TBL
span (thumb to middle finger)		1	TBL
sparrow hawk		1	TBL
speech / words		1	TBL
spin (into yarn)		1	TBL
spine / backbone		1	TBL
spirit (evil) / demon		1	TBL
spirit (evil) / demon (woman)		1	TBL
splash / sprinkle		1	TBL
split open / rend		1	TBL
split open / rend (earth, melon, etc.)		1	TBL
split open / rend (wooden things)		1	TBL
split up (bamboo pole)		1	TBL
split up (bamboo strips)		1	TBL
spout / burst forth		1	TBL
spring (season)		1	TBL
spring (season) (lit. 'second, third months')		1	TBL
sprinkle / spray		1	TBL
sprout / shoot		1	TBL
sputum		1	TBL
square (area unit for selling cloth)		1	TBL
square / rectangular		1	TBL
square / rectangular (lit. 'four corners')		1	TBL
square / rectangular (lit. 'four face four corner')		1	TBL
square / rectangular (lit. 'four sides')		1	TBL
square / rectangular (lit. 'four square body')		1	TBL
squeeze (for milk)		1	TBL
stable / fence (horse)		1	TBL
stallion		1	TBL
stamp (one's foot)		1	TBL
start / begin		1	TBL
start / drive (a car)		1	TBL
startle / disturb		1	TBL
startled, be / shy (of animals)		1	TBL
steam	n,v	1	TBL
steam (cold rice)		1	TBL
steamer (of bamboo, for food)		1	TBL
steamer (rice)		1	TBL
steel (for flint)		1	TBL
steelyard / scales		1	TBL
steelyard / scales (big)		1	TBL
steelyard / scales (small)		1	TBL
step / stride		1	TBL
step on / trample / stamp		1	TBL
step on / tread		1	TBL
stepfather		1	TBL
stepfather (older than birth father)		1	TBL
stepfather (younger than birth father)		1	TBL
stepmother		1	TBL
stepmother (older than birth mother)		1	TBL
stepmother (younger than birth mother)		1	TBL
stick down (an envelope)		1	TBL
stick into / stab		1	TBL
sticky / glutinous		1	TBL
sting (of wasps)		1	TBL
stingy		1	TBL
stinking / smelly		1	TBL
stir / budge		1	TBL
stir-fry (grain)		1	TBL
stirrup		1	TBL
stomach (cow, goat)		1	TBL
stomach (person)		1	TBL
stool / bench		1	TBL
stop / cease		1	TBL
story		1	TBL
story (of building)		1	TBL
stove (cooking) / range (kitchen)		1	TBL
straight (horizontal)		1	TBL
straight (vertical)		1	TBL
straw (rice)		1	TBL
straw (rice) (standing stalks)		1	TBL
straw (wheat)		1	TBL
street		1	TBL
strength (physical)		1	TBL
stretch out (the arm)		1	TBL
stretch out (the foot)		1	TBL
stretch out (the waist)		1	TBL
strike (the table)		1	TBL
string (of beads)		1	TBL
string (oxhide)		1	TBL
string (oxhide) (thick / coarse)		1	TBL
string (oxhide) (thin / fine)		1	TBL
strip off sticky things		1	TBL
stroke / touch		1	TBL
stupid (male)		1	TBL
stutterer		1	TBL
subside (of swelling)		1	TBL
sugar (brown)		1	TBL
sugar (honey)		1	TBL
suitable		1	TBL
sulphur		1	TBL
summer (lit. 'hot moon')		1	TBL
summer (lit. 'rainy season')		1	TBL
sunbathe		1	TBL
sunken / dented		1	TBL
support / raise		1	TBL
support s.b. with one's hand		1	TBL
support s.b. with one's hand (causative)		1	TBL
support s.b. with one's hand (simplex)		1	TBL
surname / name (family)		1	TBL
surname / name (family) (lit. 'house name')		1	TBL
surroundings		1	TBL
surroundings (of a room)		1	TBL
surroundings (of a village)		1	TBL
survive (plants)		1	TBL
sustain losses (in business)		1	TBL
swear / vow		1	TBL
swell (of tissue)		1	TBL
swing / sway		1	TBL
table (word used by elderly)		1	TBL
table (word used by younger people)		1	TBL
tadpole		1	TBL
tael (= .01 of Burmese jin1 (catty), =16.46g)		1	TBL
tael (=50 grams)		1	TBL
take (a breath)		1	TBL
take / hold / get		1	TBL
take off (clothes)		1	TBL
take out (from in between, a part from a whole)		1	TBL
taken hold of, have / gotten		1	TBL
tangerine		1	TBL
taste ('have a look')		1	TBL
taste / try the flavor of		1	TBL
tasteless / insipid		1	TBL
tasty / delicious		1	TBL
team (of oxen)		1	TBL
team (of oxen) (lit. 'pair', from Ch. 'shuang1')		1	TBL
team / line (of people (&animals))		1	TBL
tear up / rip		1	TBL
tears		1	TBL
tell (a story)		1	TBL
temper		1	TBL
ten cents		1	TBL
ten million		1	TBL
tender young (plant)		1	TBL
tendon / sinew		1	TBL
tense / tight / taut		1	TBL
testicle		1	TBL
that (over yonder)		1	TBL
that (way) / (like) that		1	TBL
that side / there		1	TBL
there are (people)		1	TBL
there are (trees on the mountain)		1	TBL
there is (water in the bowl)		1	TBL
there isn't / aren't		1	TBL
these		1	TBL
these (people)		1	TBL
these (things)		1	TBL
thick (porridge)		1	TBL
thigh (of animal)		1	TBL
thigh (of human)		1	TBL
thin (fabric)		1	TBL
thin (hair)		1	TBL
thin (in diameter) / fine / tiny		1	TBL
thin (in diameter) / fine / tiny (of a rope)		1	TBL
thin (in diameter) / fine / tiny (of roasted barley)		1	TBL
thin (in diameter) / fine / tiny (of texture)		1	TBL
thin out (seedlings)		1	TBL
thinner, get (body)		1	TBL
thinner, get (body) (livestock)		1	TBL
thinner, get (body) (people)		1	TBL
thirsty, be		1	TBL
this side / here		1	TBL
this year		1	TBL
thorn / splinter		1	TBL
those		1	TBL
those (people)		1	TBL
those (things)		1	TBL
thread (a needle)		1	TBL
thread (knitting wool)		1	TBL
three days ago		1	TBL
three days from now		1	TBL
thresh grain		1	TBL
thresh grain (lit. 'hit chain cangue')		1	TBL
threshold		1	TBL
throw / hurl		1	TBL
throw / toss		1	TBL
throw / toss (away from speaker)		1	TBL
throw / toss (towards speaker)		1	TBL
throw out (one's chest)		1	TBL
throw up / vomit		1	TBL
thus / this (way) / (like) this		1	TBL
tie (a cow) to		1	TBL
time / instance (of biting)		1	TBL
time / instance (of going somewhere)		1	TBL
time / instance (of hitting)		1	TBL
time / instance (of kicking)		1	TBL
tinder		1	TBL
tinea		1	TBL
tinea (erythrasma)		1	TBL
tinea alba		1	TBL
tinker (pans)		1	TBL
tired, be / fatigued		1	TBL
tomb		1	TBL
tomorrow night / evening		1	TBL
tongs (fire)		1	TBL
tool		1	TBL
topple / tear down (a wall)		1	TBL
torches (pine)		1	TBL
tortoise		1	TBL
tower / pagoda		1	TBL
tower / pagoda (big)		1	TBL
tower / pagoda (for spirit worship)		1	TBL
transplant (rice seedlings)		1	TBL
trap / pitfall		1	TBL
tray (wooden)		1	TBL
treasured object / treasure		1	TBL
trip-hammer for hulling rice		1	TBL
trip-hammer for hulling rice (stone)		1	TBL
trip-hammer for hulling rice (wooden)		1	TBL
trivet		1	TBL
true (words)		1	TBL
trunk		1	TBL
try / attempt		1	TBL
tube (bamboo) for blowing on a fire		1	TBL
tube (sheepskin pantsleg) for blowing on a fire		1	TBL
turn (a corner)		1	TBL
turn (cause to)		1	TBL
turn (round and round)		1	TBL
turn / hand over / consign		1	TBL
turn a mill / grindstone		1	TBL
turn around		1	TBL
turn inside out (clothing) or the reverse		1	TBL
turn one's head to the back		1	TBL
turn over (on bed)		1	TBL
turtledove		1	TBL
twist (a towel)		1	TBL
twist (hemp fibers) between the palms		1	TBL
ugly (bad)		1	TBL
ugly (looking)		1	TBL
umbrella		1	TBL
umbrella (lit. 'cloth hat')		1	TBL
uncle <father's elder brother>		1	TBL
uncle <father's elder brother> (address)		1	TBL
uncle <father's older sister's husba		1	TBL
uncle <father's sister's husba		1	TBL
uncle <father's sister's husba (= father's o. bro)		1	TBL
uncle <father's sister's husband>		1	TBL
uncle <father's younger brother>		1	TBL
uncle <father's younger sister's husba		1	TBL
uncle <mother's brother>		1	TBL
uncle <mother's older brother>		1	TBL
uncle <mother's older sister's husband>		1	TBL
uncle <mother's sister's husba (= as 'mom's br.')		1	TBL
uncle <mother's sister's husband>		1	TBL
uncle <mother's younger brother>		1	TBL
uncle <mother's younger sister's husband>		1	TBL
uncooked / raw		1	TBL
under (the sky)		1	TBL
under (the table)		1	TBL
understand / grasp		1	TBL
unit of dry measure for grain (=1 decaliter)		1	TBL
unit of dry measure for grain (lit. 'small liter')		1	TBL
unseam (clothing)		1	TBL
unseam (clothing) (causative)		1	TBL
unseam (clothing) (simplex)		1	TBL
untie / undo		1	TBL
upper half of the body		1	TBL
upper part of / upper reaches		1	TBL
upper part of / upper reaches (distal)		1	TBL
upper part of / upper reaches (headwaters)		1	TBL
upper part of / upper reaches (proximal)		1	TBL
upstairs		1	TBL
upstairs (second floor, where people live)		1	TBL
upwards		1	TBL
urge / hurry / speed up		1	TBL
urinate		1	TBL
use or lean on (a walking stic		1	TBL
used / old		1	TBL
used / old (of things)		1	TBL
uvula		1	TBL
vat / jar		1	TBL
vat / jar (copper)		1	TBL
vat / jar (pottery / earthenware)		1	TBL
vat / jar (stone)		1	TBL
