ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
872	474025	galat-	fall	v	SVB-GA	1973	Atong	
873	474026	galcha-	boast	v	SVB-GA	1973	Atong	
874	474027	galdai	star fruit, carambola, averrhoa carambola	n	SVB-GA	1973	Atong	
875	474028	galjak	catfish	n	SVB-GA	1973	Atong	
876	474029	galon	jerry can	n	SVB-GA	1973	Atong	
877	474030	gambiri	type of tree of which traditional drums called khem were made	n	SVB-GA	1973	Atong	
878	474031	gamchat-	valuable, to be important	be v.	SVB-GA	1973	Atong	
879	474032	gamchatga(ba)	value	n	SVB-GA	1973	Atong	
880	474033	gamsa	cloth	n	SVB-GA	1973	Atong	
881	474034	gamsili	type of tree of which traditional drums called khem were made	n	SVB-GA	1973	Atong	
882	474035	gan•thong	stick, handle (of knife etc.), stump (of a tree)	n	SVB-GA	1973	Atong	
883	474036	ganang	locative/existential verb, to exist, to be	v	SVB-GA	1973	Atong	
884	474037	gandalak	type of frog which says gagagagaga	n	SVB-GA	1973	Atong	
885	474038	gandi	log	n	SVB-GA	1973	Atong	
886	474039	gandurian	umbilical cord	n	SVB-GA	1973	Atong	
887	474040	gan◦dy◦rui	bellybutton, navel	n	SVB-GA	1973	Atong	
888	474041	gang-	erect, to have an erection, to have a hard on	be v.	SVB-GA	1973	Atong	
889	474042	ganggawa	mosquito	n	SVB-GA	1973	Atong	
890	474043	gangma	pimple	n	SVB-GA	1973	Atong	
891	474044	gangphu-	swell, to blow up (like a chapatti on the fire)	v	SVB-GA	1973	Atong	
892	474045	gangthai	fin (of fish)	n	SVB-GA	1973	Atong	
893	474046	gantai	type of beetle	n	SVB-GA	1973	Atong	
894	474047	ganthai	small brown whistling insect	n	SVB-GA	1973	Atong	
895	474048	gantheng	stalk	n	SVB-GA	1973	Atong	
896	474049	gantirengreng	type of beetle that makes a very loud and high pitched sound	n	SVB-GA	1973	Atong	
897	474050	gapsan	the same, together	adj2	SVB-GA	1973	Atong	
898	474051	garamak	storage rack	n	SVB-GA	1973	Atong	
899	474052	garan	jerky	n	SVB-GA	1973	Atong	
900	474053	gari	vehicle, car	n	SVB-GA	1973	Atong	
901	474054	Garo	Garo (person and language)	n	SVB-GA	1973	Atong	
902	474055	garu	mustard	n	SVB-GA	1973	Atong	
903	474056	gasam	afternoon, evening, later part of the day	n	SVB-GA	1973	Atong	
904	474057	gasam-	be evening	vØ	SVB-GA	1973	Atong	
905	474058	gasam gasam	sometimes, seldom	adv	SVB-GA	1973	Atong	
906	474059	gasamphang	afternoon, evening, later part of the day	n	SVB-GA	1973	Atong	
907	474060	-gat	V up onto, to start V-ing	evsp	SVB-GA	1973	Atong	
908	474061	gat-	dig	v	SVB-GA	1973	Atong	
909	474062	gat-	put in/on, to load into/onto	v	SVB-GA	1973	Atong	
910	474063	gat◦dap-	stack, to put on top	v	SVB-GA	1973	Atong	
911	474064	gatha	fool, crazy person (masculine)	n	SVB-GA	1973	Atong	
912	474065	gathi	fool, crazy person (feminine)	n	SVB-GA	1973	Atong	
913	474066	gawak	disease	n	SVB-GA	1973	Atong	
914	474067	gawang	spider	n	SVB-GA	1973	Atong	
915	474068	gawang◦syryng	spider web	n	SVB-GA	1973	Atong	
916	474069	gawasu	rib	n	SVB-GA	1973	Atong	
917	474070	gawi	female, girl (unmarried)	n	SVB-GA	1973	Atong	
918	474071	gawigaba	wife	n	SVB-GA	1973	Atong	
919	474072	gawsu	rib	n	SVB-GA	1973	Atong	
920	474073	ge•theng	he/she, third person singular pronoun referring to animates	ppron	SVB-GA	1973	Atong	
921	474074	ge•thengtheng	they, third person plural pronoun referring to animates	ppron	SVB-GA	1973	Atong	
922	474075	gebeng	width, breadth	n	SVB-GA	1973	Atong	
923	474076	geng	classifier for long vegetables	clf	SVB-GA	1973	Atong	
924	474077	genji	tank top	n	SVB-GA	1973	Atong	
925	474078	ger	gear	n	SVB-GA	1973	Atong	
926	474079	gesep	space, interval	n	SVB-GA	1973	Atong	
927	474080	giching	aslant, slant, diagonal	adj2	SVB-GA	1973	Atong	
928	474081	ginggang	having, with	adj2	SVB-GA	1973	Atong	
929	474082	gisep	space, interval	n	SVB-GA	1973	Atong	
930	474083	gisep gisep	from time to time	adv	SVB-GA	1973	Atong	
931	474084	git	music, music with lyrics, a song	n	SVB-GA	1973	Atong	
932	474085	githing	unripe, uncooked, raw	adj2	SVB-GA	1973	Atong	
933	474086	githyng	unripe, uncooked, raw	adj2	SVB-GA	1973	Atong	
934	474087	gobormen	government	n	SVB-GA	1973	Atong	
935	474088	godot-	bump	v	SVB-GA	1973	Atong	
936	474089	gogak	beetle	n	SVB-GA	1973	Atong	
937	474090	gogat-	carry on the shoulders	v	SVB-GA	1973	Atong	
938	474091	gogylek	cock, rooster, cockerel	n	SVB-GA	1973	Atong	
939	474092	goi	betel nut, areca nut (Areca catechu)	n	SVB-GA	1973	Atong	
940	474093	goi•	non-specific classifier	clf	SVB-GA	1973	Atong	
941	474094	goichara	betel nut sapling	n	SVB-GA	1973	Atong	
942	474095	goilapan	betel nut and paan/pan	n	SVB-GA	1973	Atong	
943	474096	Goira	god of thunder	n	SVB-GA	1973	Atong	
944	474097	gol	goal	n	SVB-GA	1973	Atong	
945	474098	gool	goal	n	SVB-GA	1973	Atong	
946	474099	golap	rose	n	SVB-GA	1973	Atong	
947	474100	golmal	fight, a quarrel, chaos	n	SVB-GA	1973	Atong	
948	474101	gormal	fight, a quarrel, chaos	n	SVB-GA	1973	Atong	
949	474102	golmen	government	n	SVB-GA	1973	Atong	
950	474103	golpho	story	n	SVB-GA	1973	Atong	
951	474104	golpho-	talk extensively	v	SVB-GA	1973	Atong	
952	474105	gom	wheat	n	SVB-GA	1973	Atong	
953	474106	gom-	bend	v	SVB-GA	1973	Atong	
954	474107	gomagundai	thick type of banana	n	SVB-GA	1973	Atong	
955	474108	gompyra	poisonous black ant	n	SVB-GA	1973	Atong	
956	474109	gomynda	pumpkin	n	SVB-GA	1973	Atong	
957	474110	gomynthyri	type of vegetable	n	SVB-GA	1973	Atong	
958	474111	gondu	rhinoceros, rhino	n	SVB-GA	1973	Atong	
959	474112	gong•-	willing, to agree	be v.	SVB-GA	1973	Atong	
960	474113	gongchit	type of black beetle	n	SVB-GA	1973	Atong	
961	474114	gongdang	bent	adj2	SVB-GA	1973	Atong	
962	474115	gonggong-	bend over	v	SVB-GA	1973	Atong	
963	474116	gop-	bury, to hide	v	SVB-GA	1973	Atong	
964	474117	gopram	grave	n	SVB-GA	1973	Atong	
965	474118	gora	large earthen pot in which rice liquor (chyw) is made	n	SVB-GA	1973	Atong	
966	474119	gorai	horse	n	SVB-GA	1973	Atong	
967	474120	gore	horse	n	SVB-GA	1973	Atong	
968	474121	gorial	crocodile	n	SVB-GA	1973	Atong	
969	474122	gorong-	meet	v	SVB-GA	1973	Atong	
970	474123	-gorop	V with a whole group, V together	evsp	SVB-GA	1973	Atong	
971	474124	gorothop	type of small leafy green	n	SVB-GA	1973	Atong	
972	474125	grem	gram, gr.	clf	SVB-GA	1973	Atong	
973	474126	gremyr	grammar	n	SVB-GA	1973	Atong	
974	474127	guchung	ladder	n	SVB-GA	1973	Atong	
975	474128	guduk-	wiggle, to be unstable, to wobble, to move (unstably)	v	SVB-GA	1973	Atong	
976	474129	gugyreng	type of grasshopper	n	SVB-GA	1973	Atong	
977	474130	gukchepchep	grasshopper	n	SVB-GA	1973	Atong	
978	474131	gukmadym	grasshopper	n	SVB-GA	1973	Atong	
979	474132	gulgulgalgal	growling noise that the stomach makes	onom	SVB-GA	1973	Atong	
980	474133	gumi	brother-in-law: elder sister's husband or husband's elder brother	n	SVB-GA	1973	Atong	
981	474134	gumuk	all, whole, everybody, everyone, everything	n	SVB-GA	1973	Atong	
982	474135	-gumuk	all, whole	encl.phr	SVB-GA	1973	Atong	
983	474136	gumuksangan	everywhere	adv	SVB-GA	1973	Atong	
984	474137	gumuksang(an)	everywhere	prof	SVB-GA	1973	Atong	
985	474138	gun montyro man•ga(ba)	person who can control the spirits	n	SVB-GA	1973	Atong	
986	474139	gunda	brawler, fighter	n	SVB-GA	1973	Atong	
987	474140	guri	mist, fog	n	SVB-GA	1973	Atong	
988	474141	guruchup-	shrouded in clouds	be v.	SVB-GA	1973	Atong	
989	474142	gurum-	collapse, to break off and fall down	v	SVB-GA	1973	Atong	
990	474143	gusu-	cough	v	SVB-GA	1973	Atong	
991	474144	gusum-	spoiled (only used with meals)	v	SVB-GA	1973	Atong	
992	474145	guthini	spear	n	SVB-GA	1973	Atong	
993	474146	guthini	bamboo spear which is part of an elephant trap	n	SVB-GA	1973	Atong	
994	474147	guthyni	walking stick	n	SVB-GA	1973	Atong	
995	474148	gutum	village	n	SVB-GA	1973	Atong	
996	474149	guwang	spider	n	SVB-GA	1973	Atong	
997	474150	gycheng	side, near	n	SVB-GA	1973	Atong	
998	474151	gyching	vicinity, angle, inclination	n	SVB-GA	1973	Atong	
999	474152	gyching	aslant, slant, diagonal	adj 2	SVB-GA	1973	Atong	
1000	474153	gyl-	strong	adj1	SVB-GA	1973	Atong	
1001	474154	gyl-	collect, to gather	v	SVB-GA	1973	Atong	
1002	474155	gylas	glass or its volume, glassful	n	SVB-GA	1973	Atong	
1003	474156	gilas	glass or its volume, glassful	n	SVB-GA	1973	Atong	
1004	474157	gylgyl-	roam	v	SVB-GA	1973	Atong	
1005	474158	gylja	church	n	SVB-GA	1973	Atong	
1006	474159	gylja◦nok	church	n	SVB-GA	1973	Atong	
1007	474160	gymyn	cause, reason, because of, about	postp	SVB-GA	1973	Atong	
1008	474161	gynching	aslant, slant, diagonal	adj2	SVB-GA	1973	Atong	
1009	474162	gyp	hitting sound: thunk!, tap!, bam!	onom	SVB-GA	1973	Atong	
1010	474163	gyryp-	cover	v	SVB-GA	1973	Atong	
1011	474164	gyryw-	shake (an object that you can pick up, a non-fixed object)	v	SVB-GA	1973	Atong	
1012	474165	gysep	space, interval	n	SVB-GA	1973	Atong	
1013	474166	gysep gysep	from time to time	adv	SVB-GA	1973	Atong	
1014	474167	gythyng	unripe, uncooked, raw	adj2	SVB-GA	1973	Atong	
1015	474168	gythym	village	n	SVB-GA	1973	Atong	
1016	474169	gytum	village	n	SVB-GA	1973	Atong	
1017	474170	gytym	village	n	SVB-GA	1973	Atong	
1018	474171	ha•	soil, earth	n	SVB-GA	1973	Atong	
1019	474172	ha•	Take this! Take this from me.	procl	SVB-GA	1973	Atong	
1020	474173	ha• haw•-	cut/clear the land to make a ha•ba	v	SVB-GA	1973	Atong	
1021	474174	ha• kam-	clear the field, to cut the jungle to make a field, to tear out weeds	v	SVB-GA	1973	Atong	
1022	474175	ha•ba	dry rice and vegetable field on the slope of a hill made by cutting away and burning the jungle	n	SVB-GA	1973	Atong	
1023	474176	ha•bacheng-	start, to begin	vB	SVB-GA	1973	Atong	
1024	474177	ha•bachenggaba	beginning	n	SVB-GA	1973	Atong	
1025	474178	ha•ba◦nok	rice field house	n	SVB-GA	1973	Atong	
1026	474179	ha•bykung	sand	n	SVB-GA	1973	Atong	
1027	474180	ha•byreng	old ha•ba	n	SVB-GA	1973	Atong	
1028	474181	ha•byri	hill, mountain	n	SVB-GA	1973	Atong	
1029	474182	ha•chak	wages	n	SVB-GA	1973	Atong	
1030	474183	ha•chepchep	grasshopper	n	SVB-GA	1973	Atong	
1031	474184	Ha•chyk	Garo (person and language)	n	SVB-GA	1973	Atong	
1032	474185	ha•dawak	lower side of a hill, low ground	n	SVB-GA	1973	Atong	
1033	474186	ha•gun	old plot of land in a ha•ba	n	SVB-GA	1973	Atong	
1034	474187	ha•gyrsak	interjection of astonishment	interj	SVB-GA	1973	Atong	
1035	474188	ha•gylsak	interjection of astonishment	interj	SVB-GA	1973	Atong	
1036	474189	ha•gyrsak	everything, all, world	n	SVB-GA	1973	Atong	
1037	474190	ha•gylsak	everything, all, world	n	SVB-GA	1973	Atong	
1038	474191	ha•jagyra	first weeding of the ha•ba	n	SVB-GA	1973	Atong	
1039	474192	ha•ka	upper side of a hill, high ground	n	SVB-GA	1973	Atong	
1040	474193	ha•kha	mountain slope, a steep slope	n	SVB-GA	1973	Atong	
1041	474194	ha•kha-	very tight	v	SVB-GA	1973	Atong	
1042	474195	ha•khong	valley	n	SVB-GA	1973	Atong	
1043	474196	ha•khung	river bank	n	SVB-GA	1973	Atong	
1044	474197	ha•khyng	area	n	SVB-GA	1973	Atong	
1045	474198	ha•mai	type of white earthworm	n	SVB-GA	1973	Atong	
1046	474199	ha•◦mang	soil, earth, clay	n	SVB-GA	1973	Atong	
1047	474200	ha•mangkyrang	scorpion	n	SVB-GA	1973	Atong	
1048	474201	ha•mangrong	brown	adj2	SVB-GA	1973	Atong	
1049	474202	ha•mat	troublesome	adv	SVB-GA	1973	Atong	
1050	474203	ha•pal	outside	n	SVB-GA	1973	Atong	
1051	474204	ha•phal	field	n	SVB-GA	1973	Atong	
1052	474205	ha•rongrong	lower side of a hill, low ground	n	SVB-GA	1973	Atong	
1053	474206	ha•ryn	plot of land, parcel	n	SVB-GA	1973	Atong	
1054	474207	ha•saw	type of black snake with red neck and head	n	SVB-GA	1973	Atong	
1055	474208	ha•sel	for no reason, uselessly, troublesome	adv	SVB-GA	1973	Atong	
1056	474209	ha•song	country, village and surrounding lands	n	SVB-GA	1973	Atong	
1057	474210	ha•thywkong	puddle	n	SVB-GA	1973	Atong	
1058	474211	ha•tykylok	puddle	n	SVB-GA	1973	Atong	
1059	474212	ha•wai	plain area	n	SVB-GA	1973	Atong	
1060	474213	hachi-	sneeze	v	SVB-GA	1973	Atong	
1061	474214	hai	Let's go! Come on!	procl	SVB-GA	1973	Atong	
1062	474215	hai•	the, this, that (thing or person just mentioned)	determiner	SVB-GA	1973	Atong	
1063	474216	hai•-	general verb, to do whatever, to happen, to do this/that, such and such happens, it is like…	v	SVB-GA	1973	Atong	
1064	474217	hai•e	determiner/general noun, Let me see…; uh…; whatchamacallit	determiner	SVB-GA	1973	Atong	
1065	474218	hai•-	determiner/general noun, Let me see…; uh…; whatchamacallit	determiner	SVB-GA	1973	Atong	
1066	474219	haida	I don't know.	procl	SVB-GA	1973	Atong	
1067	474220	hajal	thousand	num	SVB-GA	1973	Atong	
1068	474221	hajar	thousand	num	SVB-GA	1973	Atong	
1069	474222	ha◦jam-	yawn	v	SVB-GA	1973	Atong	
1070	474223	hal-	feed	v	SVB-GA	1973	Atong	
1071	474224	hala kha•-	wake someone up, to disturb someone	v	SVB-GA	1973	Atong	
1072	474225	haldun-	feed, to maintain	v	SVB-GA	1973	Atong	
1073	474226	(h)alsia	lazy person	n	SVB-GA	1973	Atong	
1074	474227	ham-	build, to construct	v	SVB-GA	1973	Atong	
1075	474228	hama	underneath, below, space between the floor or the base of something and the ground	n	SVB-GA	1973	Atong	
1076	474229	hambun	later (but not today), in the future	tw	SVB-GA	1973	Atong	
1077	474230	hampyi	in the late afternoon, in the evening	tw	SVB-GA	1973	Atong	
1078	474231	han•cheng	sand	n	SVB-GA	1973	Atong	
1079	474232	han•tung-	a dangerous place	adj1	SVB-GA	1973	Atong	
1080	474233	han•tung-	feel secure, to feel safe	v	SVB-GA	1973	Atong	
1081	474234	hanep	tomorrow	n	SVB-GA	1973	Atong	
1082	474235	hang-	warm your hands by the fire	v	SVB-GA	1973	Atong	
1083	474236	hang•◦khal	cave, hole	n	SVB-GA	1973	Atong	
1084	474237	hangkhyn	small insect that lives inside wood and eats it	n	SVB-GA	1973	Atong	
1085	474238	hangkyn	type of ant	n	SVB-GA	1973	Atong	
1086	474239	hangkyn raja	type of ant	n	SVB-GA	1973	Atong	
1087	474240	hanseng-	happy, joyful	adj1	SVB-GA	1973	Atong	
1088	474241	hansenga	beautiful	adj2	SVB-GA	1973	Atong	
1089	474242	hansinga	beautiful	adj2	SVB-GA	1973	Atong	
1090	474243	hanthi-	divide, to share	v	SVB-GA	1973	Atong	
1091	474244	hap	place	n	SVB-GA	1973	Atong	
1092	474245	hap	half	n	SVB-GA	1973	Atong	
1093	474246	haphu-	blow	v	SVB-GA	1973	Atong	
1094	474247	hapjyt-	move house	v	SVB-GA	1973	Atong	
1095	474248	happen	short pants, shorts	n	SVB-GA	1973	Atong	
1096	474249	hapsan	the same, together	adj2	SVB-GA	1973	Atong	
1097	474250	hat-	fuck	v	SVB-GA	1973	Atong	
1098	474251	haw•	uncle: mother's brother	n	SVB-GA	1973	Atong	
1099	474252	haw•-	clear/cut the jungle to make a rice field	v	SVB-GA	1973	Atong	
1100	474253	haw•nokhol	father-in-law, addressed as mama	n	SVB-GA	1973	Atong	
1101	474254	hawchi	over there, yonder	dem	SVB-GA	1973	Atong	
1102	474255	hawe	that over there, very far, non-visual demonstrative	dem	SVB-GA	1973	Atong	
1103	474256	haw-	that over there, very far, non-visual demonstrative	dem	SVB-GA	1973	Atong	
1104	474257	hawtyi	for some time	adv	SVB-GA	1973	Atong	
1105	474258	heng•-	widely spaced, sparse	v	SVB-GA	1973	Atong	
1106	474259	henraiting	handwriting	n	SVB-GA	1973	Atong	
1107	474260	het-	clean an orifice or hole	v	SVB-GA	1973	Atong	
1108	474261	hijra	gay person, homosexual	n	SVB-GA	1973	Atong	
1109	474262	hil	heel (of a shoe)	n	SVB-GA	1973	Atong	
1110	474263	hira	diamond	n	SVB-GA	1973	Atong	
1111	474264	hit-	command	v	SVB-GA	1973	Atong	
1112	474265	(h)m•m	no	procl	SVB-GA	1973	Atong	
1113	474266	ho-	jump	v	SVB-GA	1973	Atong	
1114	474267	ho•ong	yes	procl	SVB-GA	1973	Atong	
1115	474268	hogol	snoring	n	SVB-GA	1973	Atong	
1116	474269	hojokjok-	jump up and down	v	SVB-GA	1973	Atong	
1117	474270	hok-	call loudly	v	SVB-GA	1973	Atong	
1118	474271	Holen	Holland, Dutch	n	SVB-GA	1973	Atong	
1119	474272	hongkhot-	come out	v	SVB-GA	1973	Atong	
1120	474273	hongkot-	come out, to ejaculate, to cum	v	SVB-GA	1973	Atong	
1121	474274	hot-	extract	v	SVB-GA	1973	Atong	
1122	474275	hu•raw	gibbon	n	SVB-GA	1973	Atong	
1123	474276	huk-	sweep together	v	SVB-GA	1973	Atong	
1124	474277	huksetga(ba)	dustpan	n	SVB-GA	1973	Atong	
1125	474278	hung-	swim	v	SVB-GA	1973	Atong	
1126	474279	hup-	suck	v	SVB-GA	1973	Atong	
1127	474280	huraw	gibbon, Hylobates hoolock	n	SVB-GA	1973	Atong	
1128	474281	husyring	rabbit	n	SVB-GA	1973	Atong	
1129	474282	hy•	no	interj	SVB-GA	1973	Atong	
1130	474283	hyiawchi	over there, yonder	dem	SVB-GA	1973	Atong	
1131	474284	hyiawe	that over there, very far, emphatic non-visual demonstrative	dem	SVB-GA	1973	Atong	
1132	474285	hyiaw-	that over there, very far, emphatic non-visual demonstrative	dem	SVB-GA	1973	Atong	
1133	474286	hyn•-	give	v	SVB-GA	1973	Atong	
1134	474287	hyt	interjection to chase a person or animal away, interjection of anger	interj	SVB-GA	1973	Atong	
1135	474288	ie	this, proximal demonstrative	dem	SVB-GA	1973	Atong	
1136	474289	i-	this, proximal demonstrative	dem	SVB-GA	1973	Atong	
1137	474290	ilektrisiti	electricity	n	SVB-GA	1973	Atong	
1138	474291	inchi	width of the upper joint of the thumb, i.e. the joint under the nail	clf	SVB-GA	1973	Atong	
1139	474292	India	India	n	SVB-GA	1973	Atong	
1140	474293	inggeech	engagement	n	SVB-GA	1973	Atong	
1141	474294	Inggylan	England	n	SVB-GA	1973	Atong	
1142	474295	Inggylis	English	n	SVB-GA	1973	Atong	
1143	474296	ingkal	handkerchief	n	SVB-GA	1973	Atong	
1144	474297	insuren	insurance	n	SVB-GA	1973	Atong	
1145	474298	isor	God	n	SVB-GA	1973	Atong	
1146	474299	isol	God	n	SVB-GA	1973	Atong	
1147	474300	isykyn	this much, this many	adv	SVB-GA	1973	Atong	
1148	474301	ita	brick	n	SVB-GA	1973	Atong	
1149	474302	itha	brick	n	SVB-GA	1973	Atong	
1150	474303	itihas	history	n	SVB-GA	1973	Atong	
1151	474304	ja	interjection to chase a cow away	interj	SVB-GA	1973	Atong	
1152	474305	ja	month, moon	n	SVB-GA	1973	Atong	
1153	474306	ja•bek	curry	n	SVB-GA	1973	Atong	
1154	474307	ja•chung	1. (Siju and Badri dialects) the relation of a man and his wife's elder sister, or of a woman and her younger sister's husband, 2. (Badri dialect) sister-in-law: elder sisters of one's wife	n	SVB-GA	1973	Atong	
1155	474308	ja•ga	trap	n	SVB-GA	1973	Atong	
1156	474309	ja•garu	type of vegetable	n	SVB-GA	1973	Atong	
1157	474310	ja•jol	person with long legs	n	SVB-GA	1973	Atong	
1158	474311	ja•gol	person with long legs	n	SVB-GA	1973	Atong	
1159	474312	ja•khop	shoe	n	SVB-GA	1973	Atong	
1160	474313	ja•naw	elder sister	n	SVB-GA	1973	Atong	
1161	474314	ja•phang	foot of a tree	n	SVB-GA	1973	Atong	
1162	474315	ja•raw-	for a long time	adj1	SVB-GA	1973	Atong	
1163	474316	ja•ryt	chilli pepper	n	SVB-GA	1973	Atong	
1164	474317	jaboldam	garbage heap	n	SVB-GA	1973	Atong	
1165	474318	jabyra	fool, crazy person	n	SVB-GA	1973	Atong	
1166	474319	jada	stupid person, idiot	n	SVB-GA	1973	Atong	
1167	474320	jadu	magic	n	SVB-GA	1973	Atong	
1168	474321	jagydok	biceps, strength	n	SVB-GA	1973	Atong	
1169	474322	jagyra	right, right hand, right hand side	n	SVB-GA	1973	Atong	
1170	474323	jagyryng	shadow cast by a person	n	SVB-GA	1973	Atong	
1171	474324	jagysi	left, left hand, left hand side	n	SVB-GA	1973	Atong	
1172	474325	jahas	ship	n	SVB-GA	1973	Atong	
1173	474326	jai-	scold someone	v	SVB-GA	1973	Atong	
1174	474327	jai•-	oppose, to refuse	v	SVB-GA	1973	Atong	
1175	474328	ja◦jong	moon	n	SVB-GA	1973	Atong	
1176	474329	jajyreng	confusion	n	SVB-GA	1973	Atong	
1177	474330	jajyreng-	worry	vdat	SVB-GA	1973	Atong	
1178	474331	jakhal-	use	v	SVB-GA	1973	Atong	
1179	474332	jakhalthaw-	very useful	adj1	SVB-GA	1973	Atong	
1180	474333	jakhep	quantity contained in the closed palm	clf	SVB-GA	1973	Atong	
1181	474334	jaksithem	ring	n	SVB-GA	1973	Atong	
1182	474335	jakun	second weeding of the ha•ba	n	SVB-GA	1973	Atong	
1183	474336	jal-	run away	v	SVB-GA	1973	Atong	
1184	474337	jaljeng	cupboard	n	SVB-GA	1973	Atong	
1185	474338	jalphakang-	run from one side to the other	v	SVB-GA	1973	Atong	
1186	474339	jam-	complete, to finish	vphase	SVB-GA	1973	Atong	
1187	474340	jama	shirt	n	SVB-GA	1973	Atong	
1188	474341	jamang-	set (of the sun)	v	SVB-GA	1973	Atong	
1189	474342	jamkhamwa	last one	n	SVB-GA	1973	Atong	
1190	474343	jamura	pomelo	n	SVB-GA	1973	Atong	
1191	474344	jan•-	far	adj1	SVB-GA	1973	Atong	
1192	474345	jang-	quick	adj1	SVB-GA	1973	Atong	
1193	474346	jang•jot	biconcave, curved on both sides like the inner surface of a sphere, narrow in the middle	adj2	SVB-GA	1973	Atong	
1194	474347	janggal	everybody, everything, all, all of them, all of it	n	SVB-GA	1973	Atong	
1195	474348	janggi	life	n	SVB-GA	1973	Atong	
1196	474349	janggi khenwa	life	n khjyks	SVB-GA	1973	Atong	
1197	474350	janira	mirror	n	SVB-GA	1973	Atong	
1198	474351	jantg•-	quick	be v.	SVB-GA	1973	Atong	
1199	474352	janti	filter for rice beer	n	SVB-GA	1973	Atong	
1200	474353	januari	January	n	SVB-GA	1973	Atong	
1201	474354	jap	trap to drive away enemies (a pile of rocks stacked on a hill behind a plank)	n	SVB-GA	1973	Atong	
1202	474355	jap-	pile up	v	SVB-GA	1973	Atong	
1203	474356	japang	tree trunk	n	SVB-GA	1973	Atong	
1204	474357	japrukruk	one on top of the other, in a pile	adv	SVB-GA	1973	Atong	
1205	474358	ja◦rambong	full moon	n	SVB-GA	1973	Atong	
1206	474359	jari-	startled	be v.	SVB-GA	1973	Atong	
1207	474360	jasa-	wake up, to get up, to get out of bed	v	SVB-GA	1973	Atong	
1208	474361	jaseng•-	shine	v	SVB-GA	1973	Atong	
1209	474362	jat	tribe, race	n	SVB-GA	1973	Atong	
1210	474363	jatha	spear	n	SVB-GA	1973	Atong	
1211	474364	jatram	type of medicinal plant	n	SVB-GA	1973	Atong	
1212	474365	jaw•-	fry	v	SVB-GA	1973	Atong	
1213	474366	je	any, whichever, whatever	prof	SVB-GA	1973	Atong	
1214	474367	jechiba	anywhere	prof	SVB-GA	1973	Atong	
1215	474368	jekhai	for example, for instance, as	adv	SVB-GA	1973	Atong	
1216	474369	jel-	increase, to multiply, to be numerous	v	SVB-GA	1973	Atong	
1217	474370	jenetene	somehow	adv	SVB-GA	1973	Atong	
1218	474371	jenetne	somehow	adv	SVB-GA	1973	Atong	
1219	474372	jeng	plant of which brooms are made	n	SVB-GA	1973	Atong	
1220	474373	jero	zero	num	SVB-GA	1973	Atong	
1221	474374	jesangba	wherever, somewhere	prof	SVB-GA	1973	Atong	
1222	474375	jesykyn	however much	prof	SVB-GA	1973	Atong	
1223	474376	jineral	general		SVB-GA	1973	Atong	
1224	474377	jingjong-	wiggly, unstable	adj1	SVB-GA	1973	Atong	
1225	474378	jingonget-	shake	v	SVB-GA	1973	Atong	
1226	474379	jinka	type of vegetable	n	SVB-GA	1973	Atong	
1227	474380	jinma	group, herd	n	SVB-GA	1973	Atong	
1228	474381	jit-	move	v	SVB-GA	1973	Atong	
1229	474382	joba	Chinese rose	n	SVB-GA	1973	Atong	
1230	474383	joi•-	drag, to catch (by dragging a net through the water)	v	SVB-GA	1973	Atong	
1231	474384	jojong	younger brother	n	SVB-GA	1973	Atong	
1232	474385	jok-	escape, to be freed, to come out, to leak out, to jump because something startled you	v	SVB-GA	1973	Atong	
1233	474386	jokal	comic strip, cartoon, anime; a character from one of these categories	n	SVB-GA	1973	Atong	
1234	474387	-jokjok	V up and down	evsp	SVB-GA	1973	Atong	
1235	474388	jokset-	drain	v	SVB-GA	1973	Atong	
1236	474389	jol-	roll up	v	SVB-GA	1973	Atong	
1237	474390	-joljol	V quickly	evsp	SVB-GA	1973	Atong	
1238	474391	jolpi	bamboo fish trap	n	SVB-GA	1973	Atong	
1239	474392	jom•-	sneak, to sneak up on somebody	v	SVB-GA	1973	Atong	
1240	474393	jomphol	hoist, crow bar, pry bar	n	SVB-GA	1973	Atong	
1241	474394	jong	younger brother	n	SVB-GA	1973	Atong	
1242	474395	jongsyri	brother-in-law: spouse's younger brother	n	SVB-GA	1973	Atong	
1243	474396	jonja	twin	n	SVB-GA	1973	Atong	
1244	474397	jonong-	dissolve	v	SVB-GA	1973	Atong	
1245	474398	jora	classifier for things that occur in pairs	clf	SVB-GA	1973	Atong	
1246	474399	jora	partner, love (person), match in love	n	SVB-GA	1973	Atong	
1247	474400	jorong-	dissolve	v	SVB-GA	1973	Atong	
1248	474401	jot-	prod, to point, to fidget	v	SVB-GA	1973	Atong	
1249	474402	jothat-	prod	v	SVB-GA	1973	Atong	
1250	474403	jotkhyngkhyng-	mash	v	SVB-GA	1973	Atong	
1251	474404	joton	attempt, try	n	SVB-GA	1973	Atong	
1252	474405	jotpyryw-	pierce	v	SVB-GA	1973	Atong	
1253	474406	juk-	wink	v	SVB-GA	1973	Atong	
1254	474407	jul-	walk through the jungle with difficulty	v	SVB-GA	1973	Atong	
1255	474408	jul-	jack up, to lift up	v	SVB-GA	1973	Atong	
1256	474409	jul- gul-	walk through the jungle with difficulty	v	SVB-GA	1973	Atong	
1257	474410	julai	July	n	SVB-GA	1973	Atong	
