ID	DOCULECT	CONCEPT	RGEN	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	IPA	TOKENS
1	Bodo	I [first person singular]	317050	1209	928	I	aŋ	a ŋ
2	Bodo	above	323421	1741	731	over (v)	gəzə́b	g ə z ə́ b
3	Bodo	bad	318823	1292	1053	ugly / bad	gizray	g i z r a y
4	Bodo	bad	318777	1292	1053	bad / dirty / ugly	gazri	g a z r i
5	Bodo	bad	318822	1292	1053	ugly / bad; sediment	gizra	g i z r a
6	Bodo	bad	323012	1292	1053	worst (n)	hamasin	h a m a s i n
7	Bodo	below, under	322979	1485	732	bottom; below; back part of the waist	síŋ	s í ŋ
8	Bodo	big	320174	1202	964	big; grow (vi)	dér	d é r
9	Bodo	big	319896	1202	964	large	dalam	d a l a m
10	Bodo	big	323584	1202	964	wide / big	zalaŋ	z a l a ŋ
11	Bodo	big	320299	1202	964	large; much	dlam	d l a m
12	Bodo	big	317234	1202	964	big / large	azáŋ gazaŋ	azáŋ gazaŋ
13	Bodo	big	320218	1202	964	big / large	doŋgla	d o ŋ g l a
14	Bodo	big	320865	1202	964	big, make; grow (vt)	pedér	p e d é r
15	Bodo	big	321593	1202	964	long; big	boŋ◦gla	b o ŋ ◦ g l a
16	Bodo	big	321596	1202	964	big, very	bota	b o t a
17	Bodo	big	318394	1202	964	big	gedér	g e d é r
18	Bodo	big	318807	1202	964	big	gidir haŋ	gidir haŋ
19	Bodo	big	319709	1202	964	big	gədər	g ə d ə r
20	Bodo	big	319866	1202	964	big	dama	d a m a
21	Bodo	big	320114	1202	964	big	duma	d u m a
22	Bodo	big	320176	1202	964	big	geder	g e d e r
23	Bodo	big	321454	1202	964	big (vi)	buŋga	b u ŋ g a
24	Bodo	big	321823	1202	964	big	bimá	b i m á
25	Bodo	big	322643	1202	964	big	lodob	l o d o b
26	Bodo	big	318989	1202	964	big / wide	geher	g e h e r
27	Bodo	black	322692	163	1005	dark (very); black (very)	səmke	s ə m k e
28	Bodo	black	322691	163	1005	black; gloomy	gəsəm	g ə s ə m
29	Bodo	black	318108	163	1005	dark, very / black, very	səmke	s ə m k e
30	Bodo	black	319329	163	1005	black	səmtay	s ə m t a y
