OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
5458	nɔ₃₁	n ɔ ₃₁	1253	Allen2007, 484	this / 这	nɔ31	n ɔ ₃₁
950344	t͡sõ₂₁	t͡s õ ₂₁	541	Allen2007, 147	intestine,gut / 肠子	tsõ21	t͡s õ ₂₁
6042	sõ₅₅	s õ ₅₅	364	Allen2007, 12	frost / 霜	sõ55	s õ ₅₅
5983	kua₄₄t͡se₄₄	k u a ₄₄ t͡s e ₄₄	97	Allen2007, 144	bone / 骨头	kua44tse44	k u a ₄₄ t͡s - e ₄₄
5490	mɯ̃₅₅jĩ₃₁	m ɯ̃ ₅₅ j ĩ ₃₁	1413	Allen2007, 488	who / 谁	mɯ̃55jĩ31	m ɯ̃ ₅₅ j ĩ ₃₁
5440	t͡sẽ₃₃pʰĩ₃₁	t͡s ẽ ₃₃ pʰ ĩ ₃₁	1293	Allen2007, 132	tongue / 舌头	tsẽ33pʰĩ31	t͡s ẽ ₃₃ pʰ ĩ ₃₁
5639	kɯ₄₄	k ɯ ₄₄	136	Allen2007, 434	cold / 冷	kɯ44	k ɯ ₄₄
869106	t͡ɕĩ₄₄	t͡ɕ ĩ ₄₄	760	Allen2007, 397	near / 近	tɕĩ44	t͡ɕ ĩ ₄₄
340828	sɛ̃₄₂	s ɛ̃ ₄₂	252	Allen2007, 84	egg / 蛋	sɛ̃42	s ɛ̃ ₄₂
7004	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	999	Allen2007, 456	seven / 七	tɕʰi44	t͡ɕʰ i ₄₄
1333710	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	910	Allen2007, 406	red / 红	tsʰɛ44	t͡sʰ ɛ ₄₄
3854	t͡sɯ₂₁	t͡s ɯ ₂₁	1306	Allen2007, 89	tree / 树	tsɯ21	t͡s ɯ ₂₁
3253	kõ₅₅	k õ ₅₅	930	Allen2007, 15	river / 河	kõ55	k õ ₅₅
5438	t͡sɔ̃₂₁	t͡s ɔ̃ ₂₁	640	Allen2007, 390	long / 长	tsɔ̃21	t͡s ɔ̃ ₂₁
5476	kã₅₅	k ã ₅₅	628	Allen2007, 150	liver / 肝	kã55	k ã ₅₅
1510493	t͡sa₄₂	t͡s a ₄₂	122	Allen2007, 263	chew / 嚼	tsa42	t͡s a ₄₂
5494	i₅₅kɛ₃₁	i ₅₅ k ɛ ₃₁	495	Allen2007, 491	how / 怎样	i55kɛ31	- i ₅₅ k ɛ ₃₁
5503	kɯ̃₄₄	k ɯ̃ ₄₄	1230	Allen2007, 394	thick / 厚	kɯ̃44	k ɯ̃ ₄₄
1499731	fɯ̃₄₄pĩɛ̃₅₅pʰao₄₄	f ɯ̃ ₄₄ p ĩ ɛ̃ ₅₅ pʰ a o ₄₄	601	Allen2007, 27	left(side) / 左边	fɯ̃44pĩɛ̃55pʰao44	f ɯ̃ ₄₄ p ĩ ɛ̃ ₅₅ pʰ a o ₄₄
352331	ma₅₅	m a ₅₅	1227	Allen2007, 480	they(3 p.p.) / 他们	ma55	m a ₅₅
4165	jɯ̃₃₃jĩ₂₁	j ɯ̃ ₃₃ j ĩ ₂₁	1444	Allen2007, 156	woman / 女人	jɯ̃33jĩ21	j ɯ̃ ₃₃ j ĩ ₂₁
1502	nɔ̃₂₁kɔ̃₂₁wɛ̃₄₂	n ɔ̃ ₂₁ k ɔ̃ ₂₁ w ɛ̃ ₄₂	349	Allen2007, 13	fog / 雾	nɔ̃21kɔ̃21wɛ̃42	n ɔ̃ ₂₁ k ɔ̃ ₂₁ w ɛ̃ ₄₂
5992	pa₄₂pe₅₅	p a ₄₂ p e ₅₅	117	Allen2007, 138	breast / 乳房	pa42pe55	p a ₄₂ p e ₅₅
5464	a₄₄ti₄₄	a ₄₄ t i ₄₄	296	Allen2007, 162	father / 父亲	a44ti44	a ₄₄ t i ₄₄
2061	kɔ₂₁	k ɔ ₂₁	554	Allen2007, 16	lake / 湖	kɔ21	k ɔ ₂₁
3100	ʐɯ₃₃	ʐ ɯ ₃₃	902	Allen2007, 7	rain / 雨	ʐɯ33	ʐ ɯ ₃₃
6060	tã₅₅	t ã ₅₅	468	Allen2007, 269	hold / 拿	tã55/nẽ55	t ã ₅₅
5876	su₃₁	s u ₃₁	573	Allen2007, 348	laugh / 笑	su31	s u ₃₁
1511061	tɯ₂₁	t ɯ ₂₁	91	Allen2007, 426	blunt(knife) / 钝(刀)	tɯ21	t ɯ ₂₁
5500	ɕɔ₄₄	ɕ ɔ ₄₄	311	Allen2007, 399	few / 少	ɕɔ44	ɕ ɔ ₄₄
5509	se₃₁	s e ₃₁	1052	Allen2007, 387	small / 小	se31	s e ₃₁
479387	mæ₄₄	m æ ₄₄	127	Allen2007, 286	climb / 爬	mæ44	m æ ₄₄
6004	sũɛ̃₅₅	s ũ ɛ̃ ₅₅	550	Allen2007, 353	know / 知道	sũɛ̃55	s ũ ɛ̃ ₅₅
5471	ɤ₃₃tiɯ₃₁	ɤ ₃₃ t i ɯ ₃₁	792	Allen2007, 128	nose / 鼻子	ɤ33tiɯ31	ɤ ₃₃ t i ɯ ₃₁
5825	pæ₄₂	p æ ₄₂	1409	Allen2007, 409	white / 白	pæ42	p æ ₄₂
5482	kɯ₃₁	k ɯ ₃₁	799	Allen2007, 422	old / 旧	kɯ31	k ɯ ₃₁
5517	xo₃₁kjɛ̃₅₅	x o ₃₁ k j ɛ̃ ₅₅	494	Allen2007, 168	house / 房	xo31kjɛ̃55	x o ₃₁ k j ɛ̃ ₅₅
513017	kʰe₅₅	kʰ e ₅₅	821	Allen2007, 324	open(door) / 开（门）	kʰe55	kʰ e ₅₅
6454	t͡sʰɛ̃₄₄	t͡sʰ ɛ̃ ₄₄	1181	Allen2007, 380	swell / 肿	tsʰɛ̃44	t͡sʰ ɛ̃ ₄₄
5994	tũẽ₄₄	t ũ ẽ ₄₄	1160	Allen2007, 400	straight / 直	tũẽ44	t ũ ẽ ₄₄
6244	ji₄₄	j i ₄₄	813	Allen2007, 450	one / 一	ji44	j i ₄₄
5510	jɛ̃₃₃tiɯ₃₁kũã₅₅	j ɛ̃ ₃₃ t i ɯ ₃₁ k ũ ã ₅₅	192	Allen2007, 129	ear / 耳朵	jɛ̃33tiɯ31kũã55	j ɛ̃ ₃₃ t i ɯ ₃₁ k ũ ã ₅₅
6520	t͡sʰu₅₅	t͡sʰ u ₅₅	1053	Allen2007, 259	smell(vb) / 臭、闻	tsʰu55	t͡sʰ u ₅₅
6746	t͡sʰɯ₅₅	t͡sʰ ɯ ₅₅	1019	Allen2007, 391	short / 短	tsʰɯ55	t͡sʰ ɯ ₅₅
3633	t͡su₃₁kʰue₅₅	t͡s u ₃₁ kʰ u e ₅₅	1150	Allen2007, 23	stone / 石头	tsu31kʰue55	t͡s u - ₃₁ kʰ u e ₅₅
5455	ŋã₅₅	ŋ ã ₅₅	1375	Allen2007, 475	we(1 p.p.) / 我们	ŋã55	ŋ ã ₅₅
5478	sua₄₄	s u a ₄₄	1453	Allen2007, 31	year / 年、岁	sua44	s u a ₄₄
4118	ɕy₃₃	ɕ y ₃₃	1374	Allen2007, 14	water / 水	ɕy33	ɕ y ₃₃
5850	jĩ₅₅pʰĩ₃₁	j ĩ ₅₅ pʰ ĩ ₃₁	1165	Allen2007, 2	sun / 太阳	jĩ55pʰĩ31	j ĩ ₅₅ pʰ ĩ ₃₁
5423	t͡ɕi₅₅	t͡ɕ i ₅₅	670	Allen2007, 398	much,many / 多	tɕi55	t͡ɕ i ₅₅
5672	kɔ₅₅	k ɔ ₅₅	353	Allen2007, 142	foot / 脚	kɔ55	k ɔ ₅₅
5450	ŋɔ̃₃₁	ŋ ɔ̃ ₃₁	512	Allen2007, 474	I(1 p.s.) / 我	ŋɔ̃31	ŋ ɔ̃ ₃₁
5617	xue₄₄	x u e ₄₄	1342	Allen2007, 265	vomit / 呕吐	xue44	x u e ₄₄
3588	tu₅₅ɕi₅₅ɔ̃₂₁t͡ɕĩ₅₅	t u ₅₅ ɕ i ₅₅ ɔ̃ ₂₁ t͡ɕ ĩ ₅₅	1101	Allen2007, 75	spider / 蜘蛛	tu55ɕi55ɔ̃21tɕĩ55	t u ₅₅ ɕ i ₅₅ ɔ̃ ₂₁ t͡ɕ ĩ ₅₅
6044	pao₄₄	p a o ₄₄	464	Allen2007, 270	hit(table) / 拍（桌子）	pao44	p a o ₄₄
5437	to₃₁	t o ₃₁	43	Allen2007, 386	big / 大	to31	t o ₃₁
5918	kʰuɛ₃₁tiɯ₂₁ka₄₄	kʰ u ɛ ₃₁ t i ɯ ₂₁ k a ₄₄	542	Allen2007, 143	knee / 膝盖	kʰuɛ31tiɯ21ka44	kʰ u ɛ ₃₁ t i ɯ ₂₁ k a ₄₄
5436	ma₂₁	m a ₂₁	306	Allen2007, 86	feather,hair / 毛	ma21	m a ₂₁
5997	tũẽ₄₄	t ũ ẽ ₄₄	292	Allen2007, 396	far / 远	tũẽ44	t ũ ẽ ₄₄
5624	t͡sɿ₅₅	t͡s ɿ ₅₅	293	Allen2007, 198	animal oil / 动物油(脂肪)	tsɿ55	t͡s ɿ ₅₅
6811	ʐɯ₃₃t͡sɿ₃₃pʰiɯ₄₄	ʐ ɯ ₃₃ t͡s ɿ ₃₃ pʰ i ɯ ₄₄	618	Allen2007, 8	lightning(vb) / 闪电	ʐɯ33tsɿ33pʰiɯ44	ʐ ɯ ₃₃ t͡s ɿ ₃₃ pʰ i ɯ ₄₄
6022	t͡sʰao₄₄	t͡sʰ a o ₄₄	1029	Allen2007, 282	sit / 坐	tsʰao44	t͡sʰ a o ₄₄
5451	t͡sõ₃₃	t͡s õ ₃₃	440	Allen2007, 402	heavy / 重	tsõ33	t͡s õ ₃₃
6031	wɔ₂₁	w ɔ ₂₁	1454	Allen2007, 407	yellow / 黄	wɔ21	w ɔ ₂₁
161806	t͡sɔ̃₂₁	t͡s ɔ̃ ₂₁	458	Allen2007, 326	hide / 藏	tsɔ̃21	t͡s ɔ̃ ₂₁
858309	tã₅₅wa₄₄	t ã ₅₅ w a ₄₄	1213	Allen2007, 487	there / 那里	tã55wa44	t ã ₅₅ w a ₄₄ - -
5827	jɯ₄₄	j ɯ ₄₄	236	Allen2007, 260	eat / 吃	jɯ44	j ɯ ₄₄
6245	ɕi₄₄	ɕ i ₄₄	162	Allen2007, 381	die / 死	ɕi44	ɕ i ₄₄
1460	ũ₅₅	ũ ₅₅	321	Allen2007, 69	fish / 鱼	ũ55	ũ ₅₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Allen2007, 410	black / 黑	xɯ44	x ɯ ₄₄
6056	ɣɯ₃₅	ɣ ɯ ₃₅	138	Allen2007, 363	come / 来	ɣɯ35	ɣ ɯ ₃₅
6010	wa₄₂ʐɛ₂₁	w a ₄₂ ʐ ɛ ₂₁	870	Allen2007, 333	play / 玩耍	wa42ʐɛ21	w a ₄₂ ʐ ɛ ₂₁
623	vã₂₁	v ã ₂₁	128	Allen2007, 5	cloud / 云	vã21	v ã ₂₁
6248	kɔ̃₄₄	k ɔ̃ ₄₄	1324	Allen2007, 451	two / 二	kɔ̃44	k ɔ̃ ₄₄
6003	kɛ̃₄₂	k ɛ̃ ₄₂	979	Allen2007, 256	see / 见	kɛ̃42	k ɛ̃ ₄₂
5481	tʰu₃₃sɿ₃₃	tʰ u ₃₃ s ɿ ₃₃	1091	Allen2007, 21	soil / 土	tʰu33sɿ33	tʰ u ₃₃ s ɿ ₃₃
1375415	pʰu₅₅	pʰ u ₅₅	76	Allen2007, 266	blow / 吹	pʰu55	pʰ u ₅₅
6054	pe₄₄	p e ₄₄	1349	Allen2007, 281	walk / 走	pe44	p e ₄₄
8061	mæ₄₂	m æ ₄₂	121	Allen2007, 301	buy / 买	mæ42	m æ ₄₂
6685	a₃₁pæ₄₄	a ₃₁ p æ ₄₄	504	Allen2007, 460	one hundred / 一百	a31pæ44	a ₃₁ p æ ₄₄
7005	pia₄₄	p i a ₄₄	253	Allen2007, 457	eight / 八	pia44	p i a ₄₄ -
5823	kɔ₃₃mi₃₃t͡sa₄₄	k ɔ ₃₃ m i ₃₃ t͡s a ₄₄	775	Allen2007, 134	neck / 脖子	kɔ33mi33tsa44	k ɔ ₃₃ - - - m i ₃₃ t͡s a ₄₄
5527	tiɯ₃₃pao₃₁	t i ɯ ₃₃ p a o ₃₁	434	Allen2007, 124	head / 头	tiɯ33pao31	t - i ɯ ₃₃ p a o ₃₁
5993	ŋa₄₄	ŋ a ₄₄	59	Allen2007, 262	bite / 咬	ŋa44	ŋ a ₄₄
6043	sɛ₄₄	s ɛ ₄₄	154	Allen2007, 294	cut,reap / 割	sɛ44	s ɛ ₄₄
5511	wẽ₄₄	w ẽ ₄₄	272	Allen2007, 127	eye / 眼	wẽ44	w ẽ ₄₄
1487	xu₅₅	x u ₅₅	337	Allen2007, 118	flower / 花	xu55	x u ₅₅
2124	se₄₄	s e ₄₄	580	Allen2007, 116	leaf / 叶	se44	s e ₄₄
5468	wẽ₃₃tu₅₅	w ẽ ₃₃ t u ₅₅	1195	Allen2007, 88	tail / 尾巴	wẽ33tu55	w ẽ ₃₃ t u ₅₅
6040	ma₃₃	m a ₃₃	370	Allen2007, 412	full / 满	ma33	m a ₃₃
333730	jĩ₂₁kɛ̃₅₅	j ĩ ₂₁ k ɛ̃ ₅₅	854	Allen2007, 155	person / 人	jĩ21kɛ̃55	j ĩ ₂₁ k ɛ̃ ₅₅ - - -
858309	t͡sɯ₄₄	t͡s ɯ ₄₄	1218	Allen2007, 362	there is / 有	tsɯ44	t͡s ɯ ₄₄
5990	pao₄₂	p a o ₄₂	1252	Allen2007, 395	thin,flimsy / 薄	pao42	p a o ₄₂
436024	t͡sɛ̃₄₄pĩɛ̃₅₅pʰao₄₄	t͡s ɛ̃ ₄₄ p ĩ ɛ̃ ₅₅ pʰ a o ₄₄	925	Allen2007, 28	right(side) / 右边	tsɛ̃44pĩɛ̃55pʰao44	t͡s ɛ̃ ₄₄ p ĩ ɛ̃ ₅₅ pʰ a o ₄₄
6193	t͡ɕɯ₄₄	t͡ɕ ɯ ₄₄	788	Allen2007, 458	nine / 九	tɕɯ44	t͡ɕ ɯ ₄₄
5484	ɕĩ₅₅	ɕ ĩ ₅₅	786	Allen2007, 421	new / 新	ɕĩ55	ɕ ĩ ₅₅
7003	fɔ₄₄	f ɔ ₄₄	1030	Allen2007, 455	six / 六	fɔ44	f ɔ ₄₄
5616	sɯ₃₃pʰao₃₃	s ɯ ₃₃ pʰ a o ₃₃	430	Allen2007, 135	hand / 手	sɯ33pʰao33	s ɯ ₃₃ pʰ a o ₃₃
6519	t͡sʰɛ̃₄₄	t͡sʰ ɛ̃ ₄₄	1047	Allen2007, 288	sleep / 睡	tsʰɛ̃44	t͡sʰ ɛ̃ ₄₄
6051	t͡sʰɛ₅₅	t͡sʰ ɛ ₅₅	1106	Allen2007, 264	spit / 吐（痰）	tsʰɛ55	t͡sʰ ɛ ₅₅
1173416	t͡ɕʰɛ̃₅₅tɯ₃₁ku₃₃	t͡ɕʰ ɛ̃ ₅₅ t ɯ ₃₁ k u ₃₃	6	Allen2007, 499	all / 都	tɕʰɛ̃55(tɯ31ku33)	t͡ɕʰ ɛ̃ ₅₅ t ɯ ₃₁ k u ₃₃
5987	ji₃₁	j i ₃₁	1000	Allen2007, 425	sharp(knife) / 快(刀)	ji31	j i ₃₁
630453	mɯ̃₅₅t͡sɿ₄₄	m ɯ̃ ₅₅ t͡s ɿ ₄₄	714	Allen2007, 80	mosquito / 蚊子	mɯ̃55tsɿ44	m ɯ̃ - ₅₅ t͡s ɿ ₄₄
5481	t͡ɕi₃₁	t͡ɕ i ₃₁	197	Allen2007, 20	earth / 地	tɕi31	t͡ɕ i ₃₁
619975	t͡sɔ̃₄₂ku₄₄	t͡s ɔ̃ ₄₂ k u ₄₄	864	Allen2007, 293	plant(seed) / 栽种	tsɔ̃42ku44/fɛ44	t͡s ɔ̃ ₄₂ k u ₄₄
5456	na₅₅	n a ₅₅	1468	Allen2007, 478	you(2 p.p.) / 你们	na55	n a ₅₅
332000	t͡ɕy₃₃kuɛ₅₅kʰu₃₁	t͡ɕ y ₃₃ k u ɛ ₅₅ kʰ u ₃₁	742	Allen2007, 130	mouth / 嘴	tɕy33kuɛ55kʰu31	t͡ɕ y ₃₃ k u ɛ ₅₅ kʰ u ₃₁
5990	mɔ̃₃₁	m ɔ̃ ₃₁	1244	Allen2007, 393	fine,thin / 细	mɔ̃31	m ɔ̃ ₃₁
5491	ɛ₅₅xɛ̃₄₂	ɛ ₅₅ x ɛ̃ ₄₂	1396	Allen2007, 489	what / 什么	ɛ55xɛ̃42	ɛ ₅₅ x ɛ̃ ₄₂
5475	ɕĩ₅₅	ɕ ĩ ₅₅	436	Allen2007, 149	heart / 心	ɕĩ55	ɕ ĩ ₅₅
1149393	na₅₅	n a ₅₅	1204	Allen2007, 486	that / 那	na55	n a ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Allen2007, 171	road / 路	tʰu33	tʰ u ₃₃
5459	nɔ₃₁	n ɔ ₃₁	1260	Allen2007, 477	you(2 p.s.) / 你	nɔ31	n ɔ ₃₁
2300	kɛ₂₁	k ɛ ₂₁	684	Allen2007, 201	meat / 肉	kɛ21	k ɛ ₂₁
411	sua₄₄	s u a ₄₄	75	Allen2007, 145	blood / 血	sua44	s u a ₄₄
5981	ko₅₅	k o ₅₅	473	Allen2007, 87	horn / 角	ko55	k o ₅₅
471303	t͡su₅₅t͡su₃₁sɯ₄₄	t͡s u ₅₅ t͡s u ₃₁ s ɯ ₄₄	553	Allen2007, 291	labour / 劳动	tsu55tsu31sɯ44	t͡s u ₅₅ t͡s - u ₃₁ s - ɯ ₄₄
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Allen2007, 275	pull / 拉	tɕi33	t͡ɕ i ₃₃
5729	mĩ₅₅wã₄₄pʰĩ₃₁	m ĩ ₅₅ w ã ₄₄ pʰ ĩ ₃₁	703	Allen2007, 3	moon / 月亮	mĩ55wã44pʰĩ31	m ĩ ₅₅ w ã ₄₄ pʰ ĩ ₃₁
5991	ɯ̃₄₄	ɯ̃ ₄₄	174	Allen2007, 261	drink / 喝	ɯ̃44	ɯ̃ ₄₄
5946	t͡su₄₄pa₄₄	t͡s u ₄₄ p a ₄₄	1305	Allen2007, 131	tooth / 牙	tsu44pa44	t͡s u ₄₄ p a ₄₄
5622	tuɛ₄₄fɛ̃₃₃	t u ɛ ₄₄ f ɛ̃ ₃₃	281	Allen2007, 285	fall down / 跌倒	tuɛ44fɛ̃33	t u ɛ ₄₄ f ɛ̃ ₃₃
