OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
5662	qua₄₂	q u a ₄₂	1143	Wang2006a, 586	stick	(qua42)	q u a ₄₂
5466	t͡ɕiu₂₁	t͡ɕ i u ₂₁	222	Wang2006a, 353	worm	tɕiu21	t͡ɕ i u ₂₁
5980	ɕi₅₅	ɕ i ₅₅	645	Wang2006a, 356	louse	ɕi55	ɕ i ₅₅
5599	t͡suẽ₅₅	t͡s u ẽ ₅₅	970	Wang2006a, 61	salt	tsuẽ55	t͡s u ẽ - ₅₅
5482	kɤ₂₂	k ɤ ₂₂	798	Wang2006a, 1493	old	kv22	k ɤ ₂₂
3269	te₄₂	t e ₄₂	945	Wang2006a, 375	root	te42	t e ₄₂
5485	uẽ₂₂	u ẽ ₂₂	1361	Wang2006a, 1064	lukewarm	uẽ22	u ẽ ₂₂
5463	mo₂₂	m o ₂₂	717	Wang2006a, 219	mother	mo22	m o ₂₂
7039	xɛ̃₅₅	x ɛ̃ ₅₅	1038	Wang2006a, 1	sky	xɛ̃55	x ɛ̃ ₅₅
2421	ʂɚ̃₅₅	ʂ ɚ̃ ₅₅	728	Wang2006a, 23	mountain	ʂɚ̃55	ʂ ɚ̃ ₅₅
961244	kɯ₂₁	k ɯ ₂₁	1	Wang2006a, 1502	(water flow)	kɯ21	k ɯ ₂₁
400	t͡so₅₅	t͡s o ₅₅	54	Wang2006a, 326	bird	tso55	t͡s o ₅₅
966	qʰõ₂₂	qʰ õ ₂₂	166	Wang2006a, 289	dog	qʰõ22	qʰ õ ₂₂
6055	zye₄₂	z y e ₄₂	1322	Wang2006a, 1806	turn around	zye42	z y e ₄₂
3388	t͡ɕ↑iɚ̃₂₂	t͡ɕ ↑ i ɚ̃ ₂₂	1072	Wang2006a, 347	snake	tɕ↑iɚ̃22	t͡ɕ ↑ i ɚ̃ ₂₂
3388	t͡ɕʰiɚ̃₂₂	t͡ɕʰ i ɚ̃ ₂₂	1076	Wang2006a, 347	snake	tɕʰiɚ̃22	t͡ɕʰ i ɚ̃ ₂₂
4160	t͡ɕyi₅₅	t͡ɕ y i ₅₅	1425	Wang2006a, 9	wind	tɕyi55	t͡ɕ y i - ₅₅
7709	qʰo₅₅	qʰ o ₅₅	148	Wang2006a, 1485	cry (verb or noun?, should be made clear later on)	qʰo55	qʰ o ₅₅
3451	fi₂₂se₅₅	f i ₂₂ s e ₅₅	1057	Wang2006a, 19	smoke	fi22se55	f i ₂₂ s e - ₅₅
6017	le₅₅	l e ₅₅	1123	Wang2006a, 1405	squeeze (for milk)	(le55)	l e ₅₅
3455	sue₅₅	s u e ₅₅	1077	Wang2006a, 12	snow	sue55	s u e ₅₅
443659	xo₂₂	x o ₂₂	382	Wang2006a, 1052	good	xo22	x o ₂₂
5650	que₄₂	q u e ₄₂	17	Wang2006a, 1053	bad (things)	que42	q u e ₄₂
446278	ʈe₂₁me₅₅	ʈ e ₂₁ m e ₅₅	420	Wang2006a, 75	hair	[ʈe21me55]	ʈ - e ₂₁ m e ₅₅
5439	t͡ɕua₅₃	t͡ɕ u a ₅₃	29	Wang2006a, 1438	to bark	tɕua53	t͡ɕ u a ₅₃
3361	t͡ɕõ₂₂	t͡ɕ õ ₂₂	985	Wang2006a, 405	seed	tɕõ22	t͡ɕ õ ₂₂
7800	sõ₄₂	s õ ₄₂	534	Wang2006a, 1160	to be ill	(sõ42)	s õ ₄₂
6457	pɯ₂₁	p ɯ ₂₁	330	Wang2006a, 1553	float	pɯ21	p ɯ ₂₁
509787	xẽ₅₅ma₂₁	x ẽ ₅₅ m a ₂₁	1277	Wang2006a, 8	thunder	xẽ55ma21	x ẽ - ₅₅ m a - ₂₁
1446	fi₂₂	f i ₂₂	317	Wang2006a, 18	fire	fi22	f i ₂₂
5995	ɲo₅₅	ɲ o ₅₅	753	Wang2006a, 687	name	ɲo55	ɲ o ₅₅
6312	t͡ʂɚ₄₂	t͡ʂ ɚ ₄₂	1199	Wang2006a, 806	ten	tʂɚ42	t͡ʂ ɚ ₄₂
6059	zi₄₂	z i ₄₂	375	Wang2006a, 1345	give	zi42	z i ₄₂
6041	ɕiã₅₅	ɕ i ã ₅₅	1124	Wang2006a, 5	star	ɕiã55	ɕ i ã ₅₅ - - -
156096	sã₅₅	s ã ₅₅	1272	Wang2006a, 799	three	sã55	s ã ₅₅
5951	t͡ʂɚ̃₅₅	t͡ʂ ɚ̃ ₅₅	780	Wang2006a, 578	needle	tʂɚ̃55	t͡ʂ ɚ̃ ₅₅
950344	ʈõ₂₁	ʈ õ ₂₁	541	Wang2006a, 149	intestine; guts	ʈõ21	ʈ õ ₂₁
6042	ɕiõ₅₅	ɕ i õ ₅₅	361	Wang2006a, 14	frost	ɕiõ55	ɕ i õ ₅₅
5983	qua₅₅	q u a ₅₅	97	Wang2006a, 133	bone	qua55	q u a ₅₅ - - - -
5440	ʈɚ₄₂	ʈ ɚ ₄₂	1290	Wang2006a, 139	tongue	ʈɚ42	ʈ ɚ ₄₂
5639	kɯ₅₅	k ɯ ₅₅	136	Wang2006a, 1063	cold	kɯ55	k ɯ ₅₅
869106	t͡sʰo₅₅	t͡sʰ o ₅₅	759	Wang2006a, 975	near	tsʰo55)	t͡sʰ o ₅₅
340828	sẽ₄₂	s ẽ ₄₂	252	Wang2006a, 450	egg	sẽ42	s ẽ ₄₂
7004	t͡sʰi₅₅	t͡sʰ i ₅₅	999	Wang2006a, 803	seven	tsʰi55	t͡sʰ i ₅₅
1333710	ʈʰa₅₅	ʈʰ a ₅₅	910	Wang2006a, 1007	red	ʈʰa55	ʈʰ a ₅₅
478515	kɤ₄₂	k ɤ ₄₂	624	Wang2006a, 1452	live; reside	kv42	k ɤ ₄₂
3854	ɖɯ₄₂	ɖ ɯ ₄₂	1306	Wang2006a, 372	tree	ɖɯ42	ɖ ɯ ₄₂
1533	ɖɯ₄₂kɯ̃₄₂	ɖ ɯ ₄₂ k ɯ̃ ₄₂	355	Wang2006a, 50	forest	ɖɯ42kɯ̃42	ɖ ɯ ₄₂ k ɯ̃ ₄₂
3253	qõ₅₅	q õ ₅₅	930	Wang2006a, 30	river	qõ55/ʈo21	q õ ₅₅
5438	ʈõ₂₁	ʈ õ ₂₁	640	Wang2006a, 972	long	ʈõ21	ʈ õ ₂₁
5476	qã₅₅	q ã ₅₅	628	Wang2006a, 145	liver	qã55	q ã ₅₅
5503	qɯ̃₄₂	q ɯ̃ ₄₂	1230	Wang2006a, 980	thick	qɯ̃42	q ɯ̃ ₄₂
1499731	lo₅₅t͡ɕyẽ₅₅	l o ₅₅ t͡ɕ y ẽ ₅₅	599	Wang2006a, 710	left	(lo55tɕyẽ55)	l o ₅₅ t͡ɕ y ẽ ₅₅
5502	qʰua₅₅	qʰ u a ₅₅	1418	Wang2006a, 966	wide	qʰua55	qʰ u a ₅₅
5502	qʰua₅₅	qʰ u a ₅₅	1418	Wang2006a, 976	wide	qʰua55	qʰ u a ₅₅
6030	so₅₅qã₄₂	s o ₅₅ q ã ₄₂	313	Wang2006a, 1234	fight	(so55qã42)	s o ₅₅ q ã ₄₂
4165	ɲu₂₂	ɲ u ₂₂	1446	Wang2006a, 174	woman	ɲu22	ɲ u ₂₂
5992	pa₄₂	p a ₄₂	108	Wang2006a, 94	breasts	pa42	p a ₄₂
2061	lu₂₁bɯ̃₂₂	l u ₂₁ b ɯ̃ ₂₂	555	Wang2006a, 31	lake	(lu21bɯ̃22)	l u ₂₁ b ɯ̃ ₂₂
3100	u₄₂	u ₄₂	894	Wang2006a, 1719	(rain) fall	u42	u ₄₂
5876	su₄₂	s u ₄₂	573	Wang2006a, 1735	laugh	su42	s u ₄₂
5665	ko₄₄'foot'	k o ₄₄ 'f oo t '	611	Wang2006a, 1829	leg	ko44['foot']	k o ₄₄ 'f oo t '
1299599	fɤ₅₅ji₅₅	f ɤ ₅₅ j i ₅₅	1286	Wang2006a, 1269	to burn	(fv55ji55)	f ɤ ₅₅ j i ₅₅
5825	pa₄₂	p a ₄₂	1409	Wang2006a, 1006	white	pa42	p a ₄₂
6397	t͡si₂	t͡s i ₂	662	Wang2006a, 173	man	tsi2	t͡s i ₂
5482	gɯ̃₄₂	g ɯ̃ ₄₂	799	Wang2006a, 1051	used, old	gɯ̃42	g ɯ̃ ₄₂
5517	xo₄₂	x o ₄₂	486	Wang2006a, 494	house	xo42	x o ₄₂
513017	qʰɯ̃₅₅	qʰ ɯ̃ ₅₅	821	Wang2006a, 1461	open	qʰɯ̃55	qʰ ɯ̃ ₅₅
6454	t͡ʂʰɚ₅₅	t͡ʂʰ ɚ ₅₅	1181	Wang2006a, 1802	swell	tʂʰɚ55	t͡ʂʰ ɚ ₅₅
5465	so₅₅	s o ₅₅	961	Wang2006a, 619	rope	so55	s o ₅₅
5994	tyi₅₅	t y i ₅₅	1160	Wang2006a, 1003	straight	tyi55	t y i ₅₅
6244	a₄₂	a ₄₂	811	Wang2006a, 797	one	a42	a ₄₂
1837	ɕiõ₅₅	ɕ i õ ₅₅	528	Wang2006a, 17	ice	ɕiõ55	ɕ i õ ₅₅
6520	ʈʰu₅₅	ʈʰ u ₅₅	1053	Wang2006a, 1707	to smell	ʈʰu55	ʈʰ u ₅₅
3633	ʈo₂₁	ʈ o ₂₁	1151	Wang2006a, 43	stone	ʈo21	ʈ o ₂₁
8448	mɯ₄₂	m ɯ ₄₂	167	Wang2006a, 699	dream	mɯ42	m ɯ ₄₂
5478	sua₅₅	s u a ₅₅	1453	Wang2006a, 914	a year old	sua55	s u a ₅₅
4118	ɕyi₂₂	ɕ y i ₂₂	1372	Wang2006a, 47	water	ɕyi22	ɕ y i ₂₂
