OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
950344	t͡sao₂₁	t͡s a o ₂₁	540	Allen2007, 147	intestine,gut / 肠子	tsao21	t͡s a o ₂₁
6042	so₃₃	s o ₃₃	364	Allen2007, 12	frost / 霜	so33	s o ₃₃
5983	kua₄₄tɯ₂₁	k u a ₄₄ t ɯ ₂₁	97	Allen2007, 144	bone / 骨头	kua44tɯ21	k u a ₄₄ t - ɯ ₂₁
5490	a₅₅na₄₄ɲi₂₁	a ₅₅ n a ₄₄ ɲ i ₂₁	1417	Allen2007, 488	who / 谁	a55na44ɲi21	a ₅₅ n a ₄₄ ɲ i ₂₁
5440	t͡se₄₂pʰi₃₁	t͡s e ₄₂ pʰ i ₃₁	1293	Allen2007, 132	tongue / 舌头	tse42pʰi31	t͡s e ₄₂ pʰ i ₃₁
5639	kɯ₃₅	k ɯ ₃₅	136	Allen2007, 434	cold / 冷	kɯ35	k ɯ ₃₅
869106	t͡ɕi₃₃	t͡ɕ i ₃₃	760	Allen2007, 397	near / 近	tɕi33	t͡ɕ i ₃₃
340828	sɛ₄₂	s ɛ ₄₂	252	Allen2007, 84	egg / 蛋	sɛ42	s ɛ ₄₂
7004	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	999	Allen2007, 456	seven / 七	tɕʰi44	t͡ɕʰ i ₄₄
1333710	t͡sʰɛ₃₃	t͡sʰ ɛ ₃₃	910	Allen2007, 406	red / 红	tsʰɛ33	t͡sʰ ɛ ₃₃
3854	d͡zɯ₃₁	d͡z ɯ ₃₁	1306	Allen2007, 89	tree / 树	dzɯ31	d͡z ɯ ₃₁
3253	kɯ₃₅kɯ₃₃	k ɯ ₃₅ k ɯ ₃₃	944	Allen2007, 15	river / 河	kɯ35kɯ33	k ɯ ₃₅ k ɯ ₃₃
5438	t͡sɔ₂₁	t͡s ɔ ₂₁	640	Allen2007, 390	long / 长	tsɔ21	t͡s ɔ ₂₁
5476	ka₃₅	k a ₃₅	628	Allen2007, 150	liver / 肝	ka35	k a ₃₅
1510493	t͡so₄₂	t͡s o ₄₂	122	Allen2007, 263	chew / 嚼	tso42	t͡s o ₄₂
5494	i₄₄mɯ₄₄	i ₄₄ m ɯ ₄₄	500	Allen2007, 491	how / 怎样	i44mɯ44	i ₄₄ m ɯ ₄₄
5503	kɯ₃₃	k ɯ ₃₃	1230	Allen2007, 394	thick / 厚	kɯ33	k ɯ ₃₃
1499731	pi₃₅pɔ₃₁	p i ₃₅ p ɔ ₃₁	595	Allen2007, 27	left(side) / 左边	pi35pɔ31	p i ₃₅ p ɔ ₃₁
352331	pa₅₅	p a ₅₅	1225	Allen2007, 480	they(3 p.p.) / 他们	pa55	p a ₅₅
4165	ɲɤ₃₃ɲi₂₁	ɲ ɤ ₃₃ ɲ i ₂₁	1443	Allen2007, 156	woman / 女人	ɲɤ33ɲi21	ɲ ɤ ₃₃ ɲ i ₂₁
1502	mɯ₃₁kao₄₂	m ɯ ₃₁ k a o ₄₂	347	Allen2007, 13	fog / 雾	mɯ31kao42	m ɯ ₃₁ k a o ₄₂
5992	pa₄₂	p a ₄₂	108	Allen2007, 138	breast / 乳房	pa42	p a ₄₂
5464	a₅₅ti₃₃	a ₅₅ t i ₃₃	296	Allen2007, 162	father / 父亲	a55ti33	a ₅₅ t i ₃₃
2061	kao₂₁kao₂₁	k a o ₂₁ k a o ₂₁	569	Allen2007, 16	lake / 湖	kao21kao21	k a o ₂₁ k a o ₂₁
3100	vɤ₃₃ɕi₃₃	v ɤ ₃₃ ɕ i ₃₃	896	Allen2007, 7	rain / 雨	vɤ33ɕi33	v ɤ ₃₃ ɕ i ₃₃
6060	la₅₅	l a ₅₅	472	Allen2007, 269	hold / 拿	la55	l a ₅₅
5876	sao₃₁	s a o ₃₁	576	Allen2007, 348	laugh / 笑	sao31	s a o ₃₁
1511061	tua₃₁	t u a ₃₁	88	Allen2007, 426	blunt(knife) / 钝(刀)	tua31	t u a ₃₁
5500	ɕu₃₃	ɕ u ₃₃	311	Allen2007, 399	few / 少	ɕu33	ɕ u ₃₃
5509	se₃₁	s e ₃₁	1052	Allen2007, 387	small / 小	se31	s e ₃₁
479387	mɛ₄₄	m ɛ ₄₄	127	Allen2007, 286	climb / 爬	mɛ44	m ɛ ₄₄
6004	zɿ₃₃tɯ₃₃	z ɿ ₃₃ t ɯ ₃₃	552	Allen2007, 353	know / 知道	zɿ33tɯ33	z ɿ ₃₃ t - ɯ ₃₃
5471	pi₂₁kʰao₃₃	p i ₂₁ kʰ a o ₃₃	796	Allen2007, 128	nose / 鼻子	pi21kʰao33	p i ₂₁ kʰ a o ₃₃
5825	pɛ₄₂	p ɛ ₄₂	1409	Allen2007, 409	white / 白	pɛ42	p ɛ ₄₂
5482	kɯ₃₁	k ɯ ₃₁	799	Allen2007, 422	old / 旧	kɯ31	k ɯ ₃₁
5517	xao₂₁	x a o ₂₁	485	Allen2007, 168	house / 房	xao21	x a o ₂₁
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Allen2007, 324	open(door) / 开（门）	kʰɯ55	kʰ ɯ ₅₅
6454	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	1181	Allen2007, 380	swell / 肿	tsʰɿ55	t͡sʰ ɿ ₅₅
5994	miɔ₄₂	m i ɔ ₄₂	1161	Allen2007, 400	straight / 直	miɔ42	m i ɔ - ₄₂
6244	ji₄₄	j i ₄₄	813	Allen2007, 450	one / 一	ji44/a31	j i ₄₄
5510	ɲɤ₃₃tɯ₃₁	ɲ ɤ ₃₃ t ɯ ₃₁	191	Allen2007, 129	ear / 耳朵	ɲɤ33tɯ31	ɲ ɤ ₃₃ t ɯ ₃₁
6520	t͡sʰu₅₅	t͡sʰ u ₅₅	1053	Allen2007, 259	smell(vb) / 臭、闻	tsʰu55	t͡sʰ u ₅₅
6746	t͡sʰɯ₅₅	t͡sʰ ɯ ₅₅	1019	Allen2007, 391	short / 短	tsʰɯ55	t͡sʰ ɯ ₅₅
3633	t͡so₄₂kʰue₅₅	t͡s o ₄₂ kʰ u e ₅₅	1150	Allen2007, 23	stone / 石头	tso42kʰue55	t͡s o - ₄₂ kʰ u e ₅₅
5455	ɲa₅₅	ɲ a ₅₅	1375	Allen2007, 475	we(1 p.p.) / 我们	ɲa55	ɲ a ₅₅
5478	sua₄₄	s u a ₄₄	1453	Allen2007, 31	year / 年、岁	sua44	s u a ₄₄
4118	ɕy₃₃	ɕ y ₃₃	1374	Allen2007, 14	water / 水	ɕy33	ɕ y ₃₃
5850	ɲi₄₄pʰi₃₁	ɲ i ₄₄ pʰ i ₃₁	1165	Allen2007, 2	sun / 太阳	ɲi44pʰi31	ɲ i ₄₄ pʰ i ₃₁
5423	t͡ɕi₃₅	t͡ɕ i ₃₅	670	Allen2007, 398	much,many / 多	tɕi35	t͡ɕ i ₃₅
5672	ku₃₃	k u ₃₃	353	Allen2007, 142	foot / 脚	ku33	k u ₃₃
5450	ŋɔ₃₁	ŋ ɔ ₃₁	512	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	ŋ ɔ ₃₁
5617	ta₄₂	t a ₄₂	1340	Allen2007, 265	vomit / 呕吐	ta42	t a ₄₂
3588	tao₅₅su₅₅wa₃₁	t a o ₅₅ s u ₅₅ w a ₃₁	1105	Allen2007, 75	spider / 蜘蛛	tao55su55wa31	t a o ₅₅ s u ₅₅ w a ₃₁
6044	po₄₄	p o ₄₄	463	Allen2007, 270	hit(table) / 拍（桌子）	po44	p o ₄₄
5437	dao₃₁	d a o ₃₁	42	Allen2007, 386	big / 大	dao31	d a o ₃₁
5918	ku₃₃t͡sɛ₃₃ŋɛ₃₃	k u ₃₃ t͡s ɛ ₃₃ ŋ ɛ ₃₃	546	Allen2007, 143	knee / 膝盖	ku33tsɛ33ŋɛ33	k u ₃₃ t͡s ɛ ₃₃ ŋ ɛ ₃₃
5436	ma₂₁	m a ₂₁	306	Allen2007, 86	feather,hair / 毛	ma21	m a ₂₁
5997	tue₃₃	t u e ₃₃	292	Allen2007, 396	far / 远	tue33	t u e ₃₃
5624	t͡sɿ₃₅	t͡s ɿ ₃₅	293	Allen2007, 198	animal oil / 动物油(脂肪)	tsɿ35	t͡s ɿ ₃₅
6811	ʥi₃₃mi₃₃jɛ₃₃	ʥ i ₃₃ m i ₃₃ j ɛ ₃₃	623	Allen2007, 8	lightning(vb) / 闪电	ʥi33mi33jɛ33	ʥ i ₃₃ m i ₃₃ j ɛ ₃₃
6022	kɤ₄₂	k ɤ ₄₂	1020	Allen2007, 282	sit / 坐	kɤ42	k ɤ ₄₂
5451	d͡zɤ₃₃	d͡z ɤ ₃₃	440	Allen2007, 402	heavy / 重	dzɤ33	d͡z ɤ ₃₃
6031	ʁɔ₃₁	ʁ ɔ ₃₁	1456	Allen2007, 407	yellow / 黄	ʁɔ31	ʁ ɔ ₃₁
161806	t͡sɔ₂₁	t͡s ɔ ₂₁	458	Allen2007, 326	hide / 藏	tsɔ21	t͡s ɔ ₂₁
858309	na₅₅ŋue₃₃	n a ₅₅ ŋ u e ₃₃	1217	Allen2007, 487	there / 那里	na55ŋue33	n a ₅₅ ŋ u e ₃₃
5827	jɯ₄₄	j ɯ ₄₄	236	Allen2007, 260	eat / 吃	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Allen2007, 381	die / 死	ɕi33	ɕ i ₃₃
1460	ŋɯ₃₅	ŋ ɯ ₃₅	320	Allen2007, 69	fish / 鱼	ŋɯ35	ŋ ɯ ₃₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Allen2007, 410	black / 黑	xɯ44	x ɯ ₄₄
6056	pe₄₄jɯ₃₅	p e ₄₄ j ɯ ₃₅	137	Allen2007, 363	come / 来	pe44jɯ35	p e ₄₄ j ɯ ₃₅
6010	wu₃₁t͡ɕʰu₃₁	w u ₃₁ t͡ɕʰ u ₃₁	868	Allen2007, 333	play / 玩耍	wu31tɕʰu31	w u ₃₁ t͡ɕʰ u ₃₁
623	ɥɛ₄₄	ɥ ɛ ₄₄	134	Allen2007, 5	cloud / 云	ɥɛ44	ɥ ɛ ₄₄
6248	kɔ₃₃	k ɔ ₃₃	1324	Allen2007, 451	two / 二	kɔ33	k ɔ ₃₃
6003	tɯ₃₃	t ɯ ₃₃	983	Allen2007, 256	see / 见	tɯ33	t ɯ ₃₃
5481	ɲi₃₁tʰi₅₅pʰa₄₄	ɲ i ₃₁ tʰ i ₅₅ pʰ a ₄₄	1097	Allen2007, 21	soil / 土	ɲi31tʰi55pʰa44	ɲ i ₃₁ tʰ i ₅₅ pʰ a ₄₄
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Allen2007, 266	blow / 吹	pʰɯ55	pʰ ɯ ₅₅
6054	pe₄₄	p e ₄₄	1349	Allen2007, 281	walk / 走	pe44	p e ₄₄
8061	mɛ₄₂	m ɛ ₄₂	121	Allen2007, 301	buy / 买	mɛ42	m ɛ ₄₂
6685	a₃₁pɛ₄₄	a ₃₁ p ɛ ₄₄	504	Allen2007, 460	one hundred / 一百	a31pɛ44	a ₃₁ p ɛ ₄₄
7005	pia₄₄	p i a ₄₄	253	Allen2007, 457	eight / 八	pia44	p i a ₄₄ -
5823	kao₄₂te₃₃	k a o ₄₂ t e ₃₃	777	Allen2007, 134	neck / 脖子	kao42te33	k a o ₄₂ t e ₃₃
5527	dɯ₂₁pao₂₁	d ɯ ₂₁ p a o ₂₁	434	Allen2007, 124	head / 头	dɯ21pao21	d - ɯ - ₂₁ p a o ₂₁
5993	ŋa₄₄	ŋ a ₄₄	59	Allen2007, 262	bite / 咬	ŋa44	ŋ a ₄₄
6043	sɛ₄₄	s ɛ ₄₄	154	Allen2007, 294	cut,reap / 割	sɛ44	s ɛ ₄₄
5511	ŋue₃₃	ŋ u e ₃₃	268	Allen2007, 127	eye / 眼	ŋue33	ŋ u e ₃₃
1487	xao₃₃	x a o ₃₃	338	Allen2007, 118	flower / 花	xao33	x a o ₃₃
2124	sɛ₄₄	s ɛ ₄₄	580	Allen2007, 116	leaf / 叶	sɛ44	s ɛ ₄₄
5468	ŋɤ₄₄tɤ₃₅	ŋ ɤ ₄₄ t ɤ ₃₅	1193	Allen2007, 88	tail / 尾巴	ŋɤ44tɤ35	ŋ ɤ ₄₄ t ɤ ₃₅
6040	ma₃₃	m a ₃₃	370	Allen2007, 412	full / 满	ma33	m a ₃₃
333730	ɲi₂₁kɛ₃₅	ɲ i ₂₁ k ɛ ₃₅	852	Allen2007, 155	person / 人	ɲi21kɛ35	ɲ i ₂₁ k ɛ - ₃₅ - - -
858309	zɿ₃₃	z ɿ ₃₃	1218	Allen2007, 362	there is / 有	zɿ33	z ɿ ₃₃
5990	pɔ₄₂	p ɔ ₄₂	1251	Allen2007, 395	thin,flimsy / 薄	pɔ42	p ɔ ₄₂
436024	t͡sɛ₃₁	t͡s ɛ ₃₁	929	Allen2007, 28	right(side) / 右边	tsɛ31	t͡s ɛ ₃₁
6193	t͡ɕɯ₃₃	t͡ɕ ɯ ₃₃	788	Allen2007, 458	nine / 九	tɕɯ33	t͡ɕ ɯ ₃₃
5484	se₅₅	s e ₅₅	786	Allen2007, 421	new / 新	se55	s e ₅₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Allen2007, 455	six / 六	fɤ44	f ɤ ₄₄
5616	ʃɤ₃₃	ʃ ɤ ₃₃	421	Allen2007, 135	hand / 手	ʃɤ33	ʃ ɤ ₃₃
6519	t͡sʰɛ₃₃	t͡sʰ ɛ ₃₃	1047	Allen2007, 288	sleep / 睡	tsʰɛ33	t͡sʰ ɛ ₃₃
6051	t͡sɿ₃₅	t͡s ɿ ₃₅	1106	Allen2007, 264	spit / 吐（痰）	tsɿ35	t͡s ɿ ₃₅
1173416	t͡sa₅₅t͡ɕʰi₃₁	t͡s a ₅₅ t͡ɕʰ i ₃₁	4	Allen2007, 499	all / 都	tsa55tɕʰi31	t͡s a ₅₅ t͡ɕʰ i ₃₁
5987	jɛ₃₁	j ɛ ₃₁	1000	Allen2007, 425	sharp(knife) / 快(刀)	jɛ31	j ɛ ₃₁
630453	mɯ₄₄t͡sɿ₃₃	m ɯ ₄₄ t͡s ɿ ₃₃	714	Allen2007, 80	mosquito / 蚊子	mɯ44tsɿ33	m ɯ - ₄₄ t͡s ɿ ₃₃
5481	t͡ɕi₃₁	t͡ɕ i ₃₁	197	Allen2007, 20	earth / 地	tɕi31	t͡ɕ i ₃₁
619975	kɛ₃₃	k ɛ ₃₃	867	Allen2007, 293	plant(seed) / 栽种	kɛ33	k ɛ ₃₃
5456	na₅₅	n a ₅₅	1468	Allen2007, 478	you(2 p.p.) / 你们	na55	n a ₅₅
332000	ʥy₃₃kɛ₃₃	ʥ y ₃₃ k ɛ ₃₃	739	Allen2007, 130	mouth / 嘴	ʥy33kɛ33	ʥ y ₃₃ k ɛ ₃₃ - - -
5990	mɔ₄₂	m ɔ ₄₂	1244	Allen2007, 393	fine,thin / 细	mɔ42	m ɔ ₄₂
5491	a₅₅xe₃₁	a ₅₅ x e ₃₁	1396	Allen2007, 489	what / 什么	a55xe31	a ₅₅ x e ₃₁
5475	se₅₅	s e ₅₅	436	Allen2007, 149	heart / 心	se55	s e ₅₅
1149393	na₅₅	n a ₅₅	1204	Allen2007, 486	that / 那	na55	n a ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Allen2007, 171	road / 路	tʰu33	tʰ u ₃₃
5459	nɔ₃₁	n ɔ ₃₁	1260	Allen2007, 477	you(2 p.s.) / 你	nɔ31	n ɔ ₃₁
2300	kɛ₂₁	k ɛ ₂₁	684	Allen2007, 201	meat / 肉	kɛ21	k ɛ ₂₁
411	sua₄₄	s u a ₄₄	75	Allen2007, 145	blood / 血	sua44	s u a ₄₄
5981	kɤ₄₄	k ɤ ₄₄	473	Allen2007, 87	horn / 角	kɤ44	k ɤ ₄₄
471303	t͡sɿ₅₅t͡sɔ₄₂sɯ₃₃	t͡s ɿ ₅₅ t͡s ɔ ₄₂ s ɯ ₃₃	553	Allen2007, 291	labour / 劳动	tsɿ55tsɔ42sɯ33	t͡s ɿ ₅₅ t͡s ɔ - ₄₂ s - ɯ ₃₃
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Allen2007, 275	pull / 拉	tɕi33	t͡ɕ i ₃₃
5729	mi₅₅ŋua₄₄	m i ₅₅ ŋ u a ₄₄	698	Allen2007, 3	moon / 月亮	mi55ŋua44	m i ₅₅ ŋ u a ₄₄
5991	ʔɯ₃₃	ʔ ɯ ₃₃	189	Allen2007, 261	drink / 喝	ʔɯ33	ʔ ɯ ₃₃
5946	t͡sɿ₃₃pa₃₃	t͡s ɿ ₃₃ p a ₃₃	1305	Allen2007, 131	tooth / 牙	tsɿ33pa33	t͡s ɿ ₃₃ p a ₃₃
5622	to₄₄fɛ₄₄	t o ₄₄ f ɛ ₄₄	278	Allen2007, 285	fall down / 跌倒	to44fɛ44	t o ₄₄ f ɛ ₄₄
