ID	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
314225	khil²	string [beads; sheets of paper; leaves]	v	PB-CLDB	1778	Tiddim	791
314226	khim³ > khip³	put a turban or a veil around the head	v	PB-CLDB	1778	Tiddim	792
314227	khin³	already		PB-CLDB	1778	Tiddim	793
314228	khin³	shelf		PB-CLDB	1778	Tiddim	794
314229	khin³ > khit³	finished; over	vi	PB-CLDB	1778	Tiddim	795
314230	khing² > khin³	become cooled from a hot state [e.g. cooked rice]	v	PB-CLDB	1778	Tiddim	796
314232	khiː²	necklace		PB-CLDB	1778	Tiddim	797
314233	khiːn¹	shift from one place to another (tr.)	v	PB-CLDB	1778	Tiddim	798
314234	kho?³	throw; thrust [a spear]	v	PB-CLDB	1778	Tiddim	799
314235	kho¹ hun¹	weather		PB-CLDB	1778	Tiddim	800
314236	khoi?³	touch	v	PB-CLDB	1778	Tiddim	801
314237	khoi²	nurse the sick	v	PB-CLDB	1778	Tiddim	802
314238	khol?³	give a thing to one's neighbour [as a gift] from a	v	PB-CLDB	1778	Tiddim	803
314239	khol¹	accumulate; heap up	v	PB-CLDB	1778	Tiddim	804
314240	khol³ > khol?³	do something ahead of time	v	PB-CLDB	1778	Tiddim	805
314241	khom¹	sufficient [of consumables]	vi	PB-CLDB	1778	Tiddim	806
314242	khon²	collect [of donations; offerings]	v	PB-CLDB	1778	Tiddim	807
314243	khong?³ > khot³	dismantle by dislocating joints	v	PB-CLDB	1778	Tiddim	808
314244	khong¹	free service		PB-CLDB	1778	Tiddim	809
314245	khou¹ > kho?³	hoe; farm	v	PB-CLDB	1778	Tiddim	810
314246	khou³ > khou?³	prohibit	v	PB-CLDB	1778	Tiddim	811
314247	khoː¹ khaːl¹	summer		PB-CLDB	1778	Tiddim	812
314248	khoːi²	rear an animal; let something be [e.g.to let beard	v	PB-CLDB	1778	Tiddim	813
314249	khoːl²	stop; rest	v	PB-CLDB	1778	Tiddim	814
314250	khoːm³ > khop³	gather together	v	PB-CLDB	1778	Tiddim	815
314251	khoːng¹	et cetera		PB-CLDB	1778	Tiddim	816
314252	khoːng² > khoːn³	eat up everything	v	PB-CLDB	1778	Tiddim	817
314253	khoːng³ > khot³	have a good sale	v	PB-CLDB	1778	Tiddim	818
314254	khu?³	cough	v	PB-CLDB	1778	Tiddim	819
314255	khu?³	cover with a blanket-like thing; spread a fish-net	v	PB-CLDB	1778	Tiddim	820
314256	khu³ (mit³)	eye brow		PB-CLDB	1778	Tiddim	821
314257	khua?³	wash utensils which are hollow	v	PB-CLDB	1778	Tiddim	822
314258	khua¹ ul²	sweat		PB-CLDB	1778	Tiddim	823
314259	khua² mial¹	dark		PB-CLDB	1778	Tiddim	824
314260	khua² mui²	dusk		PB-CLDB	1778	Tiddim	825
314262	khua² vaːk²	light		PB-CLDB	1778	Tiddim	826
314263	khua² ziːng²	dark		PB-CLDB	1778	Tiddim	827
314264	khuai¹	break a thing unintentionally	v	PB-CLDB	1778	Tiddim	828
314266	khuai²	bee		PB-CLDB	1778	Tiddim	829
314267	khuai² baːl¹	middle portion between honey comb and beehive whic		PB-CLDB	1778	Tiddim	830
314268	khuai² kaːi²	beehive		PB-CLDB	1778	Tiddim	831
314269	khuai² mei¹ vaːk¹	candle		PB-CLDB	1778	Tiddim	832
314270	khuai² zu¹ luːm¹	honey comb		PB-CLDB	1778	Tiddim	833
314271	khuai² zu²	honey		PB-CLDB	1778	Tiddim	834
314272	khuak¹	brain		PB-CLDB	1778	Tiddim	835
314273	khuak²	make a thing hollow by scooping out	v	PB-CLDB	1778	Tiddim	836
314274	khual²	foresighted	vi	PB-CLDB	1778	Tiddim	837
314275	khual³ mi¹	stranger		PB-CLDB	1778	Tiddim	838
314277	khuam³	pillar		PB-CLDB	1778	Tiddim	839
314278	khuang¹ > khuan¹	stretch ones legs while lying down	v	PB-CLDB	1778	Tiddim	840
314280	khuang²	drum		PB-CLDB	1778	Tiddim	841
314281	khuat¹	scratch; scratch ground [of hens]	v	PB-CLDB	1778	Tiddim	842
314282	khui³ na²	lining		PB-CLDB	1778	Tiddim	843
314283	khum¹	enclose; cage; insert	v	PB-CLDB	1778	Tiddim	844
314284	khum²	go and catch by surprise	v	PB-CLDB	1778	Tiddim	845
314285	khum²	sweet	vi	PB-CLDB	1778	Tiddim	846
314286	khum³ > khup³	score a goal [of games like football]	v	PB-CLDB	1778	Tiddim	847
314287	khum³ > khup³	wear a scarf on the head	v	PB-CLDB	1778	Tiddim	848
314288	khun³ > khut³	use a walking stick	v	PB-CLDB	1778	Tiddim	849
314289	khung² > khun³	suspend a stick or a rope horizontally [e.g. cloth	v	PB-CLDB	1778	Tiddim	850
314290	khup³	turn and keep something upside down; shut a hinged	v	PB-CLDB	1778	Tiddim	851
314291	khut³	hand		PB-CLDB	1778	Tiddim	852
314293	khut³ bom¹	palm		PB-CLDB	1778	Tiddim	853
314294	khut³ do?³	pulse (of wrist)		PB-CLDB	1778	Tiddim	854
314295	khut³ peːk¹	palm		PB-CLDB	1778	Tiddim	855
314296	khut³ pi¹	inch		PB-CLDB	1778	Tiddim	856
314297	khut³ piː¹	thumb		PB-CLDB	1778	Tiddim	857
314298	khut³ tum²	fist		PB-CLDB	1778	Tiddim	858
314300	khuː¹	smoke		PB-CLDB	1778	Tiddim	859
314301	khuː¹ > khuːt¹	come out or come up [of smoke]	v	PB-CLDB	1778	Tiddim	860
314302	khuː³ > khuk³	wear over head as a cap or umbrella	v	PB-CLDB	1778	Tiddim	861
314303	khuːi²	stitch	v	PB-CLDB	1778	Tiddim	862
314304	khuːk¹	knee		PB-CLDB	1778	Tiddim	863
314306	khuːk¹ boːk²	kneecap		PB-CLDB	1778	Tiddim	864
314307	khuːk²	roll (tr.)	v	PB-CLDB	1778	Tiddim	865
314308	khuːl¹	put something into fire [of things which take long	v	PB-CLDB	1778	Tiddim	866
314309	khuːm³ > khup³	overtake vertically [e.g. a plant growing faster t	v	PB-CLDB	1778	Tiddim	867
314310	la?³	incapable	vi	PB-CLDB	1778	Tiddim	868
314312	la¹	song		PB-CLDB	1778	Tiddim	869
314313	la²	adolescent stage of an animal		PB-CLDB	1778	Tiddim	870
314314	la³	ass		PB-CLDB	1778	Tiddim	871
314315	lai?³	change	v	PB-CLDB	1778	Tiddim	872
314317	lai²	navel		PB-CLDB	1778	Tiddim	873
314318	lai³ at¹	clerk		PB-CLDB	1778	Tiddim	874
314319	lai³ khaːk¹	letter		PB-CLDB	1778	Tiddim	875
314320	lai³ thai³	cards		PB-CLDB	1778	Tiddim	876
314321	lak³ > la?³	show	v	PB-CLDB	1778	Tiddim	877
314322	lal¹	migrate	v	PB-CLDB	1778	Tiddim	878
314323	lam¹	build	v	PB-CLDB	1778	Tiddim	879
314324	lam¹ dang¹	strange		PB-CLDB	1778	Tiddim	880
314325	lam¹ ka¹	forked road		PB-CLDB	1778	Tiddim	881
314327	lam¹ pi¹	road		PB-CLDB	1778	Tiddim	882
314328	lam³	possessions (buildings; wealth etc.)		PB-CLDB	1778	Tiddim	883
314329	lam³ > lap³	earn for one's family	v	PB-CLDB	1778	Tiddim	884
314330	lan²	sexually excited [of male animals]	vi	PB-CLDB	1778	Tiddim	885
314331	lang²	half		PB-CLDB	1778	Tiddim	886
314332	lang³ > lat³	easily visible	vi	PB-CLDB	1778	Tiddim	887
314333	lau³ huai²	harmful		PB-CLDB	1778	Tiddim	888
314334	lau³ thei³	nervous		PB-CLDB	1778	Tiddim	889
314335	laː¹ > laːk¹	take; harvest	v	PB-CLDB	1778	Tiddim	890
314336	laːi¹	fight (not a war)	v	PB-CLDB	1778	Tiddim	891
314338	laːi²	middle		PB-CLDB	1778	Tiddim	892
314340	laːi²	still		PB-CLDB	1778	Tiddim	893
314341	laːi³	paper		PB-CLDB	1778	Tiddim	894
314342	laːi³ > lai?³	clear weeds	v	PB-CLDB	1778	Tiddim	895
314343	laːk²	confess; expose something	v	PB-CLDB	1778	Tiddim	896
314344	laːm²	dance; float	v	PB-CLDB	1778	Tiddim	897
314345	laːm³ > lap³	lift; wave; dance ceremoniously carrying the head	v	PB-CLDB	1778	Tiddim	898
314346	laːn²	flag		PB-CLDB	1778	Tiddim	899
314347	laːn³ > lat³	have flared edges	v	PB-CLDB	1778	Tiddim	900
314348	laːng² > laːn³	very popular	vi	PB-CLDB	1778	Tiddim	901
314349	laːng² > laːn³	visit [of the ghost of a person who had an unnatu	v	PB-CLDB	1778	Tiddim	902
314350	laːu¹ = laːu³ > lau?³	afraid of; get scared	vi	PB-CLDB	1778	Tiddim	903
314351	le?³	return	v	PB-CLDB	1778	Tiddim	904
314352	le¹ nuai¹	armpit		PB-CLDB	1778	Tiddim	905
314353	lei?³	pour liquid into a container	v	PB-CLDB	1778	Tiddim	906
314354	lei¹	buy	v	PB-CLDB	1778	Tiddim	907
314356	lei¹	ground		PB-CLDB	1778	Tiddim	908
314357	lei¹ be¹	ground nut		PB-CLDB	1778	Tiddim	909
314358	lei¹ seːk¹	brick		PB-CLDB	1778	Tiddim	910
314359	lei¹ tung¹	world		PB-CLDB	1778	Tiddim	911
314360	lei¹ tham²	earth's surface		PB-CLDB	1778	Tiddim	912
314362	lei²	tongue		PB-CLDB	1778	Tiddim	913
314363	lei² ba²	debts		PB-CLDB	1778	Tiddim	914
314365	lei³	bridge		PB-CLDB	1778	Tiddim	915
314366	lek³	small amount		PB-CLDB	1778	Tiddim	916
314367	lek³ > le?³	play with a sword or a knife by swinging it or by	v	PB-CLDB	1778	Tiddim	917
314368	lel³ > lel?³	defeated	vi	PB-CLDB	1778	Tiddim	918
314369	lem³ > lep³	make peace; harmonize; fit by assembling [e.g. a	v	PB-CLDB	1778	Tiddim	919
314370	leng¹ > len¹	reflect	v	PB-CLDB	1778	Tiddim	920
314371	leng² moː²	orange		PB-CLDB	1778	Tiddim	921
314372	let³ > le?³	pass through; translate	v	PB-CLDB	1778	Tiddim	922
314373	leu³ leu³	again		PB-CLDB	1778	Tiddim	923
314374	leː¹ > leːt¹	wild as an animal or a bird	vi	PB-CLDB	1778	Tiddim	924
314375	leːk¹	alert	vi	PB-CLDB	1778	Tiddim	925
314376	leːk³	outweigh	v	PB-CLDB	1778	Tiddim	926
314377	leːl²	scheme; plan [old or poetic form]	v	PB-CLDB	1778	Tiddim	927
314378	leːl³	upright cane basket with four legs and a cover	n	PB-CLDB	1778	Tiddim	928
314379	leːm¹	turn over a flat thing [e.g. blanket; sheet of pap	v	PB-CLDB	1778	Tiddim	929
314380	leːm²	peel (tr.); slice	v	PB-CLDB	1778	Tiddim	930
314381	leːn³ > let³	hold hands	v	PB-CLDB	1778	Tiddim	931
314382	leːng¹	cart with three or four wheels		PB-CLDB	1778	Tiddim	932
314383	leːng¹ pei²	wheel		PB-CLDB	1778	Tiddim	933
314384	leːng² > leːn³	fly	v	PB-CLDB	1778	Tiddim	934
314385	leːng² ga?¹	grape		PB-CLDB	1778	Tiddim	935
314386	leːng² la¹	guest		PB-CLDB	1778	Tiddim	936
314387	leːng² thei¹	pineapple		PB-CLDB	1778	Tiddim	937
314388	leːp²	take out a small portion of food before the meals	v	PB-CLDB	1778	Tiddim	938
314389	leːt¹	overflow	v	PB-CLDB	1778	Tiddim	939
314391	li²	four		PB-CLDB	1778	Tiddim	940
314392	lia²	female		PB-CLDB	1778	Tiddim	941
314393	liak¹ > lia?³	lick	v	PB-CLDB	1778	Tiddim	942
314394	liam¹	overflow; go out of sight	v	PB-CLDB	1778	Tiddim	944
314395	liam²	injured	vi	PB-CLDB	1778	Tiddim	945
314396	lian¹	exactly		PB-CLDB	1778	Tiddim	946
314397	lian³ > liat³ = let³	big	vi	PB-CLDB	1778	Tiddim	947
314398	liang²	shoulder		PB-CLDB	1778	Tiddim	948
314399	liap¹	hidden by clouds [of sun]	vi	PB-CLDB	1778	Tiddim	949
314400	liau²	pay a fine	v	PB-CLDB	1778	Tiddim	950
314401	lim¹	picture		PB-CLDB	1778	Tiddim	951
314402	lim²	tasty	vi	PB-CLDB	1778	Tiddim	952
314403	lim³	as soon as		PB-CLDB	1778	Tiddim	953
314404	ling¹	women's game (variety)		PB-CLDB	1778	Tiddim	954
314406	ling²	thorn		PB-CLDB	1778	Tiddim	955
314407	ling² paːk²	rose		PB-CLDB	1778	Tiddim	956
314408	ling³ > lit³	curly as hair [of some chicken]	vi	PB-CLDB	1778	Tiddim	957
314409	lip³	scaly [as of fish]; form scales [as a leper]	vi	PB-CLDB	1778	Tiddim	958
314410	liː¹ > liːt¹	become visible [of teeth in the mouth when one smi	v	PB-CLDB	1778	Tiddim	959
314412	liː²	unmoving portion of a deep river		PB-CLDB	1778	Tiddim	960
314413	liː³ > lik³	slough off	v	PB-CLDB	1778	Tiddim	961
314414	liːk²	roll a heavy thing slowly	v	PB-CLDB	1778	Tiddim	962
314416	liːm¹	ball of thread		PB-CLDB	1778	Tiddim	963
314417	liːm²	be an expert in shooting	v	PB-CLDB	1778	Tiddim	964
314419	liːm³	shadow		PB-CLDB	1778	Tiddim	965
314420	liːng¹ > liːn¹	shiver	v	PB-CLDB	1778	Tiddim	966
314421	liːp²	lift one end of a heavy and long thing; open and p	v	PB-CLDB	1778	Tiddim	967
314423	liːt¹	leech		PB-CLDB	1778	Tiddim	968
314424	lo?³	spread [of disease; fire]	vi	PB-CLDB	1778	Tiddim	969
314425	lo?³ khaːi³	basket with handles		PB-CLDB	1778	Tiddim	970
314426	lo?³ pi¹	winnowing pan		PB-CLDB	1778	Tiddim	971
314427	lo?³ ta¹	small hand basket		PB-CLDB	1778	Tiddim	972
314428	lok³ > lo?³	shake (tr.)	v	PB-CLDB	1778	Tiddim	973
314429	lol¹	early	vi	PB-CLDB	1778	Tiddim	974
314430	lom¹	shape into a lump	v	PB-CLDB	1778	Tiddim	975
314431	lom³	piece		PB-CLDB	1778	Tiddim	976
314432	lon³ > lot³	throw	v	PB-CLDB	1778	Tiddim	977
314433	long¹	taro		PB-CLDB	1778	Tiddim	978
314434	long² > lon³	search thoroughly by removing things [e.g. searchi	v	PB-CLDB	1778	Tiddim	979
314435	long³ > lot³	uproot	v	PB-CLDB	1778	Tiddim	980
314436	lou?³	repay money; replace a borrowed or damaged object	v	PB-CLDB	1778	Tiddim	981
314437	lou¹	field		PB-CLDB	1778	Tiddim	982
314438	lou¹ > lo?³	pluck fruits or flowers	v	PB-CLDB	1778	Tiddim	983
314439	lou¹ gi¹	boundary in a field		PB-CLDB	1778	Tiddim	984
314440	lou¹ kho¹	plough	v	PB-CLDB	1778	Tiddim	985
314441	lou¹ noːl¹	edge of a field		PB-CLDB	1778	Tiddim	986
314442	lou² thaːng² kaːng²	garlic		PB-CLDB	1778	Tiddim	987
314443	lou² thaːng² san²	onion		PB-CLDB	1778	Tiddim	988
314444	lou² ui?¹ hing²	green onion		PB-CLDB	1778	Tiddim	989
314445	lou² ui?¹ kaːng²	garlic		PB-CLDB	1778	Tiddim	990
314446	lou² ui?³ san²	onion		PB-CLDB	1778	Tiddim	991
314447	lou³ > lou?³	not to be	v	PB-CLDB	1778	Tiddim	992
314448	lou³ paː¹	grass		PB-CLDB	1778	Tiddim	993
314449	loː³	basket (variety)		PB-CLDB	1778	Tiddim	994
314451	loːi²	buffalo		PB-CLDB	1778	Tiddim	995
314452	loːi³ > loi?³	abandon	v	PB-CLDB	1778	Tiddim	996
314453	loːk²	emerge slowly [esp. a banana flower]	v	PB-CLDB	1778	Tiddim	997
314455	loːm²	friend		PB-CLDB	1778	Tiddim	998
314456	loːm³ > lop³	work together	v	PB-CLDB	1778	Tiddim	999
314457	loːn³ > lot³	throw	v	PB-CLDB	1778	Tiddim	1000
314458	loːng¹ > loːn¹	touch with hands	v	PB-CLDB	1778	Tiddim	1001
314459	loːng²	long pipe like object such as a gun		PB-CLDB	1778	Tiddim	1002
314460	loːp¹	eager and hopeful	vi	PB-CLDB	1778	Tiddim	1003
314461	loːt¹	peep out through holes [e.g. potatoes in a bag wit	v	PB-CLDB	1778	Tiddim	1004
314462	loːt²	tell tales; misreport	v	PB-CLDB	1778	Tiddim	1005
314463	lu?³	burglar	v	PB-CLDB	1778	Tiddim	1006
314464	lu¹ giː¹	parting line in hair		PB-CLDB	1778	Tiddim	1007
314465	lu¹ kham¹	pillow		PB-CLDB	1778	Tiddim	1008
314466	lu¹ nget³	dandruff		PB-CLDB	1778	Tiddim	1009
314467	lu¹ zaːng²	top of head		PB-CLDB	1778	Tiddim	1010
314469	lu²	head		PB-CLDB	1778	Tiddim	1011
314470	lu?³	riot		PB-CLDB	1778	Tiddim	1012
314472	lua?³	inherit	v	PB-CLDB	1778	Tiddim	1013
314473	lua³ > luak³	vomit	v	PB-CLDB	1778	Tiddim	1014
314474	luai²	hang by hands; droop down		PB-CLDB	1778	Tiddim	1015
314475	luai³	swing		PB-CLDB	1778	Tiddim	1016
314476	luai³ > luai?³	pull down; bend down a branch; swing	v	PB-CLDB	1778	Tiddim	1017
314477	luak¹ > lua?³	take out a quantity of particulates and put it som	v	PB-CLDB	1778	Tiddim	1018
314478	luang² > luan³	flow	v	PB-CLDB	1778	Tiddim	1019
314479	lum²	shield		PB-CLDB	1778	Tiddim	1020
314480	lum²	warm	vi	PB-CLDB	1778	Tiddim	1021
314481	lum³ > lup³	lie down	v	PB-CLDB	1778	Tiddim	1022
314483	lung¹	worm		PB-CLDB	1778	Tiddim	1023
314484	lung¹ khaːp¹	caterpillar		PB-CLDB	1778	Tiddim	1024
314485	lung² sim²	temper		PB-CLDB	1778	Tiddim	1025
314487	lung² tang¹	heart		PB-CLDB	1778	Tiddim	1026
314488	luː¹ > luːk¹	have sexual intercourse	v	PB-CLDB	1778	Tiddim	1027
314489	luːi²	old	vi	PB-CLDB	1778	Tiddim	1028
314491	luːi³	stream		PB-CLDB	1778	Tiddim	1029
314492	luːi³ > lui?³	set food for somebody	v	PB-CLDB	1778	Tiddim	1030
314493	luːm¹	shaped like cabbage	vi	PB-CLDB	1778	Tiddim	1031
314494	luːp²	prepare rice beer	v	PB-CLDB	1778	Tiddim	1032
314495	luːp³	prepare rice beer for somebody	v	PB-CLDB	1778	Tiddim	1033
314496	luːt¹	confess one's mistake before it is made public	v	PB-CLDB	1778	Tiddim	1034
314497	luːt¹	enter	vi	PB-CLDB	1778	Tiddim	1035
314498	ma¹	front		PB-CLDB	1778	Tiddim	1036
314499	ma¹ saː¹ > ma¹ sak³	in front; first	vi	PB-CLDB	1778	Tiddim	1037
314500	ma¹ suan³ > ma¹ suat³	let somebody walk in front along the path	v	PB-CLDB	1778	Tiddim	1038
314502	ma²	before		PB-CLDB	1778	Tiddim	1039
314503	ma?³ ma?³	very		PB-CLDB	1778	Tiddim	1040
314504	mai?³	plaster with mud	v	PB-CLDB	1778	Tiddim	1041
314505	mai¹	grope; feel for with the hands	v	PB-CLDB	1778	Tiddim	1042
314506	mak³	pungent		PB-CLDB	1778	Tiddim	1043
314507	mak³	ten million		PB-CLDB	1778	Tiddim	1044
314508	mal?³	swell and become fluffy after soaking [of particul	v	PB-CLDB	1778	Tiddim	1045
314509	mal¹	alone; be separate [of particles eg. cooked rice;	vi	PB-CLDB	1778	Tiddim	1046
314510	mal²	clean by removing unwanted parts [of vegetables];	v	PB-CLDB	1778	Tiddim	1047
314511	man¹	free from engagement; finish	vi	PB-CLDB	1778	Tiddim	1048
314512	man¹ laːng¹	quick		PB-CLDB	1778	Tiddim	1049
314513	man² > mat³	catch; sticky	v	PB-CLDB	1778	Tiddim	1050
314514	man³	cost	v	PB-CLDB	1778	Tiddim	1051
314515	man³ tam¹	expensive		PB-CLDB	1778	Tiddim	1052
314516	man³ taː²	brinjal		PB-CLDB	1778	Tiddim	1053
314517	man³ toːm³	cheap		PB-CLDB	1778	Tiddim	1054
314519	mang¹	dream		PB-CLDB	1778	Tiddim	1055
314520	mang¹ > man¹	lost; disappear	vi	PB-CLDB	1778	Tiddim	1056
314521	mang²	sticky		PB-CLDB	1778	Tiddim	1057
314522	mang² > man³	obey	v	PB-CLDB	1778	Tiddim	1058
314523	mat³	mark		PB-CLDB	1778	Tiddim	1059
314525	maːi¹	face; front		PB-CLDB	1778	Tiddim	1060
314526	maːi¹ kha¹	next month		PB-CLDB	1778	Tiddim	1061
314527	maːi²	disappear completely	v	PB-CLDB	1778	Tiddim	1062
314529	maːi²	pumpkin		PB-CLDB	1778	Tiddim	1063
314531	maːi² |mom¹	spider		PB-CLDB	1778	Tiddim	1064
314533	maːk¹ (pa¹)	daughter's husband		PB-CLDB	1778	Tiddim	1065
314534	maːm²	straight	vi	PB-CLDB	1778	Tiddim	1066
314535	maːn¹	photograph		PB-CLDB	1778	Tiddim	1067
314536	maːn¹ daːt¹	tent		PB-CLDB	1778	Tiddim	1068
314537	maːn²	glass		PB-CLDB	1778	Tiddim	1069
314538	maːn²	true	vi	PB-CLDB	1778	Tiddim	1070
314539	maːng² > maːn³	rule; not to work but lead an easy life	v	PB-CLDB	1778	Tiddim	1071
314540	maːng² bu?¹	wheat		PB-CLDB	1778	Tiddim	1072
314541	maːp¹	exempt; forgive	v	PB-CLDB	1778	Tiddim	1073
314542	maːt¹	smooth; flattened [eg. clay]	vi	PB-CLDB	1778	Tiddim	1074
314543	maːt²	twenty-five paise		PB-CLDB	1778	Tiddim	1075
314545	maːu²	bamboo (variety)		PB-CLDB	1778	Tiddim	1076
314546	me¹ no¹ zom²	ring finger		PB-CLDB	1778	Tiddim	1077
314547	me²	finger		PB-CLDB	1778	Tiddim	1078
314548	me?³	curry		PB-CLDB	1778	Tiddim	1079
314549	me?³ te?³	vegetable		PB-CLDB	1778	Tiddim	1080
314550	me?³ thuːk¹	tomato		PB-CLDB	1778	Tiddim	1081
314551	me?³ zaː²	spices		PB-CLDB	1778	Tiddim	1082
314553	mei¹	fire		PB-CLDB	1778	Tiddim	1083
314555	mei¹	tail		PB-CLDB	1778	Tiddim	1084
314556	mei¹ giːt¹	matches		PB-CLDB	1778	Tiddim	1085
314557	mei¹ hol¹	charcoal		PB-CLDB	1778	Tiddim	1086
314558	mei¹ khaː¹	part of house		PB-CLDB	1778	Tiddim	1087
314559	mei¹ khuat¹	lamp		PB-CLDB	1778	Tiddim	1088
314561	mei¹ khuː¹	smoke		PB-CLDB	1778	Tiddim	1089
314562	mei¹ khuːk²	hearth		PB-CLDB	1778	Tiddim	1090
314563	mei¹ ma²	wound		PB-CLDB	1778	Tiddim	1091
314564	mei¹ paːm²	part of house		PB-CLDB	1778	Tiddim	1092
314565	mei¹ phual² pi¹	camp fire		PB-CLDB	1778	Tiddim	1093
314566	mei¹ sak³	part of house		PB-CLDB	1778	Tiddim	1094
314567	mei¹ vaːk¹	lamp		PB-CLDB	1778	Tiddim	1095
314568	mei²	cloud		PB-CLDB	1778	Tiddim	1096
314570	mei² tei²	peach; plum		PB-CLDB	1778	Tiddim	1097
314571	mei³ doːi¹	timid		PB-CLDB	1778	Tiddim	1098
314573	mei³ gong¹ (nu¹)	widow		PB-CLDB	1778	Tiddim	1099
314574	men¹	have a crying face	v	PB-CLDB	1778	Tiddim	1100
314575	meng² > men³	have a feeling of being overpowered by a ghost dur	v	PB-CLDB	1778	Tiddim	1101
314576	meːi² kaːi²	cloudy		PB-CLDB	1778	Tiddim	1102
314577	meːk²	massage; knead; strangle	v	PB-CLDB	1778	Tiddim	1103
314578	meːng²	stem		PB-CLDB	1778	Tiddim	1104
314579	meːng² > meːn³	sprout buds; branches; leaves	v	PB-CLDB	1778	Tiddim	1105
314580	meːt¹	shave; cut hair; pare the skin [of apples; cucumbe	v	PB-CLDB	1778	Tiddim	1106
314581	meːt²	get profit	v	PB-CLDB	1778	Tiddim	1107
314583	mi¹	people		PB-CLDB	1778	Tiddim	1108
314584	mi¹ gi¹	kind		PB-CLDB	1778	Tiddim	1109
314585	mi¹ hing²	human being		PB-CLDB	1778	Tiddim	1110
314586	mi¹ lim²	doll		PB-CLDB	1778	Tiddim	1111
314587	mi¹ nam¹	nation		PB-CLDB	1778	Tiddim	1112
314588	mi¹ si²	dead		PB-CLDB	1778	Tiddim	1113
314589	mial¹	dark	vi	PB-CLDB	1778	Tiddim	1114
314590	min²	cooked; ripe	vi	PB-CLDB	1778	Tiddim	1115
314592	min²	name		PB-CLDB	1778	Tiddim	1116
314593	min² no¹	nickname		PB-CLDB	1778	Tiddim	1117
314594	mit khu³	eye brow		PB-CLDB	1778	Tiddim	1118
314596	mit³	eye		PB-CLDB	1778	Tiddim	1119
314597	mit³ kua³	eye socket		PB-CLDB	1778	Tiddim	1120
314598	mit³ khuː³	eyebrow		PB-CLDB	1778	Tiddim	1121
314599	miː¹ phu²	stove		PB-CLDB	1778	Tiddim	1122
314600	miː² pe¹	ground nut		PB-CLDB	1778	Tiddim	1123
314602	miːk³ si²	ant		PB-CLDB	1778	Tiddim	1124
314603	mo?³	sin	v	PB-CLDB	1778	Tiddim	1125
314604	mo¹ nu¹	son's wife		PB-CLDB	1778	Tiddim	1126
314606	mo²	son's wife		PB-CLDB	1778	Tiddim	1127
314607	mo?³	cake		PB-CLDB	1778	Tiddim	1128
314608	moi²	young and tender	v	PB-CLDB	1778	Tiddim	1129
314609	mom¹ pi¹	webless spider		PB-CLDB	1778	Tiddim	1130
314610	mong² laː²	lettuce		PB-CLDB	1778	Tiddim	1131
314611	moːl¹	blunt; dull; simple as a person	vi	PB-CLDB	1778	Tiddim	1132
314612	moːl³	elephant's trunk		PB-CLDB	1778	Tiddim	1133
314615	moːng²	banyan tree		PB-CLDB	1778	Tiddim	1134
314617	mu¹ lu¹ kol?³	vulture		PB-CLDB	1778	Tiddim	1135
314618	mu¹ sa¹ neː¹	vulture		PB-CLDB	1778	Tiddim	1136
314620	mu¹ si¹	hawk		PB-CLDB	1778	Tiddim	1137
314622	mu¹ vaːn¹ laːi²	eagle		PB-CLDB	1778	Tiddim	1138
314624	mu²	bird of prey		PB-CLDB	1778	Tiddim	1139
314625	muai¹ zaː² pha?³	mattress		PB-CLDB	1778	Tiddim	1140
314626	muai¹ zaː² sil?³	quilt		PB-CLDB	1778	Tiddim	1141
314627	muak¹ > mua?	welcome; greet	v	PB-CLDB	1778	Tiddim	1142
314629	mual²	hill		PB-CLDB	1778	Tiddim	1143
314630	muam²	hold in the mouth	v	PB-CLDB	1778	Tiddim	1144
314631	muam³ > mop³	feed mouth to mouth [e.g. a mother to an infant]	v	PB-CLDB	1778	Tiddim	1145
314632	muan¹ huai¹	safe		PB-CLDB	1778	Tiddim	1146
314633	muang² > muan³	trust	v	PB-CLDB	1778	Tiddim	1147
314634	muat¹	rot; decay	v	PB-CLDB	1778	Tiddim	1148
314636	mui¹	loom		PB-CLDB	1778	Tiddim	1149
314638	mul¹	hair; feather		PB-CLDB	1778	Tiddim	1150
314640	mun³	place		PB-CLDB	1778	Tiddim	1151
314641	mun³ phia?³	broom		PB-CLDB	1778	Tiddim	1152
314642	muː³ > mu?³	see	v	PB-CLDB	1778	Tiddim	1153
314644	muːk³	beak; lip		PB-CLDB	1778	Tiddim	1154
314646	muːk³ mul¹	moustache		PB-CLDB	1778	Tiddim	1155
314647	muːk³ tum¹	whistle		PB-CLDB	1778	Tiddim	1156
314648	muːt¹	blow with mouth	v	PB-CLDB	1778	Tiddim	1157
314650	na²	painful		PB-CLDB	1778	Tiddim	1158
314652	na³ sem³	work		PB-CLDB	1778	Tiddim	1159
314653	na³ sep³	occupation		PB-CLDB	1778	Tiddim	1160
314654	na?³ tang¹	banana		PB-CLDB	1778	Tiddim	1161
314655	nai²	hour; watch		PB-CLDB	1778	Tiddim	1162
314657	nam¹	bamboo head band		PB-CLDB	1778	Tiddim	1163
314658	nam¹ min²	surname		PB-CLDB	1778	Tiddim	1164
314659	nam¹ sau¹	sword		PB-CLDB	1778	Tiddim	1165
