rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
500086	ɓa(a)ŋ ⪤ pa(a)ŋ	WALL / FLANK / SIDE		KVB-PKC	1920	*Chin	55
500087	ɓual	WALLOW / LAKE		KVB-PKC	1920	*Chin	56
500088	ɓia	WORD		KVB-PKC	1920	*Chin	57
500089	ɓuan	WRESTLE		KVB-PKC	1920	*Chin	58
500090	ɓaa	YAM		KVB-PKC	1920	*Chin	59
500091	ɗeeŋ ⪤ ɗeek	ALMOST		KVB-PKC	1920	*Chin	60
500092	ɗaay	BIRD-LIME		KVB-PKC	1920	*Chin	61
500093	ɗum	BLACK / BLUE		KVB-PKC	1920	*Chin	62
500094	ɗaar	BRASS / BELL		KVB-PKC	1920	*Chin	63
500095	ɗuk	BRUISE (v.) / PINCH		KVB-PKC	1920	*Chin	64
500096	ɗoon	BUILD / SPAN (v.) / STACK		KVB-PKC	1920	*Chin	65
500097	ɗaay	CALM / COOL / QUIET / SILENT		KVB-PKC	1920	*Chin	66
500098	ɗiʔ	CEASE / FINISH / VANISH		KVB-PKC	1920	*Chin	67
500099	ɗooy	CHARM / MAGIC / LURE		KVB-PKC	1920	*Chin	68
500100	ɗooy	CHASE / PURSUE		KVB-PKC	1920	*Chin	69
500101	ɗaan	CODE / CUSTOM / METHOD / WAY		KVB-PKC	1920	*Chin	70
500102	ɗoŋ ⪤ toŋ	CUBIT		KVB-PKC	1920	*Chin	71
500103	ɗaam	DAMP / MOIST		KVB-PKC	1920	*Chin	72
500105	ɗe(e)p	DENTED		KVB-PKC	1920	*Chin	74
500106	ɗaay	DEW / MOIST		KVB-PKC	1920	*Chin	75
500107	ɗok-I, ɗoʔ-II	DRAW / PULL		KVB-PKC	1920	*Chin	76
500108	ɗoon	DRINK		KVB-PKC	1920	*Chin	77
500109	ka- ⪤ kha-ɗii	DROOL / DRIBBLE		KVB-PKC	1920	*Chin	78
500110	ɗu(u)y ⪤ tu(u)y	EGG		KVB-PKC	1920	*Chin	79
500111	ɗaw	ENTERTAIN / FEED / PROVIDE (hospitality)		KVB-PKC	1920	*Chin	80
500112	ɗaŋ-I, ɗaŋʔ-II	FEED / ENTERTAIN / SUPPLY		KVB-PKC	1920	*Chin	81
500113	ɗim	FULL		KVB-PKC	1920	*Chin	82
500114	ɗiŋ	FUTURE MARKER		KVB-PKC	1920	*Chin	83
500115	ɗum	GARDEN		KVB-PKC	1920	*Chin	84
500116	ɗap	GROPE		KVB-PKC	1920	*Chin	85
500117	ɗook ⪤ ɗuuk	GULP / SWALLOW		KVB-PKC	1920	*Chin	86
500118	ɗeeŋ-I, ɗeen-II	HAMMER / BEAT / HIT / PELT		KVB-PKC	1920	*Chin	87
500119	ɗam	HEALTHY / WELL		KVB-PKC	1920	*Chin	88
500120	ɗooŋ	HOUSEHOLD / FAMILY		KVB-PKC	1920	*Chin	89
500122	ɗoot	JAB / PIERCE / STAB		KVB-PKC	1920	*Chin	91
500123	ɗuŋ ⪤ tuŋ	LENGTH		KVB-PKC	1920	*Chin	92
500124	ɗom-I, ɗomʔ-II	LIFT / SUPPORT		KVB-PKC	1920	*Chin	93
500125	ɗay	LIGHT / DAYLIGHT		KVB-PKC	1920	*Chin	94
500126	ɗua-I, ɗuat-II	LOVE / DOTE / TEND		KVB-PKC	1920	*Chin	95
500127	ɗoŋ-I, ɗon-II	MEET / WELCOME / RECEIVE / COLLECT		KVB-PKC	1920	*Chin	96
500128	ɗaw	OPPOSE / FIGHT		KVB-PKC	1920	*Chin	97
500129	ɗaŋ	OTHER / ALIAS		KVB-PKC	1920	*Chin	98
500131	ɗil	POND / LAKE		KVB-PKC	1920	*Chin	100
500133	ɗaal	PREVENT / PROTECT		KVB-PKC	1920	*Chin	102
500134	ɗuŋ	REAR / BACK		KVB-PKC	1920	*Chin	103
500135	ɗiim	REST / END		KVB-PKC	1920	*Chin	104
500136	ɗal ⪤ ɗan	SEPARATE		KVB-PKC	1920	*Chin	105
500137	ɗor	SHADOW (v.)		KVB-PKC	1920	*Chin	106
500138	ɗeʔ	SQUASH / PRESS		KVB-PKC	1920	*Chin	107
500139	ɗiŋ-I, ɗin-II	STAND / STOP		KVB-PKC	1920	*Chin	108
500140	ɗayʔ	SUFFICE / ENOUGH		KVB-PKC	1920	*Chin	109
500141	ɗolʔ	SWALLOW		KVB-PKC	1920	*Chin	110
500142	ɗii	THATCH		KVB-PKC	1920	*Chin	111
500143	ɗo(o)ŋ	TIP / END / SPROUT		KVB-PKC	1920	*Chin	112
500145	ɗik ⪤ ɗiŋ	TRUE / RIGHT / STRAIGHT		KVB-PKC	1920	*Chin	114
500146	ɗaŋ	UVULA / PALATE		KVB-PKC	1920	*Chin	115
500147	ɗuʔ	WANT / CRAVE / LACK		KVB-PKC	1920	*Chin	116
500148	puʔ	ACCUSE		KVB-PKC	1920	*Chin	117
500149	pawʔ	ANY / EVERY		KVB-PKC	1920	*Chin	118
500150	poŋ-I, pon-II; puŋ-I, pun-II	ASSEMBLE / GATHER / PUT TOGETHER		KVB-PKC	1920	*Chin	119
500151	puy	AUGMENTATIVE		KVB-PKC	1920	*Chin	120
500152	pool	BAND / GROUP / CHURCH		KVB-PKC	1920	*Chin	121
500153	paa-laak	BAT		KVB-PKC	1920	*Chin	122
500154	poo	BELLY / STOMACH		KVB-PKC	1920	*Chin	123
500155	pet-I, peʔ-II	BITE		KVB-PKC	1920	*Chin	124
500156	puan	BLANKET / COVER / GARMENT		KVB-PKC	1920	*Chin	125
500157	puak-I, puaʔ-II	BLAST / BURST / EXPLODE		KVB-PKC	1920	*Chin	126
500158	puar	BLOAT / ARROGANT / FULL / SWELL		KVB-PKC	1920	*Chin	127
500159	pum	BODY / STOMACH / BELLY		KVB-PKC	1920	*Chin	128
500160	piaŋ-I, pian-II	BORN (be)		KVB-PKC	1920	*Chin	129
500161	pua-I, puak-II	CARRY (on back)		KVB-PKC	1920	*Chin	130
500162	puu-I, put-II	CARRY (on shoulder)		KVB-PKC	1920	*Chin	131
500163	paay-I, payʔ-II	CAST / THROW		KVB-PKC	1920	*Chin	132
500165	poot ⪤ puut	COME OUT / EMERGE / PROTRUDE		KVB-PKC	1920	*Chin	134
500166	paay ⪤ pooy	CONCEIVE / CARRY (close to the body)		KVB-PKC	1920	*Chin	135
500167	peʔ	CONNECT / JOIN / LINK		KVB-PKC	1920	*Chin	136
500168	paaŋ	COTTON		KVB-PKC	1920	*Chin	137
500169	pim ⪤ pem	DEFLATED / DENTED		KVB-PKC	1920	*Chin	138
500170	pial	DEVIATE / AVOID / STRAY		KVB-PKC	1920	*Chin	139
500171	pa(a)m ⪤ pha(a)m	DIE / WASTED		KVB-PKC	1920	*Chin	140
500172	puur	DIP		KVB-PKC	1920	*Chin	141
500174	pom	EMBRACE / ACCEPT / HUG		KVB-PKC	1920	*Chin	143
500175	puur	FALL / UPROOT		KVB-PKC	1920	*Chin	144
500176	paa	FATHER		KVB-PKC	1920	*Chin	145
500177	pat	FIBER / COTTON / THREAD		KVB-PKC	1920	*Chin	146
500178	paar	FLOWER		KVB-PKC	1920	*Chin	147
500179	pia-I, piak-II	GIVE / OFFER / ASSIGN / PRESENT		KVB-PKC	1920	*Chin	148
500181	puu	GRANDFATHER		KVB-PKC	1920	*Chin	150
500182	pii	GRANDMOTHER		KVB-PKC	1920	*Chin	151
500183	peem	IMMIGRATE / MIGRATE		KVB-PKC	1920	*Chin	152
500185	paa	MALE		KVB-PKC	1920	*Chin	154
500186	poy	MATTER (v.) / SERIOUS		KVB-PKC	1920	*Chin	155
500187	polʔ	MIX / MINGLE		KVB-PKC	1920	*Chin	156
500188	paa	MUSHROOM / FUNGUS / TOADSTOOL		KVB-PKC	1920	*Chin	157
500189	puul	PLAGUE / EPIDEMICS		KVB-PKC	1920	*Chin	158
500190	pu(u)m	RAFT		KVB-PKC	1920	*Chin	159
500191	pum	ROUND / SPHERICAL		KVB-PKC	1920	*Chin	160
500193	pet	SPRING / SPRINT		KVB-PKC	1920	*Chin	162
500194	pooŋ	SURROUNDING / VICINITY		KVB-PKC	1920	*Chin	163
500195	paa	THIN		KVB-PKC	1920	*Chin	164
500196	pan ⪤ pam	THIN / LANK / SPARSE		KVB-PKC	1920	*Chin	165
500198	pal	WADE / PASS BY / TREAD ON / WALK ON		KVB-PKC	1920	*Chin	167
500199	paʔ ⪤ phaʔ	WHILE		KVB-PKC	1920	*Chin	168
500200	θaa-/naaw-paŋ	YOUNG / CHILD	n	KVB-PKC	1920	*Chin	169
500201	tam	ABUNDANT / MANY / PLENTY		KVB-PKC	1920	*Chin	170
500202	tak	ACTUAL / REAL		KVB-PKC	1920	*Chin	171
500203	took	ADEQUACY / SUFFICIENCY		KVB-PKC	1920	*Chin	172
500204	tay-I, tayʔ-II	ADZE (v.) / SHARP		KVB-PKC	1920	*Chin	173
500205	tum	AIM / ASPIRE / INTEND		KVB-PKC	1920	*Chin	174
500206	tan	AMPUTATE / CUT / CROSS (cf. shortcut)		KVB-PKC	1920	*Chin	175
500208	tuay	BAMBOO-SHOOT		KVB-PKC	1920	*Chin	177
500209	tuam	BANDAGE / BIND / COVER / WRAP		KVB-PKC	1920	*Chin	178
500210	taay	BEER RESIDUE		KVB-PKC	1920	*Chin	179
500211	tum	BLOCK	n	KVB-PKC	1920	*Chin	180
500212	tak-shaa	BODY		KVB-PKC	1920	*Chin	181
500213	too	BOTTOM / ANUS / BUTTOCK / END		KVB-PKC	1920	*Chin	182
500214	tan	CALF (of leg)		KVB-PKC	1920	*Chin	183
500215	tuak	CALCULATE / COUNT / TALLY		KVB-PKC	1920	*Chin	184
500216	toop	CEASE / END / STOP		KVB-PKC	1920	*Chin	185
500217	tum	CLENCH		KVB-PKC	1920	*Chin	186
500218	taay-maa	DILIGENT / ACTIVE		KVB-PKC	1920	*Chin	187
500219	tuaʔ	DO / MAKE / WORK		KVB-PKC	1920	*Chin	188
500220	tum	DRUM (v.) / PLAY (instruments)		KVB-PKC	1920	*Chin	189
500221	tuar ⪤ thuar	ENDURE / SUFFER / TOLERATE		KVB-PKC	1920	*Chin	190
500223	tuŋ-I, tun-II	ERECT / POST / VERTICAL		KVB-PKC	1920	*Chin	192
500224	tin	EVERY / EACH / ALL		KVB-PKC	1920	*Chin	193
500225	tulʔ	FEED		KVB-PKC	1920	*Chin	194
500226	tap	FIREPLACE / HEARTH		KVB-PKC	1920	*Chin	195
500227	tak	FLESH		KVB-PKC	1920	*Chin	196
500228	tual	FRONTYARD / FELLOW (villager)		KVB-PKC	1920	*Chin	197
500229	tik-I, tiʔ-II	FUEL / ADD (to fire)		KVB-PKC	1920	*Chin	198
500230	taʔ	GAUGE / MEASURE		KVB-PKC	1920	*Chin	199
500231	tuu	GRANDCHILD / NEPHEW / NIECE		KVB-PKC	1920	*Chin	200
500232	tuu	HOE	n	KVB-PKC	1920	*Chin	201
500233	taat	HONE / RUB / SHARPEN		KVB-PKC	1920	*Chin	202
500237	tok	MEDDLE / PICK AT / TOUCH		KVB-PKC	1920	*Chin	206
500239	tuy	MELT / LIQUEFY		KVB-PKC	1920	*Chin	208
500241	tiit	MUSCLE		KVB-PKC	1920	*Chin	210
500242	tin	NAIL / CLAW / HOOF		KVB-PKC	1920	*Chin	211
500243	tewʔ	NIBBLE / BITE / GNAW		KVB-PKC	1920	*Chin	212
500244	tuu	NOW		KVB-PKC	1920	*Chin	213
500245	tar	OLD / SENILE		KVB-PKC	1920	*Chin	214
500246	tuak ⪤ tuaʔ	PAIR / COUPLE		KVB-PKC	1920	*Chin	215
500247	tel	PARTICIPATE / INCLUDE / JOIN		KVB-PKC	1920	*Chin	216
500248	tuur	POISON		KVB-PKC	1920	*Chin	217
500249	taar	POST / PUT ON (the wall) / HANG UP		KVB-PKC	1920	*Chin	218
500250	tiam	PROMISE / VOW		KVB-PKC	1920	*Chin	219
500251	toon	PUSH		KVB-PKC	1920	*Chin	220
500252	tuu	RELATIVIZER (who, which)		KVB-PKC	1920	*Chin	221
500253	taaŋ	REMAIN		KVB-PKC	1920	*Chin	222
500254	tom	RETRACTED / CONTRACTED		KVB-PKC	1920	*Chin	223
500255	taw	SCOLD		KVB-PKC	1920	*Chin	224
500256	tuu	SHEEP		KVB-PKC	1920	*Chin	225
500257	tooy	SHORT / BRIEF		KVB-PKC	1920	*Chin	226
500258	taw	SIT / SQUAT		KVB-PKC	1920	*Chin	227
500259	tia	SIZE		KVB-PKC	1920	*Chin	228
500260	tuul ⪤ thuul	SKEWER / SPIT		KVB-PKC	1920	*Chin	229
500261	tool-I, tolʔ-II	SLIDE / BACKSLIDE / GLIDE	v.i.	KVB-PKC	1920	*Chin	230
500262	teŋ	SLIP / FALL DOWN		KVB-PKC	1920	*Chin	231
500263	tuʔ	SOW / PLANT (v.)		KVB-PKC	1920	*Chin	232
500264	tiaŋ	SPEAR / STICK		KVB-PKC	1920	*Chin	233
500266	tuu-I, tuk-II	STRIKE / FIGHT		KVB-PKC	1920	*Chin	235
500267	tiam ⪤ tiap	TASTE / TEST		KVB-PKC	1920	*Chin	236
500268	tuuy	TASTY / DELICIOUS		KVB-PKC	1920	*Chin	237
500269	til	TESTICLE / SCROTUM		KVB-PKC	1920	*Chin	238
500270	tik	TIME		KVB-PKC	1920	*Chin	239
500273	taay	WAIST		KVB-PKC	1920	*Chin	242
500274	tuy	WATER / FLUID / LIQUID		KVB-PKC	1920	*Chin	243
500275	tak-I, taʔ-II	WEAVE / PLAIT		KVB-PKC	1920	*Chin	244
500276	tay	WIN / OVERCOME		KVB-PKC	1920	*Chin	245
500277	tom ⪤ tum	WRAP / ENVELOP		KVB-PKC	1920	*Chin	246
500278	kop	ADHERE / STICK TO		KVB-PKC	1920	*Chin	247
500279	kiaŋ	ADJACENT / BESIDE / NEAR		KVB-PKC	1920	*Chin	248
500280	kum	AGE / YEAR		KVB-PKC	1920	*Chin	249
500281	koŋ	ALLEY / LANE / PATH / ROAD		KVB-PKC	1920	*Chin	250
500282	kil	ANGLE / CORNER		KVB-PKC	1920	*Chin	251
500283	ka(a)y ⪤ ka(a)l	ASCEND / CLIMB UP		KVB-PKC	1920	*Chin	252
500284	kaŋ	BAKE / FRY / ROAST		KVB-PKC	1920	*Chin	253
500285	kolʔ	BALD / BARREN		KVB-PKC	1920	*Chin	254
500288	kuun	BEND / DROOP / STOOP		KVB-PKC	1920	*Chin	257
500289	kuay	BEND OVER		KVB-PKC	1920	*Chin	258
500290	kar ⪤ kal	BETWEEN		KVB-PKC	1920	*Chin	259
500291	kaaŋ-I, kaŋʔ ⪤ kan-II	BURN / BLAZE		KVB-PKC	1920	*Chin	260
500292	kek-I, keʔ-II	BURST / EXPLODE / LEAK / RUPTURE		KVB-PKC	1920	*Chin	261
500293	kaw	CALL / SHOUT		KVB-PKC	1920	*Chin	262
500294	kol	CARE / TAKE CARE / SUPERVISE		KVB-PKC	1920	*Chin	263
500296	kaa ⪤ khaa	CHIN / JAW (lower)		KVB-PKC	1920	*Chin	265
500297	kup	CIRCLE / EMBRACE		KVB-PKC	1920	*Chin	266
500298	kual	COIL / LOOP		KVB-PKC	1920	*Chin	267
500299	kim	COMPLETE / FULL		KVB-PKC	1920	*Chin	268
500300	kak	CRACK / REND / SPLIT		KVB-PKC	1920	*Chin	269
500301	kir	CURL		KVB-PKC	1920	*Chin	270
500302	kooy	CURVE / CROOKED		KVB-PKC	1920	*Chin	271
500303	kiam	DECREASE / SUBSIDE		KVB-PKC	1920	*Chin	272
500304	kot	DOOR / GATE		KVB-PKC	1920	*Chin	273
500305	kuuy	DROOP		KVB-PKC	1920	*Chin	274
500306	kaŋ-I, kan-II	DRY UP / EVAPORATE		KVB-PKC	1920	*Chin	275
500307	ki(i)w	ELBOW		KVB-PKC	1920	*Chin	276
500308	kooy	EMBRACE		KVB-PKC	1920	*Chin	277
500309	kaa	ENTRANCE / MOUTH		KVB-PKC	1920	*Chin	278
500310	kom	FELLOWSHIP (have) / ASSOCIATE		KVB-PKC	1920	*Chin	279
500311	kol	FETTER / YOKE		KVB-PKC	1920	*Chin	280
500312	kut- ⪤ khut-tum	FIST		KVB-PKC	1920	*Chin	281
500314	kee ⪤ khee	FOOT / LEG		KVB-PKC	1920	*Chin	283
500315	kiaw	FRY		KVB-PKC	1920	*Chin	284
500316	kal	GO / PACE / WALK		KVB-PKC	1920	*Chin	285
500317	keel	GOAT		KVB-PKC	1920	*Chin	286
500318	kut ⪤ khut|	HAND		KVB-PKC	1920	*Chin	287
500319	kaay-I, kayʔ-II	HOLD / PULL		KVB-PKC	1920	*Chin	288
500320	kua	HOLE / BURROW / CAVITY		KVB-PKC	1920	*Chin	289
500321	kuar	HOLLOW / SUNKEN		KVB-PKC	1920	*Chin	290
500322	kii	HORN		KVB-PKC	1920	*Chin	291
500323	wa-kok ⪤ -ʔok	HORNBILL		KVB-PKC	1920	*Chin	292
500324	kuul	HUNCHBACKED		KVB-PKC	1920	*Chin	293
500326	kay ⪤ kay-maʔ	I / ME / MY		KVB-PKC	1920	*Chin	295
500327	kooy	KEEP		KVB-PKC	1920	*Chin	296
500328	kal	KIDNEY		KVB-PKC	1920	*Chin	297
500329	kuup ⪤ khuup ⪤ khuuk	KNEE		KVB-PKC	1920	*Chin	298
500330	kaay- ⪤ ŋaay-kuaŋ|	LOBSTER / PRAWN / SHRIMP		KVB-PKC	1920	*Chin	299
500331	kooŋ ⪤ kuuŋ	LOIN / WAIST		KVB-PKC	1920	*Chin	300
500332	kam	MOUTH		KVB-PKC	1920	*Chin	301
500333	kua	NINE		KVB-PKC	1920	*Chin	302
500334	kop	PAIR / COUPLE		KVB-PKC	1920	*Chin	303
500335	kaar	PART / SEPARATE		KVB-PKC	1920	*Chin	304
500336	sha-|kuʔ	PORCUPINE		KVB-PKC	1920	*Chin	305
500337	kiir	RETURN		KVB-PKC	1920	*Chin	306
500339	kam	SET (trap) / PROP UP		KVB-PKC	1920	*Chin	308
500340	kaap	SHOOT		KVB-PKC	1920	*Chin	309
500341	mik-kuu-I, -kuk-II	SLEEPY		KVB-PKC	1920	*Chin	310
500342	kaap ⪤ khaap	SPAN / HANDSPAN	n	KVB-PKC	1920	*Chin	311
500343	ka(a)y	SQUINT (eyes)		KVB-PKC	1920	*Chin	312
500344	ku(u)ŋ	STALK / TREE / TRUNK		KVB-PKC	1920	*Chin	313
500345	koŋ	STORY / ABOUT (something)		KVB-PKC	1920	*Chin	314
500346	kul-I, kulʔ-II	SURROUND / CONFINE		KVB-PKC	1920	*Chin	315
500348	kay	TIGER		KVB-PKC	1920	*Chin	317
500349	kalʔ	TRANSVERSE / BOLT (shut) / CONTRADICT		KVB-PKC	1920	*Chin	318
500350	kuaŋ	TROUGH / BOX / TRAY		KVB-PKC	1920	*Chin	319
500351	kul	TWENTY		KVB-PKC	1920	*Chin	320
500352	kuam	VALLEY		KVB-PKC	1920	*Chin	321
500354	koy ⪤ khoy ⪤ hoy	WHERE		KVB-PKC	1920	*Chin	323
500355	kaaw	WIDE / OPEN		KVB-PKC	1920	*Chin	324
500356	phal	ALLOW / ACCEDE / LET / PERMIT		KVB-PKC	1920	*Chin	325
500357	phaa-I, phaak-II	ARRIVE / REACH / ATTAIN		KVB-PKC	1920	*Chin	326
500358	phak	ASTRINGENT (tase)		KVB-PKC	1920	*Chin	327
500359	phuum	BURY / COVER / IMMERGE		KVB-PKC	1920	*Chin	328
500360	pha-|lep	BUTTERFLY		KVB-PKC	1920	*Chin	329
500361	phur ⪤ phor	CARRY (on back)		KVB-PKC	1920	*Chin	330
500362	phuak-I, phuaʔ-II	COMPOSE / NAME (v.) / MAKE UP		KVB-PKC	1920	*Chin	331
500363	phuŋ	CUSTOM / BEHAVIOR / RITES		KVB-PKC	1920	*Chin	332
500364	phuu	DEBT		KVB-PKC	1920	*Chin	333
500366	phun ⪤ phut	ERECT / PITCH / PLANT (v.) / POST		KVB-PKC	1920	*Chin	335
500367	phul ⪤ phol	EXHUME / TAKE OUT		KVB-PKC	1920	*Chin	336
500368	phaw	EXPOSE / SPREAD OUT		KVB-PKC	1920	*Chin	337
500369	phalʔ	EXTINGUISH (fire)		KVB-PKC	1920	*Chin	338
500370	phuur	FELL / UPROOT		KVB-PKC	1920	*Chin	339
500371	phuul	FOAM / OVERFLOW / BUBBLE / BOIL (v.)		KVB-PKC	1920	*Chin	340
500372	phuay	FRAY / RUB / SCRATCH		KVB-PKC	1920	*Chin	341
500373	phun	GRUMBLE / MURMUR		KVB-PKC	1920	*Chin	342
500374	phay	HORIZONTAL / FLAT / LEVEL / WEFT		KVB-PKC	1920	*Chin	343
500375	phun	KIND / SORT / CLAN		KVB-PKC	1920	*Chin	344
500377	phelʔ	LOOSEN / UNDERCUT / UNDO		KVB-PKC	1920	*Chin	346
500378	pher	MAT		KVB-PKC	1920	*Chin	347
500379	phuaŋ-I, phuan-II	PROCLAIM / PROFESS / REVEAL		KVB-PKC	1920	*Chin	348
500381	phooy	PULL OUT / UPROOT		KVB-PKC	1920	*Chin	350
500382	phaar	RASH / LEPROSY / MANGE		KVB-PKC	1920	*Chin	351
500383	phaan	REACH		KVB-PKC	1920	*Chin	352
500384	phoo	RIND / SHIELD / SKIN	n	KVB-PKC	1920	*Chin	353
500385	phal	SHEAF		KVB-PKC	1920	*Chin	354
500386	phel	SLIVER / SPLINTER		KVB-PKC	1920	*Chin	355
500387	phaʔ	SPREAD / STRETCH		KVB-PKC	1920	*Chin	356
500389	phook ⪤ phooŋ	STARTLE / ALARM / WAKE UP		KVB-PKC	1920	*Chin	358
500390	phiat ⪤ phiak	SWEEP		KVB-PKC	1920	*Chin	359
500391	phay	THIGH / LEG		KVB-PKC	1920	*Chin	360
500392	phuu	THROB / PULSATE		KVB-PKC	1920	*Chin	361
500393	phuu-I, phuuk-II	TRANSPLANT / UPROOT		KVB-PKC	1920	*Chin	362
500394	phiir ⪤ phiar|	TWIN / TWAIN		KVB-PKC	1920	*Chin	363
500395	phaay	VALLEY / PLAINS		KVB-PKC	1920	*Chin	364
500396	phoŋ	UPROOT / UNLOOSE (v.t.)		KVB-PKC	1920	*Chin	365
500397	phan	WEAVE / CREATE / KNIT		KVB-PKC	1920	*Chin	366
500399	phuu	WORTHY / EXPEDIENT		KVB-PKC	1920	*Chin	368
500400	thu(u)r ⪤ tho(o)r	ACID / SOUR		KVB-PKC	1920	*Chin	369
500401	thak-I, thaʔ-II	ACRID / PUNGENT / SPICY		KVB-PKC	1920	*Chin	370
500402	thuu	AFFAIR / MATTER / WORD	n	KVB-PKC	1920	*Chin	371
500403	sha-thaar	ANTELOPE / GOAT (wild) / SEROW		KVB-PKC	1920	*Chin	372
500404	thuam	APPAREL / CLOTH / DRESS		KVB-PKC	1920	*Chin	373
500405	thal	ARROW		KVB-PKC	1920	*Chin	374
500406	thii	BLOOD		KVB-PKC	1920	*Chin	375
500407	tham	CARESS / GROPE / TOUCH (with hand)		KVB-PKC	1920	*Chin	376
500408	them	CARVE / CHIP / SCRAPE		KVB-PKC	1920	*Chin	377
500409	thee	CICADA / INSECT		KVB-PKC	1920	*Chin	378
500410	thiaŋ-I, thian-II	CLEAN / CLEAR		KVB-PKC	1920	*Chin	379
500411	thiʔ	COMB	n	KVB-PKC	1920	*Chin	380
500412	thim	DARK		KVB-PKC	1920	*Chin	381
