ID	DOCULECT	CONCEPT	CONCEPTID	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	RGEN	TOKENS	IPA
83	Darma	the horse	108	615	268	horse (male)	544277	ph ɔ h r ə ŋ	phɔ-hrəŋ
84	Darma	the horse	108	615	268	horse (female)	544103	m ɔ h r ə ŋ	mɔ-hrəŋ
85	Darma	the house	109	1252	494	house	543726	c i m	cim
86	Darma	the husband	110	1200	247	husband	544342	h r i th i	hrithi
87	Darma	the ice	111	617	17	ice	544556	u w i n o g ə l	uwi-nogəl, wi-nogəl
88	Darma	the knee	112	1371	101	knee	544237	p u k t o	puk-to
89	Darma	the lake	113	624	31	lake, sea	543770	ch o	cho
90	Darma	the leaf	114	628	376	leaf	544207	p a t	pat
91	Darma	the lip (the lips)	115	478	85	lips	543650	a k p o	akpo, akple
92	Darma	the liver	116	1224	145	liver	543767	ch i ŋ ch a	chiŋ-cha
93	Darma	the louse	117	1392	356	louse	544333	h r i	hri
94	Darma	the lung	118	688	143	lungs	544055	l ɔ ŋ b ə r	lɔŋ-bər
95	Darma	the meat	120	634	443	meat	544421	ɕ y a	ɕya
96	Darma	the moon	121	1313	4	moon	544026	l a ɕ ə ŋ	la-ɕəŋ
97	Darma	the mosquito	122	1509	360	mosquito	544133	m ə tsh ə r	mətshər
98	Darma	the mother	123	1216	219	mother	544094	m i n ã	minã
99	Darma	the mountain	124	639	23	mountain	544544	u w e	u-we
100	Darma	the mouse or rat	125	2139	320	mouse	544253	p y u	pyu
101	Darma	the mud	127	640	46	mud	543970	k ə c a r	kəcar
102	Darma	the nail (fingernail or claw)	128	2128	113	nail	544033	l a k ɕ i ŋ	lak-ɕiŋ
103	Darma	the name	129	1405	687	name	544113	m u ŋ	muŋ, hmuŋ
104	Darma	the neck	130	1333	89	neck	543698	b ə n a	bəna
105	Darma	the needle (for sewing)	131	1382	578	needle	543778	ch ə b	chəb
106	Darma	the nit	132	267	357	louse (egg)	544352	h r u k c ɛ	hruk-cɛ
107	Darma	the nose	133	1221	80	nose	544161	n i m	nim
108	Darma	the pig	135	1337	284	pig	544382	s u ə r	suər
109	Darma	the rain	136	658	10	rain	544140	h m ũ	hmũ
110	Darma	the rice plant	138	2026	439	rice	544264	p ɯ tsh ɯ m	pɯtshɯm
111	Darma	the river	139	666	30	river	544573	y a ŋ t i	yaŋ-ti
112	Darma	the road	140	667	38	path	543644	ə m	əm
113	Darma	the root	141	670	375	root	544326	r ɯ m	rɯm
114	Darma	the rope	142	1218	619	string (for yak)	543789	d i	di
115	Darma	the salt	143	1274	61	salt	543755	ch a	cha
116	Darma	the sand	144	671	44	sand	544360	s a k s a	sak-sa
117	Darma	the sea	145	1474	32	lake, sea	543770	ch o	cho
118	Darma	the seed	146	714	405	seed	544221	p i j ɛ	pijɛ
119	Darma	the sheep	147	1331	275	sheep	544137	h m a	hma
120	Darma	the shit	148	676	151	manure	544065	l ə ŋ s ə k	ləŋ-sək
121	Darma	the shoulder	149	1482	90	shoulder	544309	r ɔ ŋ	rɔŋ
122	Darma	the sickle	150	341	624	sickle	544375	s i k ə n	sikən
123	Darma	the skin	151	763	120	skin	543662	b ɛ	bɛ
124	Darma	the sky	152	1732	1	sky	544460	t u ŋ b u	tuŋ-bu
125	Darma	the smoke	153	778	19	smoke	543999	kh u	khu
126	Darma	the snow	155	784	12	snow	544344	h r o	hro
127	Darma	the son	156	1620	220	son; brother's son	544414	ɕ i r i	ɕiri
128	Darma	the spider	158	843	361	spider	543806	d ə n d ɔ k a l i	dən-dɔ-ka-li
129	Darma	the star	159	1430	5	star	544023	l a k ə r	la-kər
130	Darma	the stick	160	1295	586	stick	544404	ɕ i ŋ	ɕiŋ
131	Darma	the sun	162	1343	2	sun	544159	n i	ni
132	Darma	the tail	163	1220	267	tail	544066	l ə ph u	ləphu
133	Darma	the thigh	164	800	100	thigh	543752	c ə ŋ ɕ y a	cəŋ-ɕya
134	Darma	the tiger	166	846	304	tiger	544363	s a ŋ w a	saŋ-wa
135	Darma	the tongue	167	1205	139	tongue	543918	j i ph ɛ	jiphɛ
136	Darma	the tooth (front)	168	1380	137	tooth	544387	s ɯ _ s o	sɯ so
137	Darma	the tree	169	906	372	tree	544405	ɕ i ŋ	ɕiŋ
138	Darma	the water	170	948	47	water	544443	t i	ti
139	Darma	the wheat	171	1077	410	wheat	544319	r ə j ɛ	rəjɛ
140	Darma	the wife	172	1199	248	wife	543704	b ɯ j a ts ə m ɛ	bɯja-tsəmɛ, hrithi-ɕya
141	Darma	the wind	173	960	9	wind	543884	h w i	hwi
142	Darma	the wood (material)	177	1803	511	wood	544406	ɕ i ŋ	ɕiŋ
143	Darma	the year	178	1226	777	year	543702	b ə r d i n o	bərdino
144	Darma	there	179	1937	950	there (visible)	544448	t i r e	tire
145	Darma	there	179	1937	950	there (invisible)	544449	t i r e m ə t ə n	tire-mətən
146	Darma	thick	180	1244	980	thick (liquid)	544271	ph ɛ n u	phɛ-nu
147	Darma	this	182	1214	942	this	544182	n ə d u	nədu, nədo
148	Darma	thou [second person singular]	183	1215	931	you (sg.)	543820	g ɛ	gɛ
149	Darma	to be alive	185	1422	1087	live	544472	t ə ŋ m o	təŋ-mo
150	Darma	to bite	186	1403	1753	bite (meat)	543987	kh ɛ ɕ i m o	khɛ-ɕi-mo
151	Darma	to blow (of wind)	187	175	1738	blow (wind)	544273	ph ɛ r m o	phɛr-mo
152	Darma	to burn [intransitive]	188	1428	1269	burn	543729	c i ŋ m o	ciŋ-mo
153	Darma	to chew	190	321	1424	chew	543955	k o i m o	koi-mo
154	Darma	to come	191	1446	1491	come	544329	h r a m o	hra-mo
155	Darma	to die	194	1494	1651	die	544393	ɕ i c i m o	ɕi-ci-mo
156	Darma	to dig	195	1418	1698	dig	544009	kh w e m o	khwe-mo
157	Darma	to eat	197	1336	1198	eat	543899	j a m o	ja-mo
158	Darma	to fight	198	1423	1234	fight	543783	d a k ɕ i m o	dak-ɕi-mo
159	Darma	to fly (move through air)	201	1441	1318	fly	544073	h l a ŋ m o	hlaŋ-mo
160	Darma	to forget	202	1523	1704	forget	544040	l ɛ ɕ i m o	lɛ-ɕi-mo
161	Darma	to give	203	1447	1345	give, offer	543781	d a m o	da-mo
162	Darma	to hear	204	1408	1682	hear	544585	y ə n m o	yən-mo
163	Darma	to hide (conceal)	205	602	1169	hide	543746	c y a m o	cya-mo
164	Darma	to hold	206	1448	1709	hold	543727	c i m l ə n t a m o	cim-lən-ta-mo
165	Darma	to hunt	207	1435	1230	drive (cattle)	544125	m ə ŋ m o	məŋ-mo
166	Darma	to kill	208	1417	1602	kill	544368	s ɛ m o	sɛ-mo
167	Darma	to knead	209	274	1594	knead	544249	p u ə l m o	puəl-mo
168	Darma	to know (something)	210	1410	1398	know	544210	p ɛ m o	pɛ-mo
169	Darma	to plant (vegetals, rice)	216	1486	1774	plant	543792	d o m o	do-mo
170	Darma	to play	217	1413	1703	play	544507	ts a m o	tsa-mo
171	Darma	to push	219	1452	1689	push	543813	d ɯ r m o	dɯr-mo
172	Darma	to run	221	1519	1544	run	543851	g y o m o	gyo-mo
173	Darma	to scratch	222	1436	1530	scratch	543771	ch ɔ m o	chɔ-mo
174	Darma	to see	223	1409	1471	see	544469	t ə mm o	təm-mo
175	Darma	to shoot (an arrow)	224	1172	1611	shoot	544366	s ɛ g a m o	sɛ-ga-mo
176	Darma	to sing	225	1261	1184	sing	543664	b ɛ r a g a m o	bɛ-ra-ga-mo
177	Darma	to sleep	226	1585	1646	sleep	544569	y a m o	ya-mo
178	Darma	to smell (perceive odor) [transitive]	227	1586	1707	smell	543660	b a s u	basu
179	Darma	to sow (broadcast, scatter seeds)	228	748	1597	sow	544582	y ə b m o	yəb-mo
180	Darma	to stand	230	1442	1784	stand (quite)	544474	t ə ŋ y ə b m o	təŋ-yəb-mo
181	Darma	to steal	231	713	1686	steal	544000	kh u ɕ i m o	khu-ɕi-mo
182	Darma	to throw	233	1456	1687	throw	544525	ts ə ŋ m o	tsəŋ-mo
183	Darma	to vomit	234	1278	1535	vomit	544056	l o ŋ m o	loŋ-mo
184	Darma	to walk	235	1443	1815	go	543785	d e m o	de-mo
185	Darma	today	237	1283	738	today	544497	th y ã	thyã
186	Darma	tomorrow	238	1329	742	tomorrow	544012	kh ə i	khəi
187	Darma	we [first person plural inclusive]	241	1131	930	we (pl. incl.)	544166	n i ŋ b i r m i	niŋ-birmi
188	Darma	wet	242	1726	1029	wet	544485	th i n u	thi-nu
189	Darma	what	243	1236	954	what	544013	kh ə ◦ l ɛ	khə◦lɛ
190	Darma	where	244	1237	955	where	544545	u d ɛ w u d ɛ	udɛ-wudɛ
191	Darma	white	245	1335	1006	white	544396	ɕ i n o	ɕi-no
192	Darma	who	246	1235	953	who	544014	kh ə m i	khəmi
193	Darma	yesterday	248	1174	739	yesterday	544165	n i m ə ŋ	niməŋ
194	Darma	you [second person plural]	249	1213	933	you (pl.)	543861	g ə n i b i r m i	gəni-birmi
195	Darma	young	250	1207	1059	young	543928	j u n u	junu
