rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
51075	hUN	alive	be v.	NKR-Bant	327	Bantawa	
51082	keN◦TaN◦huT	anus		NKR-Bant	327	Bantawa	
51078	e◦kha◦lam	anus; the way latrin.	v.	NKR-Bant	327	Bantawa	
51120	DeN	backside / behind		NKR-Bant	327	Bantawa	
51097	ghoTpa	belching		NKR-Bant	327	Bantawa	
51079	orokpa	belching		NKR-Bant	327	Bantawa	
51043	kheT	bite	v.	NKR-Bant	327	Bantawa	
51087	kha◦man◦Tok◦ka◦ba	blind		NKR-Bant	327	Bantawa	
51146	mUk◦sip◦pa	blind (adj. / n.)		NKR-Bant	327	Bantawa	
51176	hU	blood		NKR-Bant	327	Bantawa	
51045	muT	blow (by mouth)		NKR-Bant	327	Bantawa	
51059	saN	blow / play (musical instrument)		NKR-Bant	327	Bantawa	
51148	yam	body		NKR-Bant	327	Bantawa	
51150	yam◦sa	body-flesh / body-meat		NKR-Bant	327	Bantawa	
51130	pok	body / life		NKR-Bant	327	Bantawa	
51153	yU◦wa	bone		NKR-Bant	327	Bantawa	
51112	TaN◦kUcUk	brain		NKR-Bant	327	Bantawa	
51170	sak◦ma	breath		NKR-Bant	327	Bantawa	
51081	keN◦TaN	buttocks		NKR-Bant	327	Bantawa	
51084	kon	chest		NKR-Bant	327	Bantawa	
51038	khup	chew		NKR-Bant	327	Bantawa	
51057	Nam	chew / munch		NKR-Bant	327	Bantawa	
51103	con◦khom	chin		NKR-Bant	327	Bantawa	
51088	khamanenkaba	deaf		NKR-Bant	327	Bantawa	
51086	khaenninko	deaf		NKR-Bant	327	Bantawa	
51069	sU	die	v.	NKR-Bant	327	Bantawa	
51074	maN	dream	v.	NKR-Bant	327	Bantawa	
51073	DuN	drink		NKR-Bant	327	Bantawa	
51041	hop	drink		NKR-Bant	327	Bantawa	
51060	soN	drink in a gulp		NKR-Bant	327	Bantawa	
51127	na◦bal	ear		NKR-Bant	327	Bantawa	
51080	kana◦sup◦ma	earwax		NKR-Bant	327	Bantawa	
51066	ca	eat		NKR-Bant	327	Bantawa	
51119	Din	egg		NKR-Bant	327	Bantawa	
51167	wa◦Din	egg of hen		NKR-Bant	327	Bantawa	
51141	mUk	eye		NKR-Bant	327	Bantawa	
51142	mUk◦kun	eyebrow		NKR-Bant	327	Bantawa	
51144	mUk◦rim◦ma	eyelash		NKR-Bant	327	Bantawa	
51101	Na◦lUN	face		NKR-Bant	327	Bantawa	
51098	Nai◦wa	face		NKR-Bant	327	Bantawa	
51099	Na◦rom	face (abuse)		NKR-Bant	327	Bantawa	
51055	bhe	fart	v.	NKR-Bant	327	Bantawa	
51108	chuT	fat		NKR-Bant	327	Bantawa	
51048	nam	fed up by overeating	be v.	NKR-Bant	327	Bantawa	
51100	Na◦lap	fin (of a fish)		NKR-Bant	327	Bantawa	
51106	chuk◦ku◦si	finger		NKR-Bant	327	Bantawa	
51117	TUrUk	forehead		NKR-Bant	327	Bantawa	
51140	mUa	fur		NKR-Bant	327	Bantawa	
51138	bonThi	goitre		NKR-Bant	327	Bantawa	
51113	TaN◦mUa	hair (of head)		NKR-Bant	327	Bantawa	
51105	chuk	hand		NKR-Bant	327	Bantawa	
51068	lU	have sexual intercourse		NKR-Bant	327	Bantawa	
51111	TaN	head		NKR-Bant	327	Bantawa	
51161	luN◦mak	heart		NKR-Bant	327	Bantawa	
51152	yUkyUkwa	in a limping manner		NKR-Bant	327	Bantawa	
51118	Thok	intestine		NKR-Bant	327	Bantawa	
51050	wam	itch	v.	NKR-Bant	327	Bantawa	
51051	haN	itch (by hair, etc.)		NKR-Bant	327	Bantawa	
51151	yon◦khom	jaw		NKR-Bant	327	Bantawa	
51157	laN◦mUk	joints of a leg		NKR-Bant	327	Bantawa	
51102	cup◦ma	kiss		NKR-Bant	327	Bantawa	
51137	bok◦choN	lap		NKR-Bant	327	Bantawa	
51067	i	laugh	v.	NKR-Bant	327	Bantawa	
51154	laN	leg		NKR-Bant	327	Bantawa	
51156	laN◦TaN	leg-side (of a person)		NKR-Bant	327	Bantawa	
51065	lek	lick		NKR-Bant	327	Bantawa	
51107	chuklaN	limbs		NKR-Bant	327	Bantawa	
51122	Do◦si◦wa	lip		NKR-Bant	327	Bantawa	
51071	en	listen		NKR-Bant	327	Bantawa	
51063	cop	look		NKR-Bant	327	Bantawa	
51169	sa	meat / flesh		NKR-Bant	327	Bantawa	
51172	som	mind		NKR-Bant	327	Bantawa	
51083	koN	mind / inside		NKR-Bant	327	Bantawa	
51091	khoN◦TaN◦ma	molar		NKR-Bant	327	Bantawa	
51121	Do	mouth		NKR-Bant	327	Bantawa	
51143	mukkhUwa	mucus in the eyes		NKR-Bant	327	Bantawa	
51116	TUNbUlUk	nail		NKR-Bant	327	Bantawa	
51124	na◦khU(wa)	nasal discharge		NKR-Bant	327	Bantawa	
51131	poT	neck		NKR-Bant	327	Bantawa	
